subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
41,8,a,EC_subj_obj,nonword,0,lobee,positive,critical,yes,no,no,no,2320862,2328871
41,8,a,EC_subj_obj,nonword,1,trelle,none,filler,no,yes,no,no,2329904,2333192
41,8,a,EC_subj_obj,nonword,2,zillie,none,filler,no,no,yes,no,2334226,2335551
41,8,a,EC_subj_obj,nonword,3,makan,none,filler,no,no,yes,no,2336584,2337916
41,8,a,EC_subj_obj,nonword,4,babit,negative,critical,no,no,yes,no,2338949,2339735
41,8,a,EC_subj_obj,nonword,5,avouco,negative,control,no,yes,no,no,2340768,2342892
41,8,a,EC_subj_obj,nonword,6,naptor,none,filler,no,no,no,yes,2343926,2358498
41,8,a,EC_subj_obj,nonword,7,tavoo,negative,critical,no,yes,no,no,2359537,2362101
41,8,a,EC_subj_obj,nonword,8,parlic,positive,critical,no,no,yes,no,2363134,2364248
41,8,a,EC_subj_obj,nonword,9,coskie,positive,critical,yes,no,no,no,2365281,2371567
41,8,a,EC_subj_obj,nonword,10,roosle,none,filler,no,yes,no,no,2372601,2376544
41,8,a,EC_subj_obj,nonword,11,altine,negative,critical,no,no,yes,no,2377577,2379544
41,8,a,EC_subj_obj,nonword,12,pubio,positive,control,no,no,no,yes,2380577,2383105
41,8,a,EC_subj_obj,nonword,13,hesire,none,filler,yes,no,no,no,2384138,2389284
41,8,a,EC_subj_obj,nonword,14,seloom,negative,critical,no,no,yes,no,2390316,2391300
41,8,a,EC_subj_obj,nonword,15,tafta,positive,critical,no,no,yes,no,2392346,2394158
