subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
28,3,a,EC_only,nonword,0,avouco,none,filler,no,yes,no,no,2063535,2081077
28,3,a,EC_only,nonword,1,hesire,negative,critical,no,no,no,yes,2082110,2088813
28,3,a,EC_only,nonword,2,trelle,none,filler,yes,no,no,no,2089846,2094791
28,3,a,EC_only,nonword,3,parlic,negative,control,no,yes,no,no,2095824,2099437
28,3,a,EC_only,nonword,4,naptor,none,filler,no,yes,no,no,2100470,2104778
28,3,a,EC_only,nonword,5,tafta,negative,critical,no,no,yes,no,2105811,2107741
28,3,a,EC_only,nonword,6,altine,none,filler,no,no,no,yes,2108781,2117397
28,3,a,EC_only,nonword,7,pubio,none,filler,no,no,yes,no,2118429,2120016
28,3,a,EC_only,nonword,8,seloom,positive,critical,no,no,yes,no,2121048,2122858
28,3,a,EC_only,nonword,9,coskie,positive,critical,no,yes,no,no,2123891,2128303
28,3,a,EC_only,nonword,10,zillie,negative,critical,no,no,yes,no,2129335,2132080
28,3,a,EC_only,nonword,11,tavoo,none,filler,yes,no,no,no,2133112,2138628
28,3,a,EC_only,nonword,12,babit,positive,critical,no,no,yes,no,2139660,2142977
28,3,a,EC_only,nonword,13,roosle,positive,critical,yes,no,no,no,2144010,2146731
28,3,a,EC_only,nonword,14,makan,positive,control,no,yes,no,no,2147763,2153267
28,3,a,EC_only,nonword,15,lobee,negative,critical,no,no,no,yes,2154309,2156852
