subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
86,30,a,EC_only,pokemon,0,39_mittel.png,none,filler,no,no,no,yes,1478198,1483811
86,30,a,EC_only,pokemon,1,23_mittel.png,none,filler,yes,no,no,no,1484845,1489094
86,30,a,EC_only,pokemon,2,4_mittel.png,negative,critical,no,no,yes,no,1490127,1491915
86,30,a,EC_only,pokemon,3,16_mittel.png,none,filler,no,no,no,yes,1492948,1496351
86,30,a,EC_only,pokemon,4,37_mittel.png,positive,critical,no,no,yes,no,1497385,1499764
86,30,a,EC_only,pokemon,5,24_mittel.png,negative,control,no,yes,no,no,1500797,1502671
86,30,a,EC_only,pokemon,6,40_mittel.png,none,filler,no,no,yes,no,1503704,1507574
86,30,a,EC_only,pokemon,7,25_mittel.png,none,filler,no,no,no,yes,1508607,1511743
86,30,a,EC_only,pokemon,8,5_mittel.png,positive,control,no,yes,no,no,1512784,1514742
86,30,a,EC_only,pokemon,9,22_mittel.png,negative,critical,no,no,yes,no,1515776,1517827
86,30,a,EC_only,pokemon,10,10_mittel.png,positive,critical,no,no,yes,no,1518860,1520632
86,30,a,EC_only,pokemon,11,2_mittel.png,negative,critical,no,no,yes,no,1521664,1522840
86,30,a,EC_only,pokemon,12,15_mittel.png,positive,critical,no,no,no,yes,1523873,1526645
86,30,a,EC_only,pokemon,13,11_mittel.png,positive,critical,no,no,yes,no,1527678,1529130
86,30,a,EC_only,pokemon,14,9_mittel.png,negative,critical,no,no,yes,no,1530164,1531708
86,30,a,EC_only,pokemon,15,18_mittel.png,none,filler,no,yes,no,no,1532741,1535611
