subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
46,22,b,EC_subj_obj,pokemon,0,4_mittel.png,negative,control,no,yes,no,no,2081823,2086267
46,22,b,EC_subj_obj,pokemon,1,2_mittel.png,negative,critical,no,no,yes,no,2087300,2089890
46,22,b,EC_subj_obj,pokemon,2,22_mittel.png,none,filler,no,no,no,yes,2090923,2093808
46,22,b,EC_subj_obj,pokemon,3,10_mittel.png,none,filler,no,no,yes,no,2094842,2095754
46,22,b,EC_subj_obj,pokemon,4,25_mittel.png,none,filler,no,no,yes,no,2096787,2098644
46,22,b,EC_subj_obj,pokemon,5,39_mittel.png,none,filler,no,no,yes,no,2099678,2101443
46,22,b,EC_subj_obj,pokemon,6,40_mittel.png,positive,critical,no,no,yes,no,2102476,2103178
46,22,b,EC_subj_obj,pokemon,7,24_mittel.png,positive,critical,no,no,yes,no,2104219,2105153
46,22,b,EC_subj_obj,pokemon,8,16_mittel.png,none,filler,yes,no,no,no,2106186,2108303
46,22,b,EC_subj_obj,pokemon,9,37_mittel.png,negative,critical,no,no,yes,no,2109336,2111954
46,22,b,EC_subj_obj,pokemon,10,5_mittel.png,negative,critical,no,no,no,yes,2112987,2115993
46,22,b,EC_subj_obj,pokemon,11,15_mittel.png,positive,control,no,no,yes,no,2117026,2118089
46,22,b,EC_subj_obj,pokemon,12,23_mittel.png,positive,critical,no,yes,no,no,2119122,2121151
46,22,b,EC_subj_obj,pokemon,13,11_mittel.png,none,filler,no,no,yes,no,2122185,2123072
46,22,b,EC_subj_obj,pokemon,14,9_mittel.png,negative,critical,no,no,yes,no,2124104,2124817
46,22,b,EC_subj_obj,pokemon,15,18_mittel.png,positive,critical,no,yes,no,no,2125851,2130188
