subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
19,10,a,EC_subj_obj,nonword,0,parlic,none,filler,17,2035427,2038229
19,10,a,EC_subj_obj,nonword,1,hesire,negative,control,13,2039262,2045941
19,10,a,EC_subj_obj,nonword,2,lobee,none,filler,13,2046973,2049032
19,10,a,EC_subj_obj,nonword,3,trelle,positive,control,13,2050064,2052341
19,10,a,EC_subj_obj,nonword,4,makan,none,filler,14,2053373,2056160
19,10,a,EC_subj_obj,nonword,5,pubio,positive,critical,9,2057192,2061040
19,10,a,EC_subj_obj,nonword,6,naptor,none,filler,18,2062072,2063675
19,10,a,EC_subj_obj,nonword,7,zillie,negative,critical,7,2064706,2066931
19,10,a,EC_subj_obj,nonword,8,roosle,negative,critical,4,2067962,2071711
19,10,a,EC_subj_obj,nonword,9,tavoo,negative,critical,17,2072742,2075547
19,10,a,EC_subj_obj,nonword,10,tafta,positive,critical,7,2076578,2078676
19,10,a,EC_subj_obj,nonword,11,altine,positive,critical,15,2079707,2081546
19,10,a,EC_subj_obj,nonword,12,babit,none,filler,15,2082577,2083432
19,10,a,EC_subj_obj,nonword,13,avouco,positive,critical,12,2084463,2086885
19,10,a,EC_subj_obj,nonword,14,seloom,none,filler,8,2087916,2090823
19,10,a,EC_subj_obj,nonword,15,coskie,negative,critical,10,2091856,2094245
