subject_nr,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,correct_opt,correct_type,im_opt_1, im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,type_1,type_2,type_3,type_4,type_5,type_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,time_im,time_blank
73,EC_only,nonword,0,roosle,positive,critical,5910.png,picture,1463.png,5910.png,8501.png,Rose,Lachen,Wärme,picture,picture,picture,word,word,word,no,no,no,yes,no,no,1541124,1545000
73,EC_only,nonword,1,makan,neutral,filler,neu7000.png,picture,neu7000.png,neu7490.png,neu7090.png,Tuch,Knopf,Dach,picture,picture,picture,word,word,word,no,no,no,no,yes,no,1546041,1546929
73,EC_only,nonword,2,altine,negative,critical,9280.png,picture,2053.png,9182.png,9280.png,Abgas,Mord,Gewalt,picture,picture,picture,word,word,word,no,no,no,yes,no,no,1547970,1548544
73,EC_only,nonword,3,trelle,neutral,filler,Dach,word,neu2620.png,neu7000.png,neu7090.png,Tuch,Dach,Glas,picture,picture,picture,word,word,word,no,no,no,no,no,no,1549586,1551693
73,EC_only,nonword,4,lobee,neutral,filler,Wand,word,neu1616.png,neu2220.png,neu5740.png,Wand,Taste,Kreis,picture,picture,picture,word,word,word,no,no,no,yes,no,no,1552733,1554791
73,EC_only,nonword,5,babit,positive,critical,2900.2.png,picture,2900.2.png,2160.png,5629.png,Lob,Urlaub,Rose,picture,picture,picture,word,word,word,no,no,no,no,yes,no,1555837,1556584
73,EC_only,nonword,6,hesire,negative,critical,3220.png,picture,6530.png,9520.png,3220.png,Sadist,Horror,Ekel,picture,picture,picture,word,word,word,no,no,no,no,no,yes,1557624,1557908
73,EC_only,nonword,7,coskie,neutral,filler,neu1616.png,picture,neu2575.png,neu7490.png,neu1616.png,Wand,Glas,Schrank,picture,picture,picture,word,word,word,no,no,no,no,no,yes,1558948,1559235
73,EC_only,nonword,8,tavoo,negative,critical,Gift,word,9920.png,9102.png,2053.png,Gift,Tod,Teufel,picture,picture,picture,word,word,word,no,no,no,no,no,yes,1560276,1560522
73,EC_only,nonword,9,avouco,positive,critical,Meer,word,2311.png,1710.png,5830.png,Sommer,Brief,Meer,picture,picture,picture,word,word,word,no,no,no,no,yes,no,1561563,1561862
73,EC_only,nonword,10,parlic,neutral,filler,Tuch,word,neu5740.png,neu7490.png,neu2635.png,Tuch,Kreis,Schrank,picture,picture,picture,word,word,word,no,no,no,yes,no,no,1562902,1563072
73,EC_only,nonword,11,zillie,negative,critical,Ärger,word,9830.png,9421.png,2276.png,Finsternis,Mühe,Ärger,picture,picture,picture,word,word,word,no,no,no,no,yes,no,1564112,1564740
73,EC_only,nonword,12,seloom,neutral,filler,neu5395.png,picture,neu5395.png,neu1616.png,neu7090.png,Tuch,Wand,Knopf,picture,picture,picture,word,word,word,no,no,no,yes,no,no,1565780,1565898
73,EC_only,nonword,13,pubio,positive,critical,Spiel,word,2660.png,7330.png,1650.png,Spiel,Rose,Brief,picture,picture,picture,word,word,word,no,no,no,no,yes,no,1566946,1567197
73,EC_only,nonword,14,tafta,positive,control,2057.png,picture,2057.png,8200.png,2150.png,Romantik,Himmel,Sommer,picture,picture,picture,word,word,word,no,no,no,yes,no,no,1568238,1569837
73,EC_only,nonword,15,naptor,negative,control,Unglück,word,9330.png,9500.png,9340.png,Geschwür,Unglück,Wahnsinn,picture,picture,picture,word,word,word,no,no,no,no,yes,no,1570877,1571105
