subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
29,20,a,EC_subj_obj,pokemon,0,39_mittel.png,none,filler,no,no,yes,no,2129890,2135904
29,20,a,EC_subj_obj,pokemon,1,4_mittel.png,negative,critical,yes,no,no,no,2136937,2145833
29,20,a,EC_subj_obj,pokemon,2,2_mittel.png,negative,critical,no,no,no,yes,2146867,2150677
29,20,a,EC_subj_obj,pokemon,3,40_mittel.png,none,filler,no,yes,no,no,2151710,2154963
29,20,a,EC_subj_obj,pokemon,4,18_mittel.png,negative,critical,no,yes,no,no,2155996,2158867
29,20,a,EC_subj_obj,pokemon,5,10_mittel.png,positive,critical,no,no,no,yes,2159900,2162975
29,20,a,EC_subj_obj,pokemon,6,9_mittel.png,positive,control,yes,no,no,no,2164008,2170565
29,20,a,EC_subj_obj,pokemon,7,23_mittel.png,none,filler,no,no,yes,no,2171607,2173731
29,20,a,EC_subj_obj,pokemon,8,22_mittel.png,positive,critical,yes,no,no,no,2174765,2176885
29,20,a,EC_subj_obj,pokemon,9,15_mittel.png,negative,critical,no,no,yes,no,2177917,2179476
29,20,a,EC_subj_obj,pokemon,10,24_mittel.png,none,filler,no,no,yes,no,2180508,2181786
29,20,a,EC_subj_obj,pokemon,11,37_mittel.png,positive,critical,no,no,yes,no,2182818,2185712
29,20,a,EC_subj_obj,pokemon,12,11_mittel.png,none,filler,no,no,no,yes,2186745,2189537
29,20,a,EC_subj_obj,pokemon,13,5_mittel.png,none,filler,no,no,no,yes,2190570,2193466
29,20,a,EC_subj_obj,pokemon,14,16_mittel.png,positive,critical,no,no,yes,no,2194498,2197079
29,20,a,EC_subj_obj,pokemon,15,25_mittel.png,negative,control,yes,no,no,no,2198112,2200000
