subject_nr,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,correct_opt,correct_type,im_opt_1, im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,type_1,type_2,type_3,type_4,type_5,type_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,time_im,time_blank
112,EC_subj_obj,pokemon,0,18_mittel.png,neutral,filler,Klinke,word,neu2620.png,neu7830.png,neu5510.png,Schrank,Tuch,Klinke,picture,picture,picture,word,word,word,no,no,no,no,no,no,2279176,2288721
112,EC_subj_obj,pokemon,1,4_mittel.png,negative,critical,Folter,word,1525.png,9340.png,6020.png,Pest,Folter,Unglück,picture,picture,picture,word,word,word,no,no,no,no,no,no,2289761,2291514
112,EC_subj_obj,pokemon,2,10_mittel.png,positive,critical,Paradies,word,1710.png,5910.png,7330.png,Paradies,Mutter,Witz,picture,picture,picture,word,word,word,no,no,no,no,no,yes,2292556,2295298
112,EC_subj_obj,pokemon,3,37_mittel.png,positive,critical,8080.png,picture,2791.png,5629.png,8080.png,Urlaub,Witz,Sommer,picture,picture,picture,word,word,word,no,no,no,yes,no,no,2296338,2300537
112,EC_subj_obj,pokemon,4,22_mittel.png,negative,critical,9630.png,picture,9630.png,7380.png,2053.png,Sucht,Frust,Teufel,picture,picture,picture,word,word,word,no,no,no,no,yes,no,2301577,2305371
112,EC_subj_obj,pokemon,5,9_mittel.png,negative,critical,9265.png,picture,9430.png,9265.png,9050.png,Abscheu,Hass,Wahnsinn,picture,picture,picture,word,word,word,no,no,no,no,yes,no,2306410,2309766
112,EC_subj_obj,pokemon,6,24_mittel.png,negative,control,2276.png,picture,6020.png,9830.png,2276.png,Angst,Unfall,Not,picture,picture,picture,word,word,word,no,no,no,no,no,no,2310806,2314605
112,EC_subj_obj,pokemon,7,15_mittel.png,positive,critical,Meer,word,5831.png,1463.png,1710.png,Lob,Meer,Strand,picture,picture,picture,word,word,word,no,no,no,no,no,no,2315645,2318944
112,EC_subj_obj,pokemon,8,5_mittel.png,positive,control,Fete,word,2080.png,5994.png,5910.png,Fete,Natur,Mutter,picture,picture,picture,word,word,word,no,no,no,yes,no,no,2319984,2323412
112,EC_subj_obj,pokemon,9,2_mittel.png,negative,critical,Waffe,word,6020.png,2141.png,8485.png,Not,Waffe,Henker,picture,picture,picture,word,word,word,no,no,no,no,no,no,2324460,2329752
112,EC_subj_obj,pokemon,10,11_mittel.png,positive,critical,2660.png,picture,8370.png,7470.png,2660.png,Sonne,Musik,Bücher,picture,picture,picture,word,word,word,no,no,no,no,no,no,2330792,2335630
112,EC_subj_obj,pokemon,11,40_mittel.png,neutral,filler,Bein,word,neu2372.png,neu5740.png,neu5731.png,Bein,Lampe,Knopf,picture,picture,picture,word,word,word,no,no,no,yes,no,no,2336671,2339365
112,EC_subj_obj,pokemon,12,16_mittel.png,neutral,filler,neu2372.png,picture,neu2372.png,neu7490.png,neu7830.png,Hand,Bein,Wand,picture,picture,picture,word,word,word,no,no,no,no,no,no,2340405,2343965
112,EC_subj_obj,pokemon,13,23_mittel.png,neutral,filler,Schrank,word,neu2635.png,neu7830.png,neu2372.png,Schrank,Hand,Glas,picture,picture,picture,word,word,word,no,no,no,yes,no,no,2345004,2347059
112,EC_subj_obj,pokemon,14,39_mittel.png,neutral,filler,neu2635.png,picture,neu2635.png,neu7080.png,neu2620.png,Schrank,Kreis,Hand,picture,picture,picture,word,word,word,no,no,no,no,no,no,2348100,2353881
112,EC_subj_obj,pokemon,15,25_mittel.png,neutral,filler,Hand,word,neu5740.png,neu2620.png,neu7490.png,Wand,Hand,Dach,picture,picture,picture,word,word,word,no,no,no,no,no,no,2354921,2358330
