subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
99,4,a,EC_only,nonword,0,naptor,negative,control,no,no,no,yes,1647857,1662039
99,4,a,EC_only,nonword,1,parlic,positive,control,no,no,no,yes,1663072,1671093
99,4,a,EC_only,nonword,2,roosle,negative,critical,no,yes,no,no,1672126,1676444
99,4,a,EC_only,nonword,3,tavoo,none,filler,yes,no,no,no,1677478,1680624
99,4,a,EC_only,nonword,4,avouco,negative,critical,yes,no,no,no,1681658,1683690
99,4,a,EC_only,nonword,5,seloom,none,filler,no,yes,no,no,1684723,1688568
99,4,a,EC_only,nonword,6,makan,positive,critical,no,no,no,yes,1689601,1692796
99,4,a,EC_only,nonword,7,altine,positive,critical,no,yes,no,no,1693829,1697508
99,4,a,EC_only,nonword,8,zillie,none,filler,yes,no,no,no,1698540,1702832
99,4,a,EC_only,nonword,9,lobee,positive,critical,yes,no,no,no,1703864,1709687
99,4,a,EC_only,nonword,10,coskie,negative,critical,no,yes,no,no,1710720,1712366
99,4,a,EC_only,nonword,11,hesire,none,filler,no,no,no,yes,1713398,1718312
99,4,a,EC_only,nonword,12,pubio,none,filler,no,no,no,yes,1719344,1722408
99,4,a,EC_only,nonword,13,babit,positive,critical,no,yes,no,no,1723440,1724917
99,4,a,EC_only,nonword,14,trelle,none,filler,no,yes,no,no,1725949,1729529
99,4,a,EC_only,nonword,15,tafta,negative,critical,yes,no,no,no,1730561,1734588
