subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
48,10,a,EC_only,nonword,0,tafta,positive,critical,17,1496099,1503023
48,10,a,EC_only,nonword,1,trelle,positive,control,0,1504055,1506458
48,10,a,EC_only,nonword,2,pubio,positive,critical,14,1507490,1511223
48,10,a,EC_only,nonword,3,seloom,none,filler,0,1512255,1514109
48,10,a,EC_only,nonword,4,altine,positive,critical,19,1515141,1518519
48,10,a,EC_only,nonword,5,naptor,none,filler,19,1519551,1521236
48,10,a,EC_only,nonword,6,babit,none,filler,19,1522268,1526457
48,10,a,EC_only,nonword,7,lobee,none,filler,0,1527490,1530400
48,10,a,EC_only,nonword,8,avouco,positive,critical,0,1531431,1532487
48,10,a,EC_only,nonword,9,parlic,none,filler,15,1533519,1535111
48,10,a,EC_only,nonword,10,coskie,negative,critical,14,1536143,1538979
48,10,a,EC_only,nonword,11,tavoo,negative,critical,19,1540011,1541305
48,10,a,EC_only,nonword,12,hesire,negative,control,1,1542338,1544195
48,10,a,EC_only,nonword,13,roosle,negative,critical,1,1545227,1546328
48,10,a,EC_only,nonword,14,zillie,negative,critical,1,1547360,1548126
48,10,a,EC_only,nonword,15,makan,none,filler,19,1549158,1550803
