subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
22,14,a,EC_subj_obj,nonword,0,roosle,positive,critical,11,2093378,2099669
22,14,a,EC_subj_obj,nonword,1,lobee,positive,control,17,2100701,2103341
22,14,a,EC_subj_obj,nonword,2,zillie,positive,critical,18,2104373,2106798
22,14,a,EC_subj_obj,nonword,3,trelle,positive,critical,7,2107830,2109627
22,14,a,EC_subj_obj,nonword,4,parlic,none,filler,11,2110659,2114050
22,14,a,EC_subj_obj,nonword,5,babit,negative,critical,17,2115082,2116640
22,14,a,EC_subj_obj,nonword,6,naptor,negative,critical,5,2117672,2120080
22,14,a,EC_subj_obj,nonword,7,hesire,positive,critical,4,2121112,2123308
22,14,a,EC_subj_obj,nonword,8,pubio,none,filler,12,2124339,2126680
22,14,a,EC_subj_obj,nonword,9,coskie,negative,critical,6,2127712,2129415
22,14,a,EC_subj_obj,nonword,10,tavoo,negative,critical,4,2130448,2134902
22,14,a,EC_subj_obj,nonword,11,altine,none,filler,13,2135933,2138767
22,14,a,EC_subj_obj,nonword,12,seloom,none,filler,14,2139799,2141972
22,14,a,EC_subj_obj,nonword,13,avouco,none,filler,5,2143003,2144814
22,14,a,EC_subj_obj,nonword,14,tafta,none,filler,12,2145845,2149030
22,14,a,EC_subj_obj,nonword,15,makan,negative,control,7,2150062,2152645
