subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
35,2,a,EC_only,nonword,0,avouco,positive,critical,no,no,no,yes,1591384,1596732
35,2,a,EC_only,nonword,1,roosle,none,filler,no,no,no,yes,1597765,1599591
35,2,a,EC_only,nonword,2,pubio,negative,critical,yes,no,no,no,1600625,1603450
35,2,a,EC_only,nonword,3,seloom,positive,critical,no,no,no,yes,1604482,1605948
35,2,a,EC_only,nonword,4,tafta,positive,control,yes,no,no,no,1606981,1608437
35,2,a,EC_only,nonword,5,altine,none,filler,yes,no,no,no,1609470,1610630
35,2,a,EC_only,nonword,6,babit,none,filler,yes,no,no,no,1611667,1614957
35,2,a,EC_only,nonword,7,makan,negative,control,yes,no,no,no,1615991,1617016
35,2,a,EC_only,nonword,8,coskie,positive,critical,no,no,no,yes,1618049,1619940
35,2,a,EC_only,nonword,9,trelle,negative,critical,no,yes,no,no,1620972,1623385
35,2,a,EC_only,nonword,10,lobee,negative,critical,no,no,no,yes,1624417,1626121
35,2,a,EC_only,nonword,11,tavoo,negative,critical,no,no,no,yes,1627153,1630120
35,2,a,EC_only,nonword,12,parlic,none,filler,yes,no,no,no,1631152,1632648
35,2,a,EC_only,nonword,13,zillie,none,filler,no,no,no,yes,1633680,1635014
35,2,a,EC_only,nonword,14,naptor,positive,critical,no,yes,no,no,1636046,1636882
35,2,a,EC_only,nonword,15,hesire,none,filler,yes,no,no,no,1637920,1640865
