ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	TrialNr	computerName	timeStamp
27	74	3.025000	72.png	positive	153	1	methexp32	2017-07-20_11.15.54.190000
27	100	2.066000	99.png	positive	153	2	methexp32	2017-07-20_11.15.54.190000
27	101	2.178000	67.png	negative	153	3	methexp32	2017-07-20_11.15.54.190000
27	109	2.006000	43.png	negative	153	4	methexp32	2017-07-20_11.15.54.190000
27	1	2.353000	14.png	negative	153	5	methexp32	2017-07-20_11.15.54.190000
27	58	3.157000	50.png	neutral	170	6	methexp32	2017-07-20_11.15.54.190000
27	200	3.356000	02.png	positive	153	7	methexp32	2017-07-20_11.15.54.190000
27	199	2.116000	29.png	neutral	158	8	methexp32	2017-07-20_11.15.54.190000
27	39	2.076000	13.png	positive	153	9	methexp32	2017-07-20_11.15.54.190000
27	117	2.721000	39.png	positive	153	10	methexp32	2017-07-20_11.15.54.190000
27	83	2.360000	98.png	negative	153	11	methexp32	2017-07-20_11.15.54.190000
27	200	2.356000	70.png	negative	153	12	methexp32	2017-07-20_11.15.54.190000
27	162	2.236000	20.png	negative	153	13	methexp32	2017-07-20_11.15.54.190000
27	115	2.037000	16.png	positive	153	14	methexp32	2017-07-20_11.15.54.190000
27	3	2.095000	12.png	positive	153	15	methexp32	2017-07-20_11.15.54.190000
27	177	1.837000	77.png	negative	153	16	methexp32	2017-07-20_11.15.54.190000
27	61	1.646000	68.png	negative	153	17	methexp32	2017-07-20_11.15.54.190000
27	78	1.787000	81.png	positive	153	18	methexp32	2017-07-20_11.15.54.190000
