ParticipantNumber	CS	US	Length	TrialNr	maskTurnsPre	maskTurnsPost	Answer	correctAnswer	computerName	timeStamp
3	72.png	p23.wav	153	1	0	90	29.png	0	methexp32	2017-07-13_10.54.49.940000
3	39.png	n30.wav	153	2	180	270	02.png	0	methexp32	2017-07-13_10.54.49.940000
3	16.png	p36.wav	153	3	180	270	43.png	0	methexp32	2017-07-13_10.54.49.940000
3	16.png	p91.wav	153	4	0	270	02.png	0	methexp32	2017-07-13_10.54.49.940000
3	70.png	n46.wav	153	5	0	90	29.png	0	methexp32	2017-07-13_10.54.49.940000
3	68.png	n30.wav	153	6	270	180	68.png	1	methexp32	2017-07-13_10.54.49.940000
3	77.png	p45.wav	153	7	180	270	16.png	0	methexp32	2017-07-13_10.54.49.940000
3	68.png	n13.wav	153	8	0	270	68.png	1	methexp32	2017-07-13_10.54.49.940000
3	98.png	n13.wav	153	9	180	270	68.png	0	methexp32	2017-07-13_10.54.49.940000
3	98.png	n14.wav	153	10	0	90	68.png	0	methexp32	2017-07-13_10.54.49.940000
3	99.png	p73.wav	153	11	90	180	72.png	0	methexp32	2017-07-13_10.54.49.940000
3	43.png	n50.wav	153	12	0	270	29.png	0	methexp32	2017-07-13_10.54.49.940000
3	14.png	n31.wav	153	13	270	180	68.png	0	methexp32	2017-07-13_10.54.49.940000
3	98.png	n25.wav	153	14	0	180	68.png	0	methexp32	2017-07-13_10.54.49.940000
3	29.png	neu4.wav	170	15	270	180	12.png	0	methexp32	2017-07-13_10.54.49.940000
3	70.png	n11.wav	153	16	180	0	68.png	0	methexp32	2017-07-13_10.54.49.940000
3	70.png	n30.wav	153	17	0	180	29.png	0	methexp32	2017-07-13_10.54.49.940000
3	81.png	p91.wav	153	18	0	270	50.png	0	methexp32	2017-07-13_10.54.49.940000
3	99.png	p52.wav	153	19	180	270	72.png	0	methexp32	2017-07-13_10.54.49.940000
3	20.png	p91.wav	153	20	0	180	16.png	0	methexp32	2017-07-13_10.54.49.940000
3	98.png	n45.wav	153	21	180	270	16.png	0	methexp32	2017-07-13_10.54.49.940000
3	02.png	p23.wav	153	22	90	270	29.png	0	methexp32	2017-07-13_10.54.49.940000
3	50.png	neu2.wav	158	23	0	90	70.png	0	methexp32	2017-07-13_10.54.49.940000
3	98.png	n31.wav	153	24	180	0	68.png	0	methexp32	2017-07-13_10.54.49.940000
3	98.png	n11.wav	153	25	270	90	29.png	0	methexp32	2017-07-13_10.54.49.940000
3	77.png	p22.wav	153	26	0	90	12.png	0	methexp32	2017-07-13_10.54.49.940000
3	72.png	p21.wav	153	27	0	90	72.png	1	methexp32	2017-07-13_10.54.49.940000
3	29.png	neu3.wav	170	28	90	270	29.png	1	methexp32	2017-07-13_10.54.49.940000
3	12.png	n46.wav	153	29	0	90	68.png	0	methexp32	2017-07-13_10.54.49.940000
3	39.png	n14.wav	153	30	180	90	29.png	0	methexp32	2017-07-13_10.54.49.940000
3	43.png	n45.wav	153	31	270	180	68.png	0	methexp32	2017-07-13_10.54.49.940000
3	14.png	n50.wav	153	32	270	90	68.png	0	methexp32	2017-07-13_10.54.49.940000
3	50.png	neu6.wav	158	33	270	90	68.png	0	methexp32	2017-07-13_10.54.49.940000
3	13.png	p23.wav	153	34	0	180	50.png	0	methexp32	2017-07-13_10.54.49.940000
3	72.png	p89.wav	153	35	180	270	72.png	1	methexp32	2017-07-13_10.54.49.940000
3	70.png	n50.wav	153	36	0	180	68.png	0	methexp32	2017-07-13_10.54.49.940000
3	68.png	n11.wav	153	37	0	90	68.png	1	methexp32	2017-07-13_10.54.49.940000
3	12.png	n13.wav	153	38	0	270	29.png	0	methexp32	2017-07-13_10.54.49.940000
3	67.png	n31.wav	153	39	270	0	67.png	1	methexp32	2017-07-13_10.54.49.940000
3	12.png	n50.wav	153	40	270	180	68.png	0	methexp32	2017-07-13_10.54.49.940000
3	98.png	n40.wav	153	41	270	0	29.png	0	methexp32	2017-07-13_10.54.49.940000
3	99.png	p45.wav	153	42	0	270	99.png	1	methexp32	2017-07-13_10.54.49.940000
3	77.png	p36.wav	153	43	180	90	72.png	0	methexp32	2017-07-13_10.54.49.940000
3	68.png	n25.wav	153	44	0	270	68.png	1	methexp32	2017-07-13_10.54.49.940000
3	02.png	p21.wav	153	45	180	0	72.png	0	methexp32	2017-07-13_10.54.49.940000
3	14.png	n25.wav	153	46	180	270	29.png	0	methexp32	2017-07-13_10.54.49.940000
3	77.png	p91.wav	153	47	0	90	12.png	0	methexp32	2017-07-13_10.54.49.940000
3	13.png	p21.wav	153	48	180	90	72.png	0	methexp32	2017-07-13_10.54.49.940000
3	29.png	neu6.wav	170	49	270	90	29.png	1	methexp32	2017-07-13_10.54.49.940000
3	43.png	n14.wav	153	50	270	180	67.png	0	methexp32	2017-07-13_10.54.49.940000
3	20.png	p52.wav	153	51	90	0	72.png	0	methexp32	2017-07-13_10.54.49.940000
3	50.png	neu8.wav	158	52	0	180	68.png	0	methexp32	2017-07-13_10.54.49.940000
3	68.png	n50.wav	153	53	90	0	68.png	1	methexp32	2017-07-13_10.54.49.940000
3	43.png	n31.wav	153	54	180	270	67.png	0	methexp32	2017-07-13_10.54.49.940000
3	39.png	n50.wav	153	55	0	90	98.png	0	methexp32	2017-07-13_10.54.49.940000
3	14.png	n11.wav	153	56	0	90	70.png	0	methexp32	2017-07-13_10.54.49.940000
3	29.png	neu8.wav	170	57	90	0	29.png	1	methexp32	2017-07-13_10.54.49.940000
3	50.png	neu9.wav	158	58	180	90	68.png	0	methexp32	2017-07-13_10.54.49.940000
3	67.png	n46.wav	153	59	0	270	67.png	1	methexp32	2017-07-13_10.54.49.940000
3	16.png	p89.wav	153	60	90	270	16.png	1	methexp32	2017-07-13_10.54.49.940000
3	39.png	n13.wav	153	61	270	90	29.png	0	methexp32	2017-07-13_10.54.49.940000
3	12.png	n11.wav	153	62	270	0	68.png	0	methexp32	2017-07-13_10.54.49.940000
3	77.png	p53.wav	153	63	180	270	12.png	0	methexp32	2017-07-13_10.54.49.940000
3	72.png	p91.wav	153	64	90	0	12.png	0	methexp32	2017-07-13_10.54.49.940000
3	70.png	n13.wav	153	65	0	180	68.png	0	methexp32	2017-07-13_10.54.49.940000
3	99.png	p91.wav	153	66	180	0	29.png	0	methexp32	2017-07-13_10.54.49.940000
3	14.png	n13.wav	153	67	0	270	68.png	0	methexp32	2017-07-13_10.54.49.940000
3	81.png	p52.wav	153	68	90	180	16.png	0	methexp32	2017-07-13_10.54.49.940000
3	16.png	p53.wav	153	69	0	180	12.png	0	methexp32	2017-07-13_10.54.49.940000
3	81.png	p23.wav	153	70	270	90	70.png	0	methexp32	2017-07-13_10.54.49.940000
3	77.png	p23.wav	153	71	270	90	70.png	0	methexp32	2017-07-13_10.54.49.940000
3	68.png	n40.wav	153	72	90	270	68.png	1	methexp32	2017-07-13_10.54.49.940000
3	29.png	neu2.wav	170	73	270	180	29.png	1	methexp32	2017-07-13_10.54.49.940000
3	39.png	n46.wav	153	74	0	270	67.png	0	methexp32	2017-07-13_10.54.49.940000
3	81.png	p21.wav	153	75	270	180	16.png	0	methexp32	2017-07-13_10.54.49.940000
3	67.png	n50.wav	153	76	270	0	67.png	1	methexp32	2017-07-13_10.54.49.940000
3	12.png	n31.wav	153	77	270	0	20.png	0	methexp32	2017-07-13_10.54.49.940000
3	02.png	p73.wav	153	78	270	90	77.png	0	methexp32	2017-07-13_10.54.49.940000
3	67.png	n25.wav	153	79	180	270	67.png	1	methexp32	2017-07-13_10.54.49.940000
3	20.png	p36.wav	153	80	0	270	12.png	0	methexp32	2017-07-13_10.54.49.940000
3	50.png	neu7.wav	158	81	0	90	70.png	0	methexp32	2017-07-13_10.54.49.940000
3	02.png	p53.wav	153	82	0	90	12.png	0	methexp32	2017-07-13_10.54.49.940000
3	98.png	n50.wav	153	83	180	90	14.png	0	methexp32	2017-07-13_10.54.49.940000
3	68.png	n31.wav	153	84	0	270	68.png	1	methexp32	2017-07-13_10.54.49.940000
3	43.png	n25.wav	153	85	90	180	67.png	0	methexp32	2017-07-13_10.54.49.940000
3	02.png	p45.wav	153	86	270	90	72.png	0	methexp32	2017-07-13_10.54.49.940000
3	81.png	p22.wav	153	87	270	180	16.png	0	methexp32	2017-07-13_10.54.49.940000
3	50.png	neu4.wav	158	88	90	270	68.png	0	methexp32	2017-07-13_10.54.49.940000
3	13.png	p53.wav	153	89	90	0	16.png	0	methexp32	2017-07-13_10.54.49.940000
3	67.png	n40.wav	153	90	270	90	67.png	1	methexp32	2017-07-13_10.54.49.940000
3	70.png	n25.wav	153	91	270	90	67.png	0	methexp32	2017-07-13_10.54.49.940000
3	29.png	neu1.wav	170	92	180	90	29.png	1	methexp32	2017-07-13_10.54.49.940000
3	50.png	neu1.wav	158	93	90	180	68.png	0	methexp32	2017-07-13_10.54.49.940000
3	39.png	n40.wav	153	94	0	90	39.png	1	methexp32	2017-07-13_10.54.49.940000
3	43.png	n11.wav	153	95	180	0	12.png	0	methexp32	2017-07-13_10.54.49.940000
3	50.png	neu10.wav	158	96	270	180	50.png	1	methexp32	2017-07-13_10.54.49.940000
3	14.png	n46.wav	153	97	0	90	99.png	0	methexp32	2017-07-13_10.54.49.940000
3	14.png	n45.wav	153	98	180	90	98.png	0	methexp32	2017-07-13_10.54.49.940000
3	43.png	n46.wav	153	99	90	270	67.png	0	methexp32	2017-07-13_10.54.49.940000
3	43.png	n40.wav	153	100	180	0	67.png	0	methexp32	2017-07-13_10.54.49.940000
3	43.png	n30.wav	153	101	270	180	70.png	0	methexp32	2017-07-13_10.54.49.940000
3	77.png	p89.wav	153	102	180	90	16.png	0	methexp32	2017-07-13_10.54.49.940000
3	16.png	p73.wav	153	103	270	0	16.png	1	methexp32	2017-07-13_10.54.49.940000
3	70.png	n31.wav	153	104	270	180	70.png	1	methexp32	2017-07-13_10.54.49.940000
3	68.png	n46.wav	153	105	270	0	68.png	1	methexp32	2017-07-13_10.54.49.940000
3	98.png	n30.wav	153	106	270	0	98.png	1	methexp32	2017-07-13_10.54.49.940000
3	20.png	p89.wav	153	107	270	0	16.png	0	methexp32	2017-07-13_10.54.49.940000
3	29.png	neu10.wav	170	108	0	90	29.png	1	methexp32	2017-07-13_10.54.49.940000
3	13.png	p45.wav	153	109	180	270	13.png	1	methexp32	2017-07-13_10.54.49.940000
3	39.png	n11.wav	153	110	270	180	39.png	1	methexp32	2017-07-13_10.54.49.940000
3	12.png	n25.wav	153	111	270	0	12.png	1	methexp32	2017-07-13_10.54.49.940000
3	72.png	p36.wav	153	112	0	270	72.png	1	methexp32	2017-07-13_10.54.49.940000
3	99.png	p53.wav	153	113	90	270	72.png	0	methexp32	2017-07-13_10.54.49.940000
3	81.png	p73.wav	153	114	270	90	68.png	0	methexp32	2017-07-13_10.54.49.940000
3	12.png	n14.wav	153	115	90	270	67.png	0	methexp32	2017-07-13_10.54.49.940000
3	70.png	n40.wav	153	116	270	90	67.png	0	methexp32	2017-07-13_10.54.49.940000
3	70.png	n14.wav	153	117	0	270	68.png	0	methexp32	2017-07-13_10.54.49.940000
3	13.png	p89.wav	153	118	270	180	16.png	0	methexp32	2017-07-13_10.54.49.940000
3	43.png	n13.wav	153	119	90	180	77.png	0	methexp32	2017-07-13_10.54.49.940000
3	72.png	p73.wav	153	120	180	90	16.png	0	methexp32	2017-07-13_10.54.49.940000
3	20.png	p23.wav	153	121	0	90	20.png	1	methexp32	2017-07-13_10.54.49.940000
3	02.png	p89.wav	153	122	180	270	50.png	0	methexp32	2017-07-13_10.54.49.940000
3	77.png	p21.wav	153	123	180	270	72.png	0	methexp32	2017-07-13_10.54.49.940000
