US	CS	Time	PCName	timeStamp
n31.wav	14.png	153	methexp32	2017-07-20_11.29.13.340000
p53.wav	12.png	153	methexp32	2017-07-20_11.29.13.340000
p22.wav	70.png	153	methexp32	2017-07-20_11.29.13.340000
p36.wav	39.png	153	methexp32	2017-07-20_11.29.13.340000
neu6.wav	29.png	170	methexp32	2017-07-20_11.29.13.340000
n25.wav	67.png	153	methexp32	2017-07-20_11.29.13.340000
n40.wav	67.png	153	methexp32	2017-07-20_11.29.13.340000
n45.wav	99.png	153	methexp32	2017-07-20_11.29.13.340000
p22.wav	77.png	153	methexp32	2017-07-20_11.29.13.340000
n31.wav	67.png	153	methexp32	2017-07-20_11.29.13.340000
n40.wav	43.png	153	methexp32	2017-07-20_11.29.13.340000
n46.wav	72.png	153	methexp32	2017-07-20_11.29.13.340000
n30.wav	20.png	153	methexp32	2017-07-20_11.29.13.340000
p91.wav	12.png	153	methexp32	2017-07-20_11.29.13.340000
p89.wav	16.png	153	methexp32	2017-07-20_11.29.13.340000
neu3.wav	50.png	158	methexp32	2017-07-20_11.29.13.340000
n14.wav	68.png	153	methexp32	2017-07-20_11.29.13.340000
n11.wav	72.png	153	methexp32	2017-07-20_11.29.13.340000
n11.wav	67.png	153	methexp32	2017-07-20_11.29.13.340000
n14.wav	20.png	153	methexp32	2017-07-20_11.29.13.340000
p73.wav	77.png	153	methexp32	2017-07-20_11.29.13.340000
p91.wav	16.png	153	methexp32	2017-07-20_11.29.13.340000
p21.wav	16.png	153	methexp32	2017-07-20_11.29.13.340000
p73.wav	16.png	153	methexp32	2017-07-20_11.29.13.340000
n11.wav	81.png	153	methexp32	2017-07-20_11.29.13.340000
n13.wav	14.png	153	methexp32	2017-07-20_11.29.13.340000
p73.wav	12.png	153	methexp32	2017-07-20_11.29.13.340000
p23.wav	13.png	153	methexp32	2017-07-20_11.29.13.340000
p22.wav	16.png	153	methexp32	2017-07-20_11.29.13.340000
n11.wav	43.png	153	methexp32	2017-07-20_11.29.13.340000
p36.wav	02.png	153	methexp32	2017-07-20_11.29.13.340000
p23.wav	12.png	153	methexp32	2017-07-20_11.29.13.340000
neu7.wav	29.png	170	methexp32	2017-07-20_11.29.13.340000
p21.wav	77.png	153	methexp32	2017-07-20_11.29.13.340000
p22.wav	39.png	153	methexp32	2017-07-20_11.29.13.340000
p73.wav	02.png	153	methexp32	2017-07-20_11.29.13.340000
p36.wav	12.png	153	methexp32	2017-07-20_11.29.13.340000
n25.wav	72.png	153	methexp32	2017-07-20_11.29.13.340000
n13.wav	81.png	153	methexp32	2017-07-20_11.29.13.340000
n25.wav	99.png	153	methexp32	2017-07-20_11.29.13.340000
p45.wav	98.png	153	methexp32	2017-07-20_11.29.13.340000
n11.wav	20.png	153	methexp32	2017-07-20_11.29.13.340000
p23.wav	39.png	153	methexp32	2017-07-20_11.29.13.340000
n25.wav	14.png	153	methexp32	2017-07-20_11.29.13.340000
neu3.wav	29.png	170	methexp32	2017-07-20_11.29.13.340000
p52.wav	77.png	153	methexp32	2017-07-20_11.29.13.340000
n45.wav	67.png	153	methexp32	2017-07-20_11.29.13.340000
p21.wav	39.png	153	methexp32	2017-07-20_11.29.13.340000
n30.wav	81.png	153	methexp32	2017-07-20_11.29.13.340000
p53.wav	16.png	153	methexp32	2017-07-20_11.29.13.340000
n46.wav	14.png	153	methexp32	2017-07-20_11.29.13.340000
p22.wav	98.png	153	methexp32	2017-07-20_11.29.13.340000
p52.wav	16.png	153	methexp32	2017-07-20_11.29.13.340000
neu9.wav	29.png	170	methexp32	2017-07-20_11.29.13.340000
n40.wav	68.png	153	methexp32	2017-07-20_11.29.13.340000
neu8.wav	50.png	158	methexp32	2017-07-20_11.29.13.340000
n30.wav	67.png	153	methexp32	2017-07-20_11.29.13.340000
p22.wav	13.png	153	methexp32	2017-07-20_11.29.13.340000
neu1.wav	50.png	158	methexp32	2017-07-20_11.29.13.340000
n30.wav	14.png	153	methexp32	2017-07-20_11.29.13.340000
n31.wav	72.png	153	methexp32	2017-07-20_11.29.13.340000
p91.wav	13.png	153	methexp32	2017-07-20_11.29.13.340000
p36.wav	98.png	153	methexp32	2017-07-20_11.29.13.340000
p21.wav	13.png	153	methexp32	2017-07-20_11.29.13.340000
p52.wav	02.png	153	methexp32	2017-07-20_11.29.13.340000
neu4.wav	29.png	170	methexp32	2017-07-20_11.29.13.340000
