ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	TrialNr	computerName	timeStamp
29	159	3.587000	99.png	negative	153	1	methexp32	2017-07-20_11.28.22.722000
29	131	2.687000	12.png	positive	153	2	methexp32	2017-07-20_11.28.22.722000
29	37	1.977000	14.png	positive	153	3	methexp32	2017-07-20_11.28.22.722000
29	72	2.207000	50.png	neutral	170	4	methexp32	2017-07-20_11.28.22.722000
29	120	2.010000	98.png	positive	153	5	methexp32	2017-07-20_11.28.22.722000
29	140	3.054000	77.png	negative	153	6	methexp32	2017-07-20_11.28.22.722000
29	59	1.957000	81.png	negative	153	7	methexp32	2017-07-20_11.28.22.722000
29	134	2.168000	67.png	positive	153	8	methexp32	2017-07-20_11.28.22.722000
29	140	1.947000	72.png	negative	153	9	methexp32	2017-07-20_11.28.22.722000
29	114	2.006000	02.png	positive	153	10	methexp32	2017-07-20_11.28.22.722000
29	79	2.077000	70.png	negative	153	11	methexp32	2017-07-20_11.28.22.722000
29	116	1.827000	16.png	negative	153	12	methexp32	2017-07-20_11.28.22.722000
29	60	1.797000	68.png	positive	153	13	methexp32	2017-07-20_11.28.22.722000
29	130	2.857000	20.png	negative	153	14	methexp32	2017-07-20_11.28.22.722000
29	131	1.966000	13.png	positive	153	15	methexp32	2017-07-20_11.28.22.722000
29	150	2.651000	39.png	positive	153	16	methexp32	2017-07-20_11.28.22.722000
29	167	2.065000	29.png	neutral	158	17	methexp32	2017-07-20_11.28.22.722000
29	121	2.207000	43.png	negative	153	18	methexp32	2017-07-20_11.28.22.722000
