ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	TrialNr	computerName	timeStamp
12	100	3.013000	20.png	positive	153	1	methexp32	2017-07-17_12.35.50.525000
12	118	1.592000	39.png	positive	153	2	methexp32	2017-07-17_12.35.50.525000
12	103	1.337000	12.png	negative	153	3	methexp32	2017-07-17_12.35.50.525000
12	113	1.707000	50.png	neutral	170	4	methexp32	2017-07-17_12.35.50.525000
12	96	1.087000	13.png	negative	153	5	methexp32	2017-07-17_12.35.50.525000
12	145	1.167000	77.png	negative	153	6	methexp32	2017-07-17_12.35.50.525000
12	168	1.528000	14.png	positive	153	7	methexp32	2017-07-17_12.35.50.525000
12	91	1.687000	16.png	negative	153	8	methexp32	2017-07-17_12.35.50.525000
12	106	1.331000	98.png	positive	153	9	methexp32	2017-07-17_12.35.50.525000
12	124	1.376000	67.png	positive	153	10	methexp32	2017-07-17_12.35.50.525000
12	87	1.027000	72.png	positive	153	11	methexp32	2017-07-17_12.35.50.525000
12	118	1.036000	43.png	negative	153	12	methexp32	2017-07-17_12.35.50.525000
12	101	1.647000	99.png	negative	153	13	methexp32	2017-07-17_12.35.50.525000
12	101	1.436000	68.png	positive	153	14	methexp32	2017-07-17_12.35.50.525000
12	104	0.935000	70.png	positive	153	15	methexp32	2017-07-17_12.35.50.525000
12	96	1.135000	29.png	neutral	158	16	methexp32	2017-07-17_12.35.50.525000
12	103	0.817000	81.png	negative	153	17	methexp32	2017-07-17_12.35.50.525000
12	100	1.116000	02.png	negative	153	18	methexp32	2017-07-17_12.35.50.525000
