ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	TrialNr	computerName	timeStamp
19	80	3.593000	81.png	positive	153	1	methexp32	2017-07-19_09.26.27.292000
19	170	2.767000	99.png	negative	153	2	methexp32	2017-07-19_09.26.27.292000
19	199	1.977000	50.png	neutral	170	3	methexp32	2017-07-19_09.26.27.292000
19	0	2.737000	20.png	positive	153	4	methexp32	2017-07-19_09.26.27.292000
19	14	2.137000	77.png	negative	153	5	methexp32	2017-07-19_09.26.27.292000
19	102	1.367000	72.png	positive	153	6	methexp32	2017-07-19_09.26.27.292000
19	104	1.506000	02.png	positive	153	7	methexp32	2017-07-19_09.26.27.292000
19	49	2.257000	68.png	negative	153	8	methexp32	2017-07-19_09.26.27.292000
19	37	1.886000	43.png	negative	153	9	methexp32	2017-07-19_09.26.27.292000
19	166	1.737000	67.png	negative	153	10	methexp32	2017-07-19_09.26.27.292000
19	95	1.445000	29.png	neutral	158	11	methexp32	2017-07-19_09.26.27.292000
19	196	1.910000	39.png	negative	153	12	methexp32	2017-07-19_09.26.27.292000
19	189	1.816000	14.png	positive	153	13	methexp32	2017-07-19_09.26.27.292000
19	147	2.687000	13.png	positive	153	14	methexp32	2017-07-19_09.26.27.292000
19	200	2.006000	12.png	negative	153	15	methexp32	2017-07-19_09.26.27.292000
19	147	1.766000	70.png	positive	153	16	methexp32	2017-07-19_09.26.27.292000
19	100	3.416000	16.png	negative	153	17	methexp32	2017-07-19_09.26.27.292000
19	168	1.721000	98.png	positive	153	18	methexp32	2017-07-19_09.26.27.292000
