US	CS	Time	PCName	timeStamp
n45.wav	98.png	153	methexp32	2017-07-19_13.00.02.530000
neu4.wav	29.png	158	methexp32	2017-07-19_13.00.02.530000
n14.wav	14.png	153	methexp32	2017-07-19_13.00.02.530000
p21.wav	02.png	153	methexp32	2017-07-19_13.00.02.530000
p21.wav	81.png	153	methexp32	2017-07-19_13.00.02.530000
n30.wav	14.png	153	methexp32	2017-07-19_13.00.02.530000
p52.wav	67.png	153	methexp32	2017-07-19_13.00.02.530000
p22.wav	16.png	153	methexp32	2017-07-19_13.00.02.530000
n31.wav	99.png	153	methexp32	2017-07-19_13.00.02.530000
neu8.wav	50.png	170	methexp32	2017-07-19_13.00.02.530000
n50.wav	99.png	153	methexp32	2017-07-19_13.00.02.530000
n31.wav	14.png	153	methexp32	2017-07-19_13.00.02.530000
neu10.wav	29.png	158	methexp32	2017-07-19_13.00.02.530000
n25.wav	39.png	153	methexp32	2017-07-19_13.00.02.530000
n46.wav	98.png	153	methexp32	2017-07-19_13.00.02.530000
n13.wav	39.png	153	methexp32	2017-07-19_13.00.02.530000
n30.wav	99.png	153	methexp32	2017-07-19_13.00.02.530000
n46.wav	39.png	153	methexp32	2017-07-19_13.00.02.530000
p45.wav	81.png	153	methexp32	2017-07-19_13.00.02.530000
n11.wav	14.png	153	methexp32	2017-07-19_13.00.02.530000
n14.wav	72.png	153	methexp32	2017-07-19_13.00.02.530000
p53.wav	67.png	153	methexp32	2017-07-19_13.00.02.530000
p36.wav	81.png	153	methexp32	2017-07-19_13.00.02.530000
p21.wav	68.png	153	methexp32	2017-07-19_13.00.02.530000
p89.wav	68.png	153	methexp32	2017-07-19_13.00.02.530000
p22.wav	67.png	153	methexp32	2017-07-19_13.00.02.530000
n50.wav	98.png	153	methexp32	2017-07-19_13.00.02.530000
n25.wav	72.png	153	methexp32	2017-07-19_13.00.02.530000
p73.wav	43.png	153	methexp32	2017-07-19_13.00.02.530000
neu7.wav	50.png	170	methexp32	2017-07-19_13.00.02.530000
p36.wav	68.png	153	methexp32	2017-07-19_13.00.02.530000
p73.wav	70.png	153	methexp32	2017-07-19_13.00.02.530000
neu9.wav	50.png	170	methexp32	2017-07-19_13.00.02.530000
p91.wav	02.png	153	methexp32	2017-07-19_13.00.02.530000
p73.wav	68.png	153	methexp32	2017-07-19_13.00.02.530000
p52.wav	02.png	153	methexp32	2017-07-19_13.00.02.530000
n31.wav	12.png	153	methexp32	2017-07-19_13.00.02.530000
n14.wav	77.png	153	methexp32	2017-07-19_13.00.02.530000
p21.wav	13.png	153	methexp32	2017-07-19_13.00.02.530000
p89.wav	81.png	153	methexp32	2017-07-19_13.00.02.530000
neu2.wav	50.png	170	methexp32	2017-07-19_13.00.02.530000
p52.wav	13.png	153	methexp32	2017-07-19_13.00.02.530000
p45.wav	68.png	153	methexp32	2017-07-19_13.00.02.530000
p52.wav	43.png	153	methexp32	2017-07-19_13.00.02.530000
p73.wav	02.png	153	methexp32	2017-07-19_13.00.02.530000
p52.wav	70.png	153	methexp32	2017-07-19_13.00.02.530000
p36.wav	43.png	153	methexp32	2017-07-19_13.00.02.530000
neu1.wav	50.png	170	methexp32	2017-07-19_13.00.02.530000
n45.wav	72.png	153	methexp32	2017-07-19_13.00.02.530000
p91.wav	81.png	153	methexp32	2017-07-19_13.00.02.530000
p23.wav	70.png	153	methexp32	2017-07-19_13.00.02.530000
n50.wav	14.png	153	methexp32	2017-07-19_13.00.02.530000
n50.wav	72.png	153	methexp32	2017-07-19_13.00.02.530000
p36.wav	67.png	153	methexp32	2017-07-19_13.00.02.530000
n11.wav	72.png	153	methexp32	2017-07-19_13.00.02.530000
neu10.wav	50.png	170	methexp32	2017-07-19_13.00.02.530000
n50.wav	20.png	153	methexp32	2017-07-19_13.00.02.530000
n30.wav	39.png	153	methexp32	2017-07-19_13.00.02.530000
n30.wav	12.png	153	methexp32	2017-07-19_13.00.02.530000
neu5.wav	50.png	170	methexp32	2017-07-19_13.00.02.530000
p21.wav	16.png	153	methexp32	2017-07-19_13.00.02.530000
p91.wav	68.png	153	methexp32	2017-07-19_13.00.02.530000
n40.wav	77.png	153	methexp32	2017-07-19_13.00.02.530000
p89.wav	16.png	153	methexp32	2017-07-19_13.00.02.530000
p45.wav	67.png	153	methexp32	2017-07-19_13.00.02.530000
p91.wav	43.png	153	methexp32	2017-07-19_13.00.02.530000
p91.wav	67.png	153	methexp32	2017-07-19_13.00.02.530000
neu8.wav	29.png	158	methexp32	2017-07-19_13.00.02.530000
n31.wav	39.png	153	methexp32	2017-07-19_13.00.02.530000
p52.wav	16.png	153	methexp32	2017-07-19_13.00.02.530000
p36.wav	02.png	153	methexp32	2017-07-19_13.00.02.530000
p45.wav	70.png	153	methexp32	2017-07-19_13.00.02.530000
n14.wav	20.png	153	methexp32	2017-07-19_13.00.02.530000
n13.wav	99.png	153	methexp32	2017-07-19_13.00.02.530000
p89.wav	13.png	153	methexp32	2017-07-19_13.00.02.530000
neu3.wav	50.png	170	methexp32	2017-07-19_13.00.02.530000
n45.wav	77.png	153	methexp32	2017-07-19_13.00.02.530000
n13.wav	72.png	153	methexp32	2017-07-19_13.00.02.530000
p23.wav	81.png	153	methexp32	2017-07-19_13.00.02.530000
n30.wav	98.png	153	methexp32	2017-07-19_13.00.02.530000
n25.wav	20.png	153	methexp32	2017-07-19_13.00.02.530000
p53.wav	13.png	153	methexp32	2017-07-19_13.00.02.530000
p53.wav	81.png	153	methexp32	2017-07-19_13.00.02.530000
p53.wav	70.png	153	methexp32	2017-07-19_13.00.02.530000
n25.wav	99.png	153	methexp32	2017-07-19_13.00.02.530000
p23.wav	43.png	153	methexp32	2017-07-19_13.00.02.530000
n40.wav	72.png	153	methexp32	2017-07-19_13.00.02.530000
p23.wav	67.png	153	methexp32	2017-07-19_13.00.02.530000
p45.wav	02.png	153	methexp32	2017-07-19_13.00.02.530000
p73.wav	13.png	153	methexp32	2017-07-19_13.00.02.530000
p22.wav	13.png	153	methexp32	2017-07-19_13.00.02.530000
n14.wav	99.png	153	methexp32	2017-07-19_13.00.02.530000
neu5.wav	29.png	158	methexp32	2017-07-19_13.00.02.530000
p73.wav	16.png	153	methexp32	2017-07-19_13.00.02.530000
n25.wav	14.png	153	methexp32	2017-07-19_13.00.02.530000
n50.wav	12.png	153	methexp32	2017-07-19_13.00.02.530000
n11.wav	12.png	153	methexp32	2017-07-19_13.00.02.530000
n31.wav	77.png	153	methexp32	2017-07-19_13.00.02.530000
neu1.wav	29.png	158	methexp32	2017-07-19_13.00.02.530000
p23.wav	02.png	153	methexp32	2017-07-19_13.00.02.530000
n46.wav	20.png	153	methexp32	2017-07-19_13.00.02.530000
p53.wav	02.png	153	methexp32	2017-07-19_13.00.02.530000
n14.wav	12.png	153	methexp32	2017-07-19_13.00.02.530000
p23.wav	13.png	153	methexp32	2017-07-19_13.00.02.530000
p22.wav	02.png	153	methexp32	2017-07-19_13.00.02.530000
n50.wav	39.png	153	methexp32	2017-07-19_13.00.02.530000
n45.wav	99.png	153	methexp32	2017-07-19_13.00.02.530000
n45.wav	39.png	153	methexp32	2017-07-19_13.00.02.530000
n40.wav	20.png	153	methexp32	2017-07-19_13.00.02.530000
n13.wav	98.png	153	methexp32	2017-07-19_13.00.02.530000
p91.wav	13.png	153	methexp32	2017-07-19_13.00.02.530000
