US	CS	Time	PCName	timeStamp
n45.wav	12.png	153	methexp32	2017-07-13_17.28.19.570000
p53.wav	43.png	153	methexp32	2017-07-13_17.28.19.570000
p53.wav	13.png	153	methexp32	2017-07-13_17.28.19.570000
n14.wav	98.png	153	methexp32	2017-07-13_17.28.19.570000
n31.wav	12.png	153	methexp32	2017-07-13_17.28.19.570000
n30.wav	68.png	153	methexp32	2017-07-13_17.28.19.570000
n40.wav	98.png	153	methexp32	2017-07-13_17.28.19.570000
n30.wav	72.png	153	methexp32	2017-07-13_17.28.19.570000
n30.wav	77.png	153	methexp32	2017-07-13_17.28.19.570000
n11.wav	02.png	153	methexp32	2017-07-13_17.28.19.570000
p91.wav	67.png	153	methexp32	2017-07-13_17.28.19.570000
p73.wav	13.png	153	methexp32	2017-07-13_17.28.19.570000
p53.wav	99.png	153	methexp32	2017-07-13_17.28.19.570000
p73.wav	43.png	153	methexp32	2017-07-13_17.28.19.570000
n45.wav	77.png	153	methexp32	2017-07-13_17.28.19.570000
neu5.wav	29.png	158	methexp32	2017-07-13_17.28.19.570000
neu4.wav	50.png	170	methexp32	2017-07-13_17.28.19.570000
p22.wav	67.png	153	methexp32	2017-07-13_17.28.19.570000
p23.wav	99.png	153	methexp32	2017-07-13_17.28.19.570000
p73.wav	99.png	153	methexp32	2017-07-13_17.28.19.570000
p53.wav	14.png	153	methexp32	2017-07-13_17.28.19.570000
neu10.wav	29.png	158	methexp32	2017-07-13_17.28.19.570000
n14.wav	16.png	153	methexp32	2017-07-13_17.28.19.570000
n13.wav	16.png	153	methexp32	2017-07-13_17.28.19.570000
p52.wav	70.png	153	methexp32	2017-07-13_17.28.19.570000
p89.wav	39.png	153	methexp32	2017-07-13_17.28.19.570000
n45.wav	16.png	153	methexp32	2017-07-13_17.28.19.570000
p36.wav	67.png	153	methexp32	2017-07-13_17.28.19.570000
p53.wav	39.png	153	methexp32	2017-07-13_17.28.19.570000
p22.wav	99.png	153	methexp32	2017-07-13_17.28.19.570000
n46.wav	81.png	153	methexp32	2017-07-13_17.28.19.570000
n50.wav	16.png	153	methexp32	2017-07-13_17.28.19.570000
n31.wav	72.png	153	methexp32	2017-07-13_17.28.19.570000
n50.wav	72.png	153	methexp32	2017-07-13_17.28.19.570000
p89.wav	43.png	153	methexp32	2017-07-13_17.28.19.570000
