ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	TrialNr	computerName	timeStamp
1	139	5.050000	68.png	positive	153	1	methexp32	2017-07-12_13.00.34.364000
1	139	2.511000	39.png	negative	153	2	methexp32	2017-07-12_13.00.34.364000
1	110	2.366000	12.png	negative	153	3	methexp32	2017-07-12_13.00.34.364000
1	146	2.921000	98.png	negative	153	4	methexp32	2017-07-12_13.00.34.364000
1	60	2.334000	02.png	negative	153	5	methexp32	2017-07-12_13.00.34.364000
1	88	2.307000	13.png	positive	153	6	methexp32	2017-07-12_13.00.34.364000
1	139	2.118000	67.png	positive	153	7	methexp32	2017-07-12_13.00.34.364000
1	144	2.416000	50.png	neutral	158	8	methexp32	2017-07-12_13.00.34.364000
1	166	2.327000	70.png	negative	153	9	methexp32	2017-07-12_13.00.34.364000
1	58	3.217000	43.png	positive	153	10	methexp32	2017-07-12_13.00.34.364000
1	147	2.226000	29.png	neutral	170	11	methexp32	2017-07-12_13.00.34.364000
1	138	3.837000	14.png	negative	153	12	methexp32	2017-07-12_13.00.34.364000
1	153	1.677000	81.png	positive	153	13	methexp32	2017-07-12_13.00.34.364000
1	160	2.206000	77.png	positive	153	14	methexp32	2017-07-12_13.00.34.364000
1	135	3.885000	16.png	negative	153	15	methexp32	2017-07-12_13.00.34.364000
1	54	2.246000	20.png	positive	153	16	methexp32	2017-07-12_13.00.34.364000
1	48	2.756000	99.png	positive	153	17	methexp32	2017-07-12_13.00.34.364000
1	123	3.346000	72.png	negative	153	18	methexp32	2017-07-12_13.00.34.364000
