ParticipantNumber	CS	US	Length	TrialNr	maskTurnsPre	maskTurnsPost	Answer	correctAnswer	computerName	timeStamp
20	13.png	p91.wav	153	1	90	270	13.png	1	methexp32	2017-07-19_10.40.08.775000
20	99.png	n40.wav	153	2	270	0	99.png	1	methexp32	2017-07-19_10.40.08.775000
20	70.png	n40.wav	153	3	270	180	14.png	0	methexp32	2017-07-19_10.40.08.775000
20	77.png	n45.wav	153	4	0	180	43.png	0	methexp32	2017-07-19_10.40.08.775000
20	99.png	n30.wav	153	5	90	270	12.png	0	methexp32	2017-07-19_10.40.08.775000
20	29.png	neu2.wav	170	6	270	180	29.png	1	methexp32	2017-07-19_10.40.08.775000
20	50.png	neu5.wav	158	7	0	90	16.png	0	methexp32	2017-07-19_10.40.08.775000
20	20.png	p52.wav	153	8	180	90	16.png	0	methexp32	2017-07-19_10.40.08.775000
20	70.png	n11.wav	153	9	90	0	72.png	0	methexp32	2017-07-19_10.40.08.775000
20	81.png	n13.wav	153	10	90	180	81.png	1	methexp32	2017-07-19_10.40.08.775000
20	16.png	p23.wav	153	11	0	90	68.png	0	methexp32	2017-07-19_10.40.08.775000
20	98.png	p36.wav	153	12	90	270	98.png	1	methexp32	2017-07-19_10.40.08.775000
20	70.png	n30.wav	153	13	180	90	77.png	0	methexp32	2017-07-19_10.40.08.775000
20	29.png	neu6.wav	170	14	0	90	29.png	1	methexp32	2017-07-19_10.40.08.775000
20	81.png	n46.wav	153	15	270	180	81.png	1	methexp32	2017-07-19_10.40.08.775000
20	13.png	p73.wav	153	16	0	180	77.png	0	methexp32	2017-07-19_10.40.08.775000
20	43.png	p36.wav	153	17	270	180	39.png	0	methexp32	2017-07-19_10.40.08.775000
20	39.png	n30.wav	153	18	90	270	39.png	1	methexp32	2017-07-19_10.40.08.775000
20	29.png	neu10.wav	170	19	90	0	29.png	1	methexp32	2017-07-19_10.40.08.775000
20	39.png	n11.wav	153	20	180	0	81.png	0	methexp32	2017-07-19_10.40.08.775000
20	12.png	p91.wav	153	21	90	0	81.png	0	methexp32	2017-07-19_10.40.08.775000
20	72.png	p23.wav	153	22	0	180	70.png	0	methexp32	2017-07-19_10.40.08.775000
20	70.png	n31.wav	153	23	0	270	77.png	0	methexp32	2017-07-19_10.40.08.775000
20	81.png	n45.wav	153	24	180	90	13.png	0	methexp32	2017-07-19_10.40.08.775000
