ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	TrialNr	computerName	timeStamp
20	65	6.969000	02.png	negative	153	1	methexp32	2017-07-19_10.40.08.775000
20	128	6.215000	77.png	negative	153	2	methexp32	2017-07-19_10.40.08.775000
20	138	3.216000	13.png	positive	153	3	methexp32	2017-07-19_10.40.08.775000
20	83	3.836000	72.png	positive	153	4	methexp32	2017-07-19_10.40.08.775000
20	127	3.247000	16.png	positive	153	5	methexp32	2017-07-19_10.40.08.775000
20	150	3.216000	29.png	neutral	170	6	methexp32	2017-07-19_10.40.08.775000
20	130	2.716000	20.png	positive	153	7	methexp32	2017-07-19_10.40.08.775000
20	75	3.436000	50.png	neutral	158	8	methexp32	2017-07-19_10.40.08.775000
20	120	4.955000	67.png	negative	153	9	methexp32	2017-07-19_10.40.08.775000
20	59	2.936000	99.png	negative	153	10	methexp32	2017-07-19_10.40.08.775000
20	87	2.819000	98.png	positive	153	11	methexp32	2017-07-19_10.40.08.775000
20	145	2.277000	81.png	negative	153	12	methexp32	2017-07-19_10.40.08.775000
20	132	3.341000	39.png	negative	153	13	methexp32	2017-07-19_10.40.08.775000
20	104	3.205000	43.png	positive	153	14	methexp32	2017-07-19_10.40.08.775000
20	93	2.296000	68.png	negative	153	15	methexp32	2017-07-19_10.40.08.775000
20	63	2.806000	14.png	positive	153	16	methexp32	2017-07-19_10.40.08.775000
20	20	2.126000	12.png	positive	153	17	methexp32	2017-07-19_10.40.08.775000
20	113	2.316000	70.png	negative	153	18	methexp32	2017-07-19_10.40.08.775000
