ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	TrialNr	computerName	timeStamp
10	131	17.511000	16.png	negative	153	1	methexp32	2017-07-14_10.45.39.513000
10	199	2.886000	72.png	negative	153	2	methexp32	2017-07-14_10.45.39.513000
10	99	3.277000	12.png	positive	153	3	methexp32	2017-07-14_10.45.39.513000
10	58	6.146000	68.png	positive	153	4	methexp32	2017-07-14_10.45.39.513000
10	59	3.635000	14.png	positive	153	5	methexp32	2017-07-14_10.45.39.513000
10	32	4.066000	20.png	negative	153	6	methexp32	2017-07-14_10.45.39.513000
10	42	2.710000	98.png	positive	153	7	methexp32	2017-07-14_10.45.39.513000
10	41	3.426000	99.png	negative	153	8	methexp32	2017-07-14_10.45.39.513000
10	34	2.927000	77.png	positive	153	9	methexp32	2017-07-14_10.45.39.513000
10	92	8.525000	29.png	neutral	170	10	methexp32	2017-07-14_10.45.39.513000
10	61	2.245000	70.png	negative	153	11	methexp32	2017-07-14_10.45.39.513000
10	31	3.841000	39.png	positive	153	12	methexp32	2017-07-14_10.45.39.513000
10	31	2.037000	81.png	positive	153	13	methexp32	2017-07-14_10.45.39.513000
10	114	4.726000	13.png	negative	153	14	methexp32	2017-07-14_10.45.39.513000
10	3	3.687000	67.png	negative	153	15	methexp32	2017-07-14_10.45.39.513000
10	131	4.265000	02.png	positive	153	16	methexp32	2017-07-14_10.45.39.513000
10	98	3.863000	43.png	negative	153	17	methexp32	2017-07-14_10.45.39.513000
10	61	2.466000	50.png	neutral	158	18	methexp32	2017-07-14_10.45.39.513000
