ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	TrialNr	computerName	timeStamp
7	100	16.593000	29.png	neutral	158	1	methexp32	2017-07-13_17.28.19.570000
7	102	3.285000	77.png	negative	153	2	methexp32	2017-07-13_17.28.19.570000
7	39	4.211000	98.png	negative	153	3	methexp32	2017-07-13_17.28.19.570000
7	138	3.247000	14.png	positive	153	4	methexp32	2017-07-13_17.28.19.570000
7	122	1.557000	12.png	negative	153	5	methexp32	2017-07-13_17.28.19.570000
7	49	4.684000	70.png	positive	153	6	methexp32	2017-07-13_17.28.19.570000
7	67	1.657000	72.png	negative	153	7	methexp32	2017-07-13_17.28.19.570000
7	134	1.636000	20.png	positive	153	8	methexp32	2017-07-13_17.28.19.570000
7	131	1.998000	02.png	negative	153	9	methexp32	2017-07-13_17.28.19.570000
7	71	1.851000	39.png	positive	153	10	methexp32	2017-07-13_17.28.19.570000
7	70	1.707000	68.png	negative	153	11	methexp32	2017-07-13_17.28.19.570000
7	20	1.886000	43.png	positive	153	12	methexp32	2017-07-13_17.28.19.570000
7	161	2.107000	81.png	negative	153	13	methexp32	2017-07-13_17.28.19.570000
7	22	2.267000	50.png	neutral	170	14	methexp32	2017-07-13_17.28.19.570000
7	0	2.728000	67.png	positive	153	15	methexp32	2017-07-13_17.28.19.570000
7	170	2.476000	13.png	positive	153	16	methexp32	2017-07-13_17.28.19.570000
7	55	1.826000	16.png	negative	153	17	methexp32	2017-07-13_17.28.19.570000
7	15	1.866000	99.png	positive	153	18	methexp32	2017-07-13_17.28.19.570000
