ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	TrialNr	computerName	timeStamp
17	48	6.335000	20.png	positive	153	1	methexp32	2017-07-18_14.45.17.440000
17	194	2.665000	67.png	positive	153	2	methexp32	2017-07-18_14.45.17.440000
17	97	2.180000	39.png	negative	153	3	methexp32	2017-07-18_14.45.17.440000
17	25	2.625000	43.png	positive	153	4	methexp32	2017-07-18_14.45.17.440000
17	36	1.346000	99.png	positive	153	5	methexp32	2017-07-18_14.45.17.440000
17	159	1.826000	29.png	neutral	170	6	methexp32	2017-07-18_14.45.17.440000
17	97	1.866000	02.png	positive	153	7	methexp32	2017-07-18_14.45.17.440000
17	30	2.426000	70.png	positive	153	8	methexp32	2017-07-18_14.45.17.440000
17	91	1.945000	68.png	positive	153	9	methexp32	2017-07-18_14.45.17.440000
17	82	2.506000	72.png	negative	153	10	methexp32	2017-07-18_14.45.17.440000
17	149	2.346000	14.png	positive	153	11	methexp32	2017-07-18_14.45.17.440000
17	58	2.925000	50.png	neutral	158	12	methexp32	2017-07-18_14.45.17.440000
17	32	2.309000	98.png	negative	153	13	methexp32	2017-07-18_14.45.17.440000
17	90	1.917000	12.png	negative	153	14	methexp32	2017-07-18_14.45.17.440000
17	111	2.205000	16.png	negative	153	15	methexp32	2017-07-18_14.45.17.440000
17	117	2.168000	81.png	negative	153	16	methexp32	2017-07-18_14.45.17.440000
17	119	1.836000	13.png	negative	153	17	methexp32	2017-07-18_14.45.17.440000
17	37	1.756000	77.png	negative	153	18	methexp32	2017-07-18_14.45.17.440000
