ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	TrialNr	computerName	timeStamp
13	80	7.068000	72.png	negative	153	1	methexp32	2017-07-17_13.14.42.789000
13	19	2.726000	14.png	positive	153	2	methexp32	2017-07-17_13.14.42.789000
13	145	2.447000	81.png	positive	153	3	methexp32	2017-07-17_13.14.42.789000
13	99	2.100000	98.png	negative	153	4	methexp32	2017-07-17_13.14.42.789000
13	100	2.085000	99.png	positive	153	5	methexp32	2017-07-17_13.14.42.789000
13	119	2.696000	20.png	positive	153	6	methexp32	2017-07-17_13.14.42.789000
13	127	2.086000	29.png	neutral	170	7	methexp32	2017-07-17_13.14.42.789000
13	135	1.837000	68.png	negative	153	8	methexp32	2017-07-17_13.14.42.789000
13	121	1.921000	39.png	negative	153	9	methexp32	2017-07-17_13.14.42.789000
13	88	2.167000	13.png	positive	153	10	methexp32	2017-07-17_13.14.42.789000
13	99	1.956000	02.png	negative	153	11	methexp32	2017-07-17_13.14.42.789000
13	74	2.218000	67.png	negative	153	12	methexp32	2017-07-17_13.14.42.789000
13	143	2.887000	50.png	neutral	158	13	methexp32	2017-07-17_13.14.42.789000
13	163	2.257000	70.png	positive	153	14	methexp32	2017-07-17_13.14.42.789000
13	69	2.046000	43.png	positive	153	15	methexp32	2017-07-17_13.14.42.789000
13	88	2.226000	77.png	positive	153	16	methexp32	2017-07-17_13.14.42.789000
13	152	2.116000	12.png	negative	153	17	methexp32	2017-07-17_13.14.42.789000
13	36	1.866000	16.png	negative	153	18	methexp32	2017-07-17_13.14.42.789000
