ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	TrialNr	computerName	timeStamp
11	139	5.710000	81.png	positive	153	1	methexp32	2017-07-14_11.38.47.366000
11	110	2.367000	77.png	positive	153	2	methexp32	2017-07-14_11.38.47.366000
11	194	2.987000	70.png	negative	153	3	methexp32	2017-07-14_11.38.47.366000
11	80	3.302000	39.png	positive	153	4	methexp32	2017-07-14_11.38.47.366000
11	160	2.697000	67.png	negative	153	5	methexp32	2017-07-14_11.38.47.366000
11	199	2.356000	72.png	negative	153	6	methexp32	2017-07-14_11.38.47.366000
11	20	2.198000	99.png	positive	153	7	methexp32	2017-07-14_11.38.47.366000
11	19	3.428000	16.png	positive	153	8	methexp32	2017-07-14_11.38.47.366000
11	110	2.447000	12.png	negative	153	9	methexp32	2017-07-14_11.38.47.366000
11	0	2.327000	43.png	negative	153	10	methexp32	2017-07-14_11.38.47.366000
11	177	2.596000	20.png	positive	153	11	methexp32	2017-07-14_11.38.47.366000
11	30	2.287000	50.png	neutral	170	12	methexp32	2017-07-14_11.38.47.366000
11	132	5.407000	13.png	positive	153	13	methexp32	2017-07-14_11.38.47.366000
11	7	3.966000	02.png	negative	153	14	methexp32	2017-07-14_11.38.47.366000
11	106	4.597000	14.png	positive	153	15	methexp32	2017-07-14_11.38.47.366000
11	55	2.381000	98.png	negative	153	16	methexp32	2017-07-14_11.38.47.366000
11	168	1.856000	68.png	negative	153	17	methexp32	2017-07-14_11.38.47.366000
11	79	1.976000	29.png	neutral	158	18	methexp32	2017-07-14_11.38.47.366000
