ParticipantNumber	CS	US	Length	TrialNr	maskTurnsPre	maskTurnsPost	Answer	correctAnswer	computerName	timeStamp
7	12.png	n45.wav	153	1	180	0	67.png	0	methexp32	2017-07-13_17.28.19.570000
7	43.png	p53.wav	153	2	180	90	20.png	0	methexp32	2017-07-13_17.28.19.570000
7	13.png	p53.wav	153	3	270	180	68.png	0	methexp32	2017-07-13_17.28.19.570000
7	98.png	n14.wav	153	4	270	0	39.png	0	methexp32	2017-07-13_17.28.19.570000
7	12.png	n31.wav	153	5	270	0	72.png	0	methexp32	2017-07-13_17.28.19.570000
7	68.png	n30.wav	153	6	0	180	68.png	1	methexp32	2017-07-13_17.28.19.570000
7	98.png	n40.wav	153	7	180	90	39.png	0	methexp32	2017-07-13_17.28.19.570000
7	72.png	n30.wav	153	8	270	90	02.png	0	methexp32	2017-07-13_17.28.19.570000
7	77.png	n30.wav	153	9	90	270	29.png	0	methexp32	2017-07-13_17.28.19.570000
7	02.png	n11.wav	153	10	180	0	77.png	0	methexp32	2017-07-13_17.28.19.570000
7	67.png	p91.wav	153	11	270	90	77.png	0	methexp32	2017-07-13_17.28.19.570000
7	13.png	p73.wav	153	12	0	90	12.png	0	methexp32	2017-07-13_17.28.19.570000
7	99.png	p53.wav	153	13	180	0	70.png	0	methexp32	2017-07-13_17.28.19.570000
7	43.png	p73.wav	153	14	90	180	20.png	0	methexp32	2017-07-13_17.28.19.570000
7	77.png	n45.wav	153	15	180	90	70.png	0	methexp32	2017-07-13_17.28.19.570000
7	29.png	neu5.wav	158	16	180	270	29.png	1	methexp32	2017-07-13_17.28.19.570000
7	50.png	neu4.wav	170	17	180	270	50.png	1	methexp32	2017-07-13_17.28.19.570000
7	67.png	p22.wav	153	18	180	90	29.png	0	methexp32	2017-07-13_17.28.19.570000
7	99.png	p23.wav	153	19	180	0	39.png	0	methexp32	2017-07-13_17.28.19.570000
7	99.png	p73.wav	153	20	180	270	68.png	0	methexp32	2017-07-13_17.28.19.570000
7	14.png	p53.wav	153	21	0	270	20.png	0	methexp32	2017-07-13_17.28.19.570000
7	29.png	neu10.wav	158	22	180	0	29.png	1	methexp32	2017-07-13_17.28.19.570000
7	16.png	n14.wav	153	23	0	90	29.png	0	methexp32	2017-07-13_17.28.19.570000
7	16.png	n13.wav	153	24	270	90	99.png	0	methexp32	2017-07-13_17.28.19.570000
7	70.png	p52.wav	153	25	90	180	68.png	0	methexp32	2017-07-13_17.28.19.570000
7	39.png	p89.wav	153	26	0	180	68.png	0	methexp32	2017-07-13_17.28.19.570000
7	16.png	n45.wav	153	27	270	180	16.png	1	methexp32	2017-07-13_17.28.19.570000
7	67.png	p36.wav	153	28	270	180	67.png	1	methexp32	2017-07-13_17.28.19.570000
7	39.png	p53.wav	153	29	90	180	98.png	0	methexp32	2017-07-13_17.28.19.570000
7	99.png	p22.wav	153	30	270	0	29.png	0	methexp32	2017-07-13_17.28.19.570000
7	81.png	n46.wav	153	31	270	180	81.png	1	methexp32	2017-07-13_17.28.19.570000
7	16.png	n50.wav	153	32	0	270	16.png	1	methexp32	2017-07-13_17.28.19.570000
7	72.png	n31.wav	153	33	0	90	02.png	0	methexp32	2017-07-13_17.28.19.570000
7	72.png	n50.wav	153	34	0	180	77.png	0	methexp32	2017-07-13_17.28.19.570000
7	43.png	p89.wav	153	35	0	90	02.png	0	methexp32	2017-07-13_17.28.19.570000
7	16.png	n40.wav	153	36	90	0	16.png	1	methexp32	2017-07-13_17.28.19.570000
7	99.png	p89.wav	153	37	270	180	12.png	0	methexp32	2017-07-13_17.28.19.570000
7	81.png	n11.wav	153	38	180	0	70.png	0	methexp32	2017-07-13_17.28.19.570000
7	39.png	p45.wav	153	39	270	180	39.png	1	methexp32	2017-07-13_17.28.19.570000
7	68.png	n31.wav	153	40	90	0	98.png	0	methexp32	2017-07-13_17.28.19.570000
7	29.png	neu7.wav	158	41	180	270	70.png	0	methexp32	2017-07-13_17.28.19.570000
7	70.png	p36.wav	153	42	270	0	99.png	0	methexp32	2017-07-13_17.28.19.570000
7	67.png	p89.wav	153	43	180	90	67.png	1	methexp32	2017-07-13_17.28.19.570000
7	43.png	p45.wav	153	44	270	0	67.png	0	methexp32	2017-07-13_17.28.19.570000
7	14.png	p91.wav	153	45	0	270	77.png	0	methexp32	2017-07-13_17.28.19.570000
7	43.png	p23.wav	153	46	180	90	13.png	0	methexp32	2017-07-13_17.28.19.570000
7	16.png	n46.wav	153	47	0	180	99.png	0	methexp32	2017-07-13_17.28.19.570000
7	72.png	n45.wav	153	48	270	90	72.png	1	methexp32	2017-07-13_17.28.19.570000
7	67.png	p21.wav	153	49	270	180	67.png	1	methexp32	2017-07-13_17.28.19.570000
7	50.png	neu10.wav	170	50	270	180	70.png	0	methexp32	2017-07-13_17.28.19.570000
7	50.png	neu6.wav	170	51	180	0	50.png	1	methexp32	2017-07-13_17.28.19.570000
7	68.png	n50.wav	153	52	90	270	77.png	0	methexp32	2017-07-13_17.28.19.570000
7	70.png	p89.wav	153	53	180	90	43.png	0	methexp32	2017-07-13_17.28.19.570000
7	77.png	n13.wav	153	54	180	270	29.png	0	methexp32	2017-07-13_17.28.19.570000
7	50.png	neu7.wav	170	55	0	90	50.png	1	methexp32	2017-07-13_17.28.19.570000
7	98.png	n31.wav	153	56	180	270	98.png	1	methexp32	2017-07-13_17.28.19.570000
7	13.png	p91.wav	153	57	0	270	39.png	0	methexp32	2017-07-13_17.28.19.570000
7	68.png	n46.wav	153	58	180	270	02.png	0	methexp32	2017-07-13_17.28.19.570000
7	81.png	n40.wav	153	59	180	90	98.png	0	methexp32	2017-07-13_17.28.19.570000
7	20.png	p22.wav	153	60	180	0	99.png	0	methexp32	2017-07-13_17.28.19.570000
7	29.png	neu2.wav	158	61	180	90	29.png	1	methexp32	2017-07-13_17.28.19.570000
7	81.png	n13.wav	153	62	270	90	81.png	1	methexp32	2017-07-13_17.28.19.570000
7	02.png	n25.wav	153	63	180	270	14.png	0	methexp32	2017-07-13_17.28.19.570000
7	12.png	n40.wav	153	64	180	90	16.png	0	methexp32	2017-07-13_17.28.19.570000
7	29.png	neu6.wav	158	65	270	180	50.png	0	methexp32	2017-07-13_17.28.19.570000
7	67.png	p53.wav	153	66	90	0	67.png	1	methexp32	2017-07-13_17.28.19.570000
7	20.png	p36.wav	153	67	180	90	16.png	0	methexp32	2017-07-13_17.28.19.570000
7	43.png	p91.wav	153	68	90	180	68.png	0	methexp32	2017-07-13_17.28.19.570000
7	68.png	n25.wav	153	69	90	270	67.png	0	methexp32	2017-07-13_17.28.19.570000
7	50.png	neu8.wav	170	70	270	180	50.png	1	methexp32	2017-07-13_17.28.19.570000
7	99.png	p45.wav	153	71	180	270	77.png	0	methexp32	2017-07-13_17.28.19.570000
7	02.png	n46.wav	153	72	90	0	20.png	0	methexp32	2017-07-13_17.28.19.570000
7	12.png	n25.wav	153	73	270	90	99.png	0	methexp32	2017-07-13_17.28.19.570000
7	77.png	n40.wav	153	74	180	90	50.png	0	methexp32	2017-07-13_17.28.19.570000
7	20.png	p45.wav	153	75	270	90	77.png	0	methexp32	2017-07-13_17.28.19.570000
7	81.png	n50.wav	153	76	270	90	99.png	0	methexp32	2017-07-13_17.28.19.570000
7	13.png	p36.wav	153	77	90	180	13.png	1	methexp32	2017-07-13_17.28.19.570000
7	20.png	p21.wav	153	78	0	270	39.png	0	methexp32	2017-07-13_17.28.19.570000
7	77.png	n46.wav	153	79	0	270	72.png	0	methexp32	2017-07-13_17.28.19.570000
7	02.png	n45.wav	153	80	90	270	43.png	0	methexp32	2017-07-13_17.28.19.570000
7	29.png	neu3.wav	158	81	90	270	29.png	1	methexp32	2017-07-13_17.28.19.570000
7	13.png	p21.wav	153	82	180	270	99.png	0	methexp32	2017-07-13_17.28.19.570000
7	72.png	n25.wav	153	83	90	270	68.png	0	methexp32	2017-07-13_17.28.19.570000
7	70.png	p22.wav	153	84	0	180	16.png	0	methexp32	2017-07-13_17.28.19.570000
7	50.png	neu5.wav	170	85	90	270	50.png	1	methexp32	2017-07-13_17.28.19.570000
7	02.png	n14.wav	153	86	0	90	72.png	0	methexp32	2017-07-13_17.28.19.570000
7	16.png	n25.wav	153	87	180	270	81.png	0	methexp32	2017-07-13_17.28.19.570000
7	81.png	n45.wav	153	88	0	90	99.png	0	methexp32	2017-07-13_17.28.19.570000
7	72.png	n14.wav	153	89	270	90	67.png	0	methexp32	2017-07-13_17.28.19.570000
