ParticipantNumber	CS	US	Length	TrialNr	maskTurnsPre	maskTurnsPost	Answer	correctAnswer	computerName	timeStamp
21	14.png	p52.wav	153	1	270	180	14.png	1	methexp32	2017-07-19_10.52.04.322000
21	14.png	p36.wav	153	2	180	90	81.png	0	methexp32	2017-07-19_10.52.04.322000
21	77.png	n45.wav	153	3	180	90	72.png	0	methexp32	2017-07-19_10.52.04.322000
21	81.png	n45.wav	153	4	180	90	39.png	0	methexp32	2017-07-19_10.52.04.322000
21	14.png	p53.wav	153	5	90	270	98.png	0	methexp32	2017-07-19_10.52.04.322000
21	16.png	p91.wav	153	6	180	0	43.png	0	methexp32	2017-07-19_10.52.04.322000
21	43.png	p91.wav	153	7	270	0	43.png	1	methexp32	2017-07-19_10.52.04.322000
21	14.png	p73.wav	153	8	0	270	98.png	0	methexp32	2017-07-19_10.52.04.322000
21	50.png	neu5.wav	170	9	0	270	50.png	1	methexp32	2017-07-19_10.52.04.322000
21	20.png	n11.wav	153	10	0	180	12.png	0	methexp32	2017-07-19_10.52.04.322000
21	12.png	n46.wav	153	11	0	270	20.png	0	methexp32	2017-07-19_10.52.04.322000
21	13.png	p53.wav	153	12	270	0	99.png	0	methexp32	2017-07-19_10.52.04.322000
21	68.png	p73.wav	153	13	180	0	02.png	0	methexp32	2017-07-19_10.52.04.322000
21	39.png	n13.wav	153	14	180	0	50.png	0	methexp32	2017-07-19_10.52.04.322000
21	02.png	p91.wav	153	15	0	90	39.png	0	methexp32	2017-07-19_10.52.04.322000
21	13.png	p23.wav	153	16	90	270	14.png	0	methexp32	2017-07-19_10.52.04.322000
21	12.png	n14.wav	153	17	90	0	67.png	0	methexp32	2017-07-19_10.52.04.322000
21	50.png	neu2.wav	170	18	0	180	50.png	1	methexp32	2017-07-19_10.52.04.322000
21	68.png	p52.wav	153	19	0	90	12.png	0	methexp32	2017-07-19_10.52.04.322000
21	77.png	n25.wav	153	20	0	180	14.png	0	methexp32	2017-07-19_10.52.04.322000
21	81.png	n46.wav	153	21	180	90	99.png	0	methexp32	2017-07-19_10.52.04.322000
21	29.png	neu7.wav	158	22	90	270	02.png	0	methexp32	2017-07-19_10.52.04.322000
21	43.png	p53.wav	153	23	270	90	29.png	0	methexp32	2017-07-19_10.52.04.322000
21	99.png	n40.wav	153	24	0	90	29.png	0	methexp32	2017-07-19_10.52.04.322000
21	29.png	neu6.wav	158	25	90	270	70.png	0	methexp32	2017-07-19_10.52.04.322000
21	12.png	n25.wav	153	26	0	90	16.png	0	methexp32	2017-07-19_10.52.04.322000
21	70.png	n46.wav	153	27	0	90	29.png	0	methexp32	2017-07-19_10.52.04.322000
21	16.png	p22.wav	153	28	0	90	14.png	0	methexp32	2017-07-19_10.52.04.322000
21	72.png	p89.wav	153	29	180	270	02.png	0	methexp32	2017-07-19_10.52.04.322000
21	70.png	n31.wav	153	30	270	180	20.png	0	methexp32	2017-07-19_10.52.04.322000
21	98.png	p91.wav	153	31	0	180	81.png	0	methexp32	2017-07-19_10.52.04.322000
21	12.png	n31.wav	153	32	270	90	43.png	0	methexp32	2017-07-19_10.52.04.322000
21	16.png	p89.wav	153	33	270	0	72.png	0	methexp32	2017-07-19_10.52.04.322000
21	68.png	p22.wav	153	34	180	270	12.png	0	methexp32	2017-07-19_10.52.04.322000
21	16.png	p21.wav	153	35	0	90	68.png	0	methexp32	2017-07-19_10.52.04.322000
21	39.png	n11.wav	153	36	270	180	39.png	1	methexp32	2017-07-19_10.52.04.322000
21	81.png	n30.wav	153	37	270	90	16.png	0	methexp32	2017-07-19_10.52.04.322000
21	98.png	p23.wav	153	38	0	90	39.png	0	methexp32	2017-07-19_10.52.04.322000
21	12.png	n50.wav	153	39	270	180	39.png	0	methexp32	2017-07-19_10.52.04.322000
21	70.png	n13.wav	153	40	0	180	70.png	1	methexp32	2017-07-19_10.52.04.322000
21	77.png	n46.wav	153	41	180	0	02.png	0	methexp32	2017-07-19_10.52.04.322000
21	99.png	n25.wav	153	42	90	180	70.png	0	methexp32	2017-07-19_10.52.04.322000
21	70.png	n40.wav	153	43	90	0	02.png	0	methexp32	2017-07-19_10.52.04.322000
21	67.png	n31.wav	153	44	90	0	43.png	0	methexp32	2017-07-19_10.52.04.322000
21	99.png	n45.wav	153	45	180	270	81.png	0	methexp32	2017-07-19_10.52.04.322000
21	67.png	n45.wav	153	46	270	180	99.png	0	methexp32	2017-07-19_10.52.04.322000
21	81.png	n25.wav	153	47	270	90	98.png	0	methexp32	2017-07-19_10.52.04.322000
21	29.png	neu8.wav	158	48	0	90	29.png	1	methexp32	2017-07-19_10.52.04.322000
21	39.png	n14.wav	153	49	0	270	16.png	0	methexp32	2017-07-19_10.52.04.322000
21	50.png	neu7.wav	170	50	270	180	14.png	0	methexp32	2017-07-19_10.52.04.322000
21	02.png	p21.wav	153	51	270	180	67.png	0	methexp32	2017-07-19_10.52.04.322000
21	16.png	p53.wav	153	52	0	180	39.png	0	methexp32	2017-07-19_10.52.04.322000
21	13.png	p91.wav	153	53	90	180	68.png	0	methexp32	2017-07-19_10.52.04.322000
21	20.png	n14.wav	153	54	0	270	70.png	0	methexp32	2017-07-19_10.52.04.322000
21	68.png	p21.wav	153	55	270	90	20.png	0	methexp32	2017-07-19_10.52.04.322000
21	67.png	n40.wav	153	56	270	0	12.png	0	methexp32	2017-07-19_10.52.04.322000
21	39.png	n31.wav	153	57	90	270	50.png	0	methexp32	2017-07-19_10.52.04.322000
21	43.png	p52.wav	153	58	0	90	29.png	0	methexp32	2017-07-19_10.52.04.322000
21	81.png	n11.wav	153	59	90	0	02.png	0	methexp32	2017-07-19_10.52.04.322000
21	14.png	p45.wav	153	60	270	90	99.png	0	methexp32	2017-07-19_10.52.04.322000
21	77.png	n40.wav	153	61	270	180	77.png	1	methexp32	2017-07-19_10.52.04.322000
21	29.png	neu4.wav	158	62	0	90	98.png	0	methexp32	2017-07-19_10.52.04.322000
21	43.png	p23.wav	153	63	0	270	39.png	0	methexp32	2017-07-19_10.52.04.322000
21	98.png	p45.wav	153	64	270	0	02.png	0	methexp32	2017-07-19_10.52.04.322000
21	02.png	p22.wav	153	65	90	0	02.png	1	methexp32	2017-07-19_10.52.04.322000
21	98.png	p22.wav	153	66	180	270	16.png	0	methexp32	2017-07-19_10.52.04.322000
21	20.png	n40.wav	153	67	0	180	99.png	0	methexp32	2017-07-19_10.52.04.322000
21	72.png	p52.wav	153	68	0	270	67.png	0	methexp32	2017-07-19_10.52.04.322000
21	70.png	n45.wav	153	69	90	0	39.png	0	methexp32	2017-07-19_10.52.04.322000
21	02.png	p73.wav	153	70	90	180	99.png	0	methexp32	2017-07-19_10.52.04.322000
21	39.png	n46.wav	153	71	270	90	68.png	0	methexp32	2017-07-19_10.52.04.322000
21	72.png	p22.wav	153	72	0	270	98.png	0	methexp32	2017-07-19_10.52.04.322000
21	39.png	n50.wav	153	73	0	180	50.png	0	methexp32	2017-07-19_10.52.04.322000
21	99.png	n31.wav	153	74	90	270	99.png	1	methexp32	2017-07-19_10.52.04.322000
21	20.png	n30.wav	153	75	180	270	77.png	0	methexp32	2017-07-19_10.52.04.322000
21	72.png	p73.wav	153	76	0	90	13.png	0	methexp32	2017-07-19_10.52.04.322000
21	02.png	p36.wav	153	77	90	0	81.png	0	methexp32	2017-07-19_10.52.04.322000
21	02.png	p52.wav	153	78	180	90	81.png	0	methexp32	2017-07-19_10.52.04.322000
21	77.png	n31.wav	153	79	90	0	99.png	0	methexp32	2017-07-19_10.52.04.322000
21	99.png	n46.wav	153	80	0	270	02.png	0	methexp32	2017-07-19_10.52.04.322000
21	70.png	n25.wav	153	81	0	180	20.png	0	methexp32	2017-07-19_10.52.04.322000
21	77.png	n50.wav	153	82	0	270	50.png	0	methexp32	2017-07-19_10.52.04.322000
21	99.png	n13.wav	153	83	0	90	43.png	0	methexp32	2017-07-19_10.52.04.322000
21	20.png	n45.wav	153	84	180	270	98.png	0	methexp32	2017-07-19_10.52.04.322000
21	68.png	p91.wav	153	85	90	270	39.png	0	methexp32	2017-07-19_10.52.04.322000
21	50.png	neu6.wav	170	86	180	90	99.png	0	methexp32	2017-07-19_10.52.04.322000
21	02.png	p89.wav	153	87	270	90	29.png	0	methexp32	2017-07-19_10.52.04.322000
21	68.png	p53.wav	153	88	0	270	72.png	0	methexp32	2017-07-19_10.52.04.322000
21	98.png	p36.wav	153	89	90	270	68.png	0	methexp32	2017-07-19_10.52.04.322000
21	14.png	p22.wav	153	90	90	180	67.png	0	methexp32	2017-07-19_10.52.04.322000
21	98.png	p52.wav	153	91	180	270	67.png	0	methexp32	2017-07-19_10.52.04.322000
21	70.png	n11.wav	153	92	90	180	70.png	1	methexp32	2017-07-19_10.52.04.322000
21	39.png	n30.wav	153	93	180	90	77.png	0	methexp32	2017-07-19_10.52.04.322000
