ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	TrialNr	computerName	timeStamp
26	16	6.727000	77.png	positive	153	1	methexp32	2017-07-20_10.33.47.056000
26	123	4.885000	29.png	neutral	158	2	methexp32	2017-07-20_10.33.47.056000
26	103	7.277000	81.png	negative	153	3	methexp32	2017-07-20_10.33.47.056000
26	154	3.195000	68.png	positive	153	4	methexp32	2017-07-20_10.33.47.056000
26	35	3.496000	43.png	positive	153	5	methexp32	2017-07-20_10.33.47.056000
26	5	3.057000	14.png	positive	153	6	methexp32	2017-07-20_10.33.47.056000
26	34	4.307000	02.png	negative	153	7	methexp32	2017-07-20_10.33.47.056000
26	146	3.207000	70.png	negative	153	8	methexp32	2017-07-20_10.33.47.056000
26	94	3.321000	39.png	negative	153	9	methexp32	2017-07-20_10.33.47.056000
26	94	2.600000	98.png	negative	153	10	methexp32	2017-07-20_10.33.47.056000
26	57	4.246000	72.png	negative	153	11	methexp32	2017-07-20_10.33.47.056000
26	174	4.577000	99.png	positive	153	12	methexp32	2017-07-20_10.33.47.056000
26	176	2.656000	50.png	neutral	170	13	methexp32	2017-07-20_10.33.47.056000
26	194	2.286000	12.png	positive	153	14	methexp32	2017-07-20_10.33.47.056000
26	96	1.986000	20.png	positive	153	15	methexp32	2017-07-20_10.33.47.056000
26	4	2.416000	13.png	negative	153	16	methexp32	2017-07-20_10.33.47.056000
26	25	2.247000	67.png	positive	153	17	methexp32	2017-07-20_10.33.47.056000
26	4	2.795000	16.png	negative	153	18	methexp32	2017-07-20_10.33.47.056000
