ParticipantNumber	Location	IATBlock	Stimulus	Category	Type	keyToPress	keyPress	Correct	RT	RTafterError	Block	Combination	ValenceBlock	MeasureOrder	computerName	timeStamp
146	Cologne	1	white1.bmp	Image	Bob	k	['k']	correct	3.393588	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	1	white3.bmp	Image	NonBob	d	['d']	correct	0.703858	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	1	white1.bmp	Image	Bob	k	['k']	correct	0.606343	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	1	white4.bmp	Image	NonBob	d	['d']	correct	0.954196	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	1	white5.bmp	Image	NonBob	d	['d']	correct	0.691081	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	1	white5.bmp	Image	NonBob	d	['d']	correct	0.423446	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	1	bob1.bmp	Image	NonBob	d	['d']	correct	0.550624	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	1	white2.bmp	Image	NonBob	d	['d']	correct	0.368433	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	1	white1.bmp	Image	Bob	k	['k']	correct	0.681353	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	1	white1.bmp	Image	Bob	k	['k']	correct	0.538156	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	1	white1.bmp	Image	Bob	k	['k']	correct	0.394045	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	1	white4.bmp	Image	NonBob	d	['d']	correct	0.427009	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	1	bob1.bmp	Image	NonBob	d	['d']	correct	0.479622	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	1	white1.bmp	Image	Bob	k	['k']	correct	0.499438	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	1	white2.bmp	Image	NonBob	d	['d']	correct	0.414882	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	1	white3.bmp	Image	NonBob	d	['d']	correct	0.622722	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	1	white1.bmp	Image	Bob	k	['k']	correct	0.501311	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	1	white1.bmp	Image	Bob	k	['k']	correct	0.419058	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	1	white1.bmp	Image	Bob	k	['k']	correct	0.363638	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	1	white1.bmp	Image	Bob	k	['k']	correct	0.370640	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	2	GRAUENHAFT	Text	neg	d	['d']	correct	1.872034	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	2	SAGENHAFT	Text	pos	k	['k']	correct	0.856686	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	2	﻿BELEIDIGEND	Text	neg	d	['d']	correct	0.633513	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	2	HERRLICH	Text	pos	k	['k']	correct	1.183887	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	2	EXZELLENT	Text	pos	k	['k']	correct	0.592172	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	2	VERFAULT	Text	neg	d	['d']	correct	0.550723	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	2	BÖSE	Text	neg	d	['k']	error	0.776870	7.443361	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	2	﻿GROßARTIG	Text	pos	k	['k']	correct	0.721565	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	2	ENTSETZLICH	Text	neg	d	['d']	correct	0.755444	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	2	SCHRECKLICH	Text	neg	d	['d']	correct	0.604059	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	2	NETT	Text	pos	k	['k']	correct	0.587793	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	2	PRÄCHTIG	Text	pos	k	['k']	correct	0.837267	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	2	AUSGEZEICHNET	Text	pos	k	['k']	correct	0.518346	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	2	MINDERWERTIG	Text	neg	d	['k']	error	0.484594	6.488422	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	2	FURCHTBAR	Text	neg	d	['d']	correct	0.579301	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	2	VORTEILHAFT	Text	pos	k	['k']	correct	0.862378	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	2	WUNDERVOLL	Text	pos	k	['k']	correct	0.603482	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	2	EKLIG	Text	neg	d	['d']	correct	0.580687	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	2	ABSTOßEND	Text	neg	d	['d']	correct	0.761990	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	2	WUNDERBAR	Text	pos	k	['k']	correct	0.681929	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	34	﻿GROßARTIG	Text	pos	k	['k']	correct	4.630346	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	34	white1.bmp	Image	Bob	k	['k']	correct	0.764069	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	34	WUNDERBAR	Text	pos	k	['k']	correct	0.721003	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	34	white5.bmp	Image	NonBob	d	['d']	correct	0.543103	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	34	VERFAULT	Text	neg	d	['d']	correct	0.983975	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	34	white5.bmp	Image	NonBob	d	['d']	correct	0.656234	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	34	white1.bmp	Image	Bob	k	['k']	correct	0.572173	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	34	white3.bmp	Image	NonBob	d	['d']	correct	0.625683	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	34	VORTEILHAFT	Text	pos	k	['k']	correct	1.003584	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	34	FURCHTBAR	Text	neg	d	['d']	correct	1.175648	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	34	﻿BELEIDIGEND	Text	neg	d	['d']	correct	0.693902	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	34	EKLIG	Text	neg	d	['d']	correct	0.616802	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	34	white1.bmp	Image	Bob	k	['k']	correct	0.542253	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	34	AUSGEZEICHNET	Text	pos	k	['d']	error	0.751312	4.782027	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	34	white4.bmp	Image	NonBob	d	['d']	correct	0.544157	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	34	WUNDERVOLL	Text	pos	k	['k']	correct	0.562780	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	34	white1.bmp	Image	Bob	k	['k']	correct	0.504331	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	34	bob1.bmp	Image	NonBob	d	['d']	correct	0.485105	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	34	white4.bmp	Image	NonBob	d	['d']	correct	0.458283	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	34	white2.bmp	Image	NonBob	d	['d']	correct	0.461590	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	34	ABSTOßEND	Text	neg	d	['d']	correct	0.719609	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	34	white1.bmp	Image	Bob	k	['k']	correct	0.558010	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
146	Cologne	34	white1.bmp	Image	Bob	k	['k']	correct	0.470895	0.000000	1	2	1	1	methexp32	2018-02-09_09.59.54.042000
