ParticipantNumber	Location	IATBlock	Stimulus	Category	Type	keyToPress	keyPress	Correct	RT	RTafterError	Block	Combination	ValenceBlock	MeasureOrder	computerName	timeStamp
124	Cologne	1	white5.bmp	Image	Bob	d	['d']	correct	2.155278	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	1	white5.bmp	Image	Bob	d	['d']	correct	0.740145	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	1	white2.bmp	Image	NonBob	k	['k']	correct	0.581330	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	1	white1.bmp	Image	NonBob	k	['k']	correct	0.506523	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	1	white5.bmp	Image	Bob	d	['d']	correct	0.394033	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	1	white5.bmp	Image	Bob	d	['d']	correct	0.433145	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	1	white3.bmp	Image	NonBob	k	['k']	correct	0.383304	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	1	white5.bmp	Image	Bob	d	['d']	correct	0.452366	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	1	white5.bmp	Image	Bob	d	['d']	correct	0.437529	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	1	white1.bmp	Image	NonBob	k	['k']	correct	0.437453	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	1	white2.bmp	Image	NonBob	k	['k']	correct	0.458060	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	1	bob1.bmp	Image	NonBob	k	['k']	correct	0.530234	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	1	white5.bmp	Image	Bob	d	['d']	correct	0.449892	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	1	white5.bmp	Image	Bob	d	['d']	correct	0.400693	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	1	white3.bmp	Image	NonBob	k	['k']	correct	0.357585	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	1	bob1.bmp	Image	NonBob	k	['k']	correct	0.379392	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	1	white5.bmp	Image	Bob	d	['d']	correct	0.403822	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	1	white4.bmp	Image	NonBob	k	['k']	correct	0.519931	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	1	white4.bmp	Image	NonBob	k	['k']	correct	0.404483	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	1	white5.bmp	Image	Bob	d	['d']	correct	0.410479	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	2	SCHRECKLICH	Text	neg	k	['k']	correct	1.158752	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	2	MINDERWERTIG	Text	neg	k	['k']	correct	0.763828	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	2	VERFAULT	Text	neg	k	['k']	correct	0.563367	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	2	GRAUENHAFT	Text	neg	k	['k']	correct	0.538519	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	2	WUNDERBAR	Text	pos	d	['d']	correct	0.470214	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	2	EXZELLENT	Text	pos	d	['d']	correct	0.649806	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	2	﻿GROßARTIG	Text	pos	d	['d']	correct	0.535160	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	2	BÖSE	Text	neg	k	['k']	correct	0.440206	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	2	WUNDERVOLL	Text	pos	d	['d']	correct	0.408295	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	2	FURCHTBAR	Text	neg	k	['k']	correct	0.577472	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	2	NETT	Text	pos	d	['d']	correct	0.458890	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	2	ABSTOßEND	Text	neg	k	['k']	correct	0.624359	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	2	EKLIG	Text	neg	k	['k']	correct	0.513441	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	2	AUSGEZEICHNET	Text	pos	d	['d']	correct	0.555198	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	2	ENTSETZLICH	Text	neg	k	['k']	correct	0.630184	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	2	PRÄCHTIG	Text	pos	d	['d']	correct	0.521583	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	2	HERRLICH	Text	pos	d	['d']	correct	0.486432	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	2	VORTEILHAFT	Text	pos	d	['d']	correct	0.513668	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	2	﻿BELEIDIGEND	Text	neg	k	['k']	correct	0.515293	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
124	Cologne	2	SAGENHAFT	Text	pos	d	['d']	correct	0.506994	0.000000	1	2	2	1	methexp32	2018-02-02_10.01.33.992000
