ParticipantNumber	Location	IATBlock	Stimulus	Category	Type	keyToPress	keyPress	Correct	RT	RTafterError	Block	Combination	ValenceBlock	MeasureOrder	computerName	timeStamp
125	Cologne	1	white1.bmp	Image	Bob	d	['d']	correct	1.202175	0.000000	1	1	2	2	methexp32	2018-02-02_11.00.16.479000
125	Cologne	1	white1.bmp	Image	Bob	d	['d']	correct	0.391434	0.000000	1	1	2	2	methexp32	2018-02-02_11.00.16.479000
125	Cologne	1	bob1.bmp	Image	NonBob	k	['k']	correct	0.520511	0.000000	1	1	2	2	methexp32	2018-02-02_11.00.16.479000
125	Cologne	1	white1.bmp	Image	Bob	d	['d']	correct	0.566552	0.000000	1	1	2	2	methexp32	2018-02-02_11.00.16.479000
125	Cologne	1	bob1.bmp	Image	NonBob	k	['k']	correct	0.411285	0.000000	1	1	2	2	methexp32	2018-02-02_11.00.16.479000
125	Cologne	1	white1.bmp	Image	Bob	d	['d']	correct	0.488451	0.000000	1	1	2	2	methexp32	2018-02-02_11.00.16.479000
125	Cologne	1	white3.bmp	Image	NonBob	k	['k']	correct	0.460048	0.000000	1	1	2	2	methexp32	2018-02-02_11.00.16.479000
125	Cologne	1	white1.bmp	Image	Bob	d	['d']	correct	0.615680	0.000000	1	1	2	2	methexp32	2018-02-02_11.00.16.479000
125	Cologne	1	white1.bmp	Image	Bob	d	['d']	correct	0.515085	0.000000	1	1	2	2	methexp32	2018-02-02_11.00.16.479000
125	Cologne	1	white1.bmp	Image	Bob	d	['d']	correct	0.377162	0.000000	1	1	2	2	methexp32	2018-02-02_11.00.16.479000
125	Cologne	1	white2.bmp	Image	NonBob	k	['k']	correct	0.434265	0.000000	1	1	2	2	methexp32	2018-02-02_11.00.16.479000
125	Cologne	1	white3.bmp	Image	NonBob	k	['k']	correct	0.494870	0.000000	1	1	2	2	methexp32	2018-02-02_11.00.16.479000
125	Cologne	1	white5.bmp	Image	NonBob	k	['k']	correct	0.405408	0.000000	1	1	2	2	methexp32	2018-02-02_11.00.16.479000
125	Cologne	1	white2.bmp	Image	NonBob	k	['k']	correct	0.583116	0.000000	1	1	2	2	methexp32	2018-02-02_11.00.16.479000
125	Cologne	1	white5.bmp	Image	NonBob	k	['k']	correct	0.499186	0.000000	1	1	2	2	methexp32	2018-02-02_11.00.16.479000
