ParticipantNumber	Location	IATBlock	Stimulus	Category	Type	keyToPress	keyPress	Correct	RT	RTafterError	Block	Combination	ValenceBlock	MeasureOrder	computerName	timeStamp
102	Cologne	1	white2.bmp	Image	Bob	k	['k']	correct	0.694996	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	1	white2.bmp	Image	Bob	k	['k']	correct	0.505291	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	1	white2.bmp	Image	Bob	k	['k']	correct	0.726590	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	1	white2.bmp	Image	Bob	k	['k']	correct	0.319266	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	1	white4.bmp	Image	NonBob	d	['k']	error	0.267375	1.607519	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	1	white2.bmp	Image	Bob	k	['k']	correct	0.644648	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	1	white5.bmp	Image	NonBob	d	['d']	correct	0.581459	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	1	white2.bmp	Image	Bob	k	['k']	correct	0.479679	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	1	white3.bmp	Image	NonBob	d	['d']	correct	0.503600	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	1	white1.bmp	Image	NonBob	d	['d']	correct	0.541322	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	1	white2.bmp	Image	Bob	k	['k']	correct	0.507900	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	1	white5.bmp	Image	NonBob	d	['d']	correct	0.491176	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	1	bob1.bmp	Image	NonBob	d	['d']	correct	0.493352	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	1	white4.bmp	Image	NonBob	d	['d']	correct	0.522840	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	1	white3.bmp	Image	NonBob	d	['d']	correct	0.473915	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	1	bob1.bmp	Image	NonBob	d	['d']	correct	0.479082	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	1	white2.bmp	Image	Bob	k	['k']	correct	0.589443	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	1	white2.bmp	Image	Bob	k	['k']	correct	0.433520	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	1	white2.bmp	Image	Bob	k	['k']	correct	0.498487	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	1	white1.bmp	Image	NonBob	d	['d']	correct	0.435609	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	2	﻿GROßARTIG	Text	pos	k	['k']	correct	0.658604	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	2	SAGENHAFT	Text	pos	k	['k']	correct	0.531166	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	2	NETT	Text	pos	k	['k']	correct	0.430114	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	2	EXZELLENT	Text	pos	k	['k']	correct	0.440602	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	2	GRAUENHAFT	Text	neg	d	['d']	correct	0.523132	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	2	FURCHTBAR	Text	neg	d	['d']	correct	0.499175	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	2	PRÄCHTIG	Text	pos	k	['k']	correct	0.559995	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	2	VERFAULT	Text	neg	d	['d']	correct	0.533297	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	2	BÖSE	Text	neg	d	['k']	error	0.516241	0.862835	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	2	EKLIG	Text	neg	d	['d']	correct	1.012017	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	2	AUSGEZEICHNET	Text	pos	k	['d']	error	0.477001	0.926471	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	2	VORTEILHAFT	Text	pos	k	['k']	correct	0.628869	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	2	MINDERWERTIG	Text	neg	d	['d']	correct	0.540272	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	2	﻿BELEIDIGEND	Text	neg	d	['d']	correct	0.518338	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	2	ABSTOßEND	Text	neg	d	['d']	correct	0.585440	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	2	SCHRECKLICH	Text	neg	d	['d']	correct	0.471638	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	2	ENTSETZLICH	Text	neg	d	['d']	correct	0.527730	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	2	WUNDERVOLL	Text	pos	k	['k']	correct	0.557107	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	2	HERRLICH	Text	pos	k	['k']	correct	0.528586	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	2	WUNDERBAR	Text	pos	k	['k']	correct	0.524022	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	MINDERWERTIG	Text	neg	d	['d']	correct	0.755767	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	white2.bmp	Image	Bob	k	['k']	correct	0.514090	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	white1.bmp	Image	NonBob	d	['d']	correct	0.475796	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	white5.bmp	Image	NonBob	d	['d']	correct	0.524802	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	BÖSE	Text	neg	d	['d']	correct	0.498269	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	white2.bmp	Image	Bob	k	['k']	correct	0.500689	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	EKLIG	Text	neg	d	['d']	correct	0.509712	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	WUNDERBAR	Text	pos	k	['k']	correct	0.545232	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	white1.bmp	Image	NonBob	d	['d']	correct	0.513930	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	﻿GROßARTIG	Text	pos	k	['k']	correct	0.473969	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	white2.bmp	Image	Bob	k	['k']	correct	0.616097	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	HERRLICH	Text	pos	k	['k']	correct	0.516077	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	SAGENHAFT	Text	pos	k	['k']	correct	0.513442	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	bob1.bmp	Image	NonBob	d	['d']	correct	0.513904	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	GRAUENHAFT	Text	neg	d	['d']	correct	0.573955	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	white5.bmp	Image	NonBob	d	['d']	correct	0.515726	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	WUNDERVOLL	Text	pos	k	['k']	correct	0.550265	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	white2.bmp	Image	Bob	k	['k']	correct	0.586485	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	white2.bmp	Image	Bob	k	['k']	correct	0.520536	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	ENTSETZLICH	Text	neg	d	['d']	correct	0.626974	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	EXZELLENT	Text	pos	k	['k']	correct	0.589693	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	AUSGEZEICHNET	Text	pos	k	['k']	correct	0.513432	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	VORTEILHAFT	Text	pos	k	['k']	correct	0.525211	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	white2.bmp	Image	Bob	k	['k']	correct	0.638799	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	SCHRECKLICH	Text	neg	d	['d']	correct	0.602886	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	FURCHTBAR	Text	neg	d	['d']	correct	0.525010	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	white2.bmp	Image	Bob	k	['k']	correct	0.513571	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	white4.bmp	Image	NonBob	d	['d']	correct	0.451141	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	NETT	Text	pos	k	['k']	correct	0.652176	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	white4.bmp	Image	NonBob	d	['d']	correct	0.685200	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	bob1.bmp	Image	NonBob	d	['d']	correct	0.755659	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	white3.bmp	Image	NonBob	d	['d']	correct	0.686090	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	﻿BELEIDIGEND	Text	neg	d	['d']	correct	0.668750	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	white2.bmp	Image	Bob	k	['k']	correct	0.553836	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	white2.bmp	Image	Bob	k	['k']	correct	0.383096	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	PRÄCHTIG	Text	pos	k	['k']	correct	0.511760	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	ABSTOßEND	Text	neg	d	['d']	correct	0.531486	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	VERFAULT	Text	neg	d	['d']	correct	0.582736	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	white2.bmp	Image	Bob	k	['k']	correct	0.510858	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	34	white3.bmp	Image	NonBob	d	['d']	correct	0.530594	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	5	white2.bmp	Image	Bob	d	['d']	correct	1.088392	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	5	white1.bmp	Image	NonBob	k	['k']	correct	0.607836	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	5	white3.bmp	Image	NonBob	k	['k']	correct	0.518374	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	5	white2.bmp	Image	Bob	d	['d']	correct	0.561655	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	5	white3.bmp	Image	NonBob	k	['k']	correct	0.929228	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	5	white2.bmp	Image	Bob	d	['d']	correct	0.531194	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
102	Cologne	5	white5.bmp	Image	NonBob	k	['k']	correct	0.845593	0.000000	1	2	1	2	methexp32	2018-01-30_16.46.49.076000
