ParticipantNumber	Location	IATBlock	Stimulus	Category	Type	keyToPress	keyPress	Correct	RT	RTafterError	Block	Combination	ValenceBlock	MeasureOrder	computerName	timeStamp
149	Cologne	1	white3.bmp	Image	NonBob	k	['k']	correct	0.812402	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	1	white1.bmp	Image	Bob	d	['k']	error	0.753442	9.107883	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	1	white1.bmp	Image	Bob	d	['d']	correct	0.564422	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	1	white5.bmp	Image	NonBob	k	['k']	correct	0.431108	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	1	white1.bmp	Image	Bob	d	['d']	correct	0.395879	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	1	white1.bmp	Image	Bob	d	['d']	correct	0.393844	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	1	white1.bmp	Image	Bob	d	['d']	correct	0.357276	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	1	white4.bmp	Image	NonBob	k	['k']	correct	0.415571	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	1	white1.bmp	Image	Bob	d	['d']	correct	0.428171	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	1	white5.bmp	Image	NonBob	k	['k']	correct	0.484704	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	1	white4.bmp	Image	NonBob	k	['k']	correct	0.463073	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	1	bob1.bmp	Image	NonBob	k	['k']	correct	0.450904	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	1	white3.bmp	Image	NonBob	k	['k']	correct	0.448594	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	1	white1.bmp	Image	Bob	d	['d']	correct	0.482920	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	1	bob1.bmp	Image	NonBob	k	['d']	error	0.446693	0.788190	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	1	white1.bmp	Image	Bob	d	['d']	correct	0.583505	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	1	white1.bmp	Image	Bob	d	['d']	correct	0.422880	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	1	white2.bmp	Image	NonBob	k	['k']	correct	0.475035	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	1	white1.bmp	Image	Bob	d	['d']	correct	0.604433	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	1	white2.bmp	Image	NonBob	k	['k']	correct	0.454229	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	2	GRAUENHAFT	Text	neg	d	['k']	error	0.757932	1.693633	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	2	SAGENHAFT	Text	pos	k	['k']	correct	1.070056	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	2	EKLIG	Text	neg	d	['d']	correct	0.645622	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	2	WUNDERBAR	Text	pos	k	['k']	correct	0.609670	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	2	EXZELLENT	Text	pos	k	['k']	correct	0.776598	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	2	﻿BELEIDIGEND	Text	neg	d	['k']	error	0.438543	0.698418	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	2	AUSGEZEICHNET	Text	pos	k	['k']	correct	0.529115	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	2	ABSTOßEND	Text	neg	d	['d']	correct	0.657036	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	2	﻿GROßARTIG	Text	pos	k	['k']	correct	0.562003	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	2	VORTEILHAFT	Text	pos	k	['k']	correct	0.590681	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	2	WUNDERVOLL	Text	pos	k	['k']	correct	0.518923	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	2	MINDERWERTIG	Text	neg	d	['k']	error	0.501353	0.804492	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	2	NETT	Text	pos	k	['k']	correct	0.577799	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	2	SCHRECKLICH	Text	neg	d	['d']	correct	0.602610	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	2	HERRLICH	Text	pos	k	['k']	correct	0.532800	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	2	PRÄCHTIG	Text	pos	k	['k']	correct	0.609943	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	2	BÖSE	Text	neg	d	['d']	correct	0.526437	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	2	FURCHTBAR	Text	neg	d	['d']	correct	0.559002	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	2	ENTSETZLICH	Text	neg	d	['k']	error	0.550363	0.797119	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	2	VERFAULT	Text	neg	d	['d']	correct	0.466373	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	34	WUNDERVOLL	Text	pos	k	['k']	correct	5.604401	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	34	HERRLICH	Text	pos	k	['k']	correct	0.553717	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	34	bob1.bmp	Image	NonBob	k	['d']	error	0.535238	1.051764	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	34	﻿BELEIDIGEND	Text	neg	d	['d']	correct	1.377242	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
149	Cologne	34	VORTEILHAFT	Text	pos	k	['k']	correct	1.002586	0.000000	1	1	1	2	methexp32	2018-02-13_09.50.54.404000
