ParticipantNumber	Location	IATBlock	Stimulus	Category	Type	keyToPress	keyPress	Correct	RT	RTafterError	Block	Combination	ValenceBlock	MeasureOrder	computerName	timeStamp
135	Cologne	1	bob1.bmp	Image	NonBob	d	['d']	correct	0.630144	0.000000	1	1	1	2	methexp32	2018-02-05_14.46.08.561000
135	Cologne	1	white1.bmp	Image	Bob	k	['k']	correct	0.564880	0.000000	1	1	1	2	methexp32	2018-02-05_14.46.08.561000
135	Cologne	1	white2.bmp	Image	NonBob	d	['d']	correct	0.504417	0.000000	1	1	1	2	methexp32	2018-02-05_14.46.08.561000
135	Cologne	1	white3.bmp	Image	NonBob	d	['d']	correct	0.400893	0.000000	1	1	1	2	methexp32	2018-02-05_14.46.08.561000
135	Cologne	1	white1.bmp	Image	Bob	k	['k']	correct	0.421998	0.000000	1	1	1	2	methexp32	2018-02-05_14.46.08.561000
135	Cologne	1	white1.bmp	Image	Bob	k	['k']	correct	0.463553	0.000000	1	1	1	2	methexp32	2018-02-05_14.46.08.561000
135	Cologne	1	white1.bmp	Image	Bob	k	['k']	correct	0.297464	0.000000	1	1	1	2	methexp32	2018-02-05_14.46.08.561000
135	Cologne	1	white1.bmp	Image	Bob	k	['k']	correct	0.355899	0.000000	1	1	1	2	methexp32	2018-02-05_14.46.08.561000
135	Cologne	1	white1.bmp	Image	Bob	k	['k']	correct	0.316655	0.000000	1	1	1	2	methexp32	2018-02-05_14.46.08.561000
135	Cologne	1	white3.bmp	Image	NonBob	d	['d']	correct	0.390928	0.000000	1	1	1	2	methexp32	2018-02-05_14.46.08.561000
135	Cologne	1	white1.bmp	Image	Bob	k	['k']	correct	0.398936	0.000000	1	1	1	2	methexp32	2018-02-05_14.46.08.561000
135	Cologne	1	white4.bmp	Image	NonBob	d	['d']	correct	0.624742	0.000000	1	1	1	2	methexp32	2018-02-05_14.46.08.561000
135	Cologne	1	white1.bmp	Image	Bob	k	['k']	correct	0.392519	0.000000	1	1	1	2	methexp32	2018-02-05_14.46.08.561000
135	Cologne	1	white5.bmp	Image	NonBob	d	['d']	correct	0.405750	0.000000	1	1	1	2	methexp32	2018-02-05_14.46.08.561000
135	Cologne	1	white4.bmp	Image	NonBob	d	['d']	correct	0.525279	0.000000	1	1	1	2	methexp32	2018-02-05_14.46.08.561000
135	Cologne	1	white2.bmp	Image	NonBob	d	['d']	correct	0.415543	0.000000	1	1	1	2	methexp32	2018-02-05_14.46.08.561000
135	Cologne	1	bob1.bmp	Image	NonBob	d	['d']	correct	0.372111	0.000000	1	1	1	2	methexp32	2018-02-05_14.46.08.561000
135	Cologne	1	white1.bmp	Image	Bob	k	['k']	correct	0.345577	0.000000	1	1	1	2	methexp32	2018-02-05_14.46.08.561000
