ParticipantNumber	Location	IATBlock	Stimulus	Category	Type	keyToPress	keyPress	Correct	RT	RTafterError	Block	Combination	ValenceBlock	MeasureOrder	computerName	timeStamp
117	Cologne	1	white4.bmp	Image	NonBob	k	['k']	correct	2.186672	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	1	white2.bmp	Image	Bob	d	['d']	correct	0.699874	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	1	white2.bmp	Image	Bob	d	['d']	correct	0.389137	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	1	white2.bmp	Image	Bob	d	['d']	correct	0.297738	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	1	white2.bmp	Image	Bob	d	['d']	correct	0.305916	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	1	white2.bmp	Image	Bob	d	['d']	correct	0.275231	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	1	white2.bmp	Image	Bob	d	['d']	correct	0.244480	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	1	white2.bmp	Image	Bob	d	['d']	correct	0.269471	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	1	white2.bmp	Image	Bob	d	['d']	correct	0.266520	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	1	white5.bmp	Image	NonBob	k	['k']	correct	0.390417	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	1	bob1.bmp	Image	NonBob	k	['k']	correct	0.452805	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	1	white1.bmp	Image	NonBob	k	['k']	correct	0.550111	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	1	white5.bmp	Image	NonBob	k	['k']	correct	0.294613	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	1	white3.bmp	Image	NonBob	k	['k']	correct	0.342575	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	1	bob1.bmp	Image	NonBob	k	['k']	correct	0.297404	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	1	white1.bmp	Image	NonBob	k	['k']	correct	0.445779	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	1	white4.bmp	Image	NonBob	k	['k']	correct	0.378427	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	1	white2.bmp	Image	Bob	d	['k']	error	0.364803	0.858633	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	1	white2.bmp	Image	Bob	d	['d']	correct	0.425977	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	1	white3.bmp	Image	NonBob	k	['k']	correct	0.442484	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	2	ABSTOßEND	Text	neg	d	['d']	correct	1.315970	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	2	PRÄCHTIG	Text	pos	k	['k']	correct	0.602782	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	2	ENTSETZLICH	Text	neg	d	['d']	correct	0.711810	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	2	﻿BELEIDIGEND	Text	neg	d	['k']	error	0.498308	0.850208	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	2	﻿GROßARTIG	Text	pos	k	['k']	correct	0.563916	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	2	VORTEILHAFT	Text	pos	k	['k']	correct	0.617952	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	2	HERRLICH	Text	pos	k	['k']	correct	0.493558	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	2	GRAUENHAFT	Text	neg	d	['d']	correct	0.647034	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	2	SAGENHAFT	Text	pos	k	['k']	correct	0.677805	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	2	EXZELLENT	Text	pos	k	['k']	correct	0.711791	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	2	MINDERWERTIG	Text	neg	d	['k']	error	0.491025	0.919388	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	2	FURCHTBAR	Text	neg	d	['d']	correct	0.447275	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	2	WUNDERBAR	Text	pos	k	['k']	correct	0.448718	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	2	EKLIG	Text	neg	d	['d']	correct	0.421387	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	2	AUSGEZEICHNET	Text	pos	k	['d']	error	0.602096	0.920844	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	2	SCHRECKLICH	Text	neg	d	['d']	correct	0.580497	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	2	WUNDERVOLL	Text	pos	k	['k']	correct	0.470165	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	2	VERFAULT	Text	neg	d	['d']	correct	0.992839	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	2	NETT	Text	pos	k	['k']	correct	0.505481	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	2	BÖSE	Text	neg	d	['k']	error	0.376282	0.971597	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	PRÄCHTIG	Text	pos	k	['k']	correct	5.391924	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	SCHRECKLICH	Text	neg	d	['d']	correct	0.681215	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	white1.bmp	Image	NonBob	k	['k']	correct	1.338198	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	EKLIG	Text	neg	d	['d']	correct	1.327168	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	white2.bmp	Image	Bob	d	['d']	correct	0.796219	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	﻿BELEIDIGEND	Text	neg	d	['d']	correct	0.637566	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	ABSTOßEND	Text	neg	d	['d']	correct	0.557587	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	white1.bmp	Image	NonBob	k	['k']	correct	0.591267	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	VORTEILHAFT	Text	pos	k	['k']	correct	0.640963	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	VERFAULT	Text	neg	d	['d']	correct	0.618203	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	WUNDERBAR	Text	pos	k	['k']	correct	0.539473	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	bob1.bmp	Image	NonBob	k	['k']	correct	0.521145	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	bob1.bmp	Image	NonBob	k	['k']	correct	0.319929	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	white4.bmp	Image	NonBob	k	['k']	correct	0.463630	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	BÖSE	Text	neg	d	['d']	correct	0.597743	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	white2.bmp	Image	Bob	d	['d']	correct	0.395367	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	white3.bmp	Image	NonBob	k	['k']	correct	0.517680	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	white5.bmp	Image	NonBob	k	['k']	correct	0.493430	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	white2.bmp	Image	Bob	d	['d']	correct	0.570632	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	NETT	Text	pos	k	['k']	correct	0.585238	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	white3.bmp	Image	NonBob	k	['k']	correct	0.697338	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	white2.bmp	Image	Bob	d	['d']	correct	0.616179	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	GRAUENHAFT	Text	neg	d	['d']	correct	0.426279	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	FURCHTBAR	Text	neg	d	['d']	correct	0.664068	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	white5.bmp	Image	NonBob	k	['k']	correct	0.517307	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	white2.bmp	Image	Bob	d	['k']	error	0.322896	0.713182	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	ENTSETZLICH	Text	neg	d	['d']	correct	0.714308	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	WUNDERVOLL	Text	pos	k	['k']	correct	0.482322	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	MINDERWERTIG	Text	neg	d	['d']	correct	1.075800	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	white2.bmp	Image	Bob	d	['d']	correct	0.370904	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	SAGENHAFT	Text	pos	k	['k']	correct	0.597809	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	white4.bmp	Image	NonBob	k	['k']	correct	0.510960	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	white2.bmp	Image	Bob	d	['d']	correct	0.577834	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	AUSGEZEICHNET	Text	pos	k	['k']	correct	0.676740	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	white2.bmp	Image	Bob	d	['d']	correct	0.464565	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	white2.bmp	Image	Bob	d	['d']	correct	0.428455	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	white2.bmp	Image	Bob	d	['d']	correct	0.332660	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	﻿GROßARTIG	Text	pos	k	['k']	correct	0.803130	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	EXZELLENT	Text	pos	k	['k']	correct	0.675191	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	34	HERRLICH	Text	pos	k	['k']	correct	0.504696	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	5	white5.bmp	Image	NonBob	d	['d']	correct	1.744827	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
117	Cologne	5	bob1.bmp	Image	NonBob	d	['d']	correct	0.306242	0.000000	1	1	1	2	methexp32	2018-02-01_12.53.29.529000
