ParticipantNumber	Location	IATBlock	Stimulus	Category	Type	keyToPress	keyPress	Correct	RT	RTafterError	Block	Combination	ValenceBlock	MeasureOrder	computerName	timeStamp
120	Cologne	1	bob1.bmp	Image	NonBob	k	['k']	correct	1.090279	0.000000	1	2	1	2	methexp32	2018-02-01_13.59.53.370000
120	Cologne	1	white1.bmp	Image	NonBob	k	['k']	correct	0.817692	0.000000	1	2	1	2	methexp32	2018-02-01_13.59.53.370000
120	Cologne	1	white5.bmp	Image	NonBob	k	['k']	correct	0.405286	0.000000	1	2	1	2	methexp32	2018-02-01_13.59.53.370000
120	Cologne	1	white2.bmp	Image	Bob	d	['d']	correct	0.597939	0.000000	1	2	1	2	methexp32	2018-02-01_13.59.53.370000
120	Cologne	1	white4.bmp	Image	NonBob	k	['k']	correct	0.546868	0.000000	1	2	1	2	methexp32	2018-02-01_13.59.53.370000
120	Cologne	1	white1.bmp	Image	NonBob	k	['k']	correct	0.387578	0.000000	1	2	1	2	methexp32	2018-02-01_13.59.53.370000
120	Cologne	1	white2.bmp	Image	Bob	d	['d']	correct	0.592100	0.000000	1	2	1	2	methexp32	2018-02-01_13.59.53.370000
120	Cologne	1	white3.bmp	Image	NonBob	k	['k']	correct	0.392511	0.000000	1	2	1	2	methexp32	2018-02-01_13.59.53.370000
120	Cologne	1	white2.bmp	Image	Bob	d	['d']	correct	0.412699	0.000000	1	2	1	2	methexp32	2018-02-01_13.59.53.370000
120	Cologne	1	white2.bmp	Image	Bob	d	['d']	correct	0.420909	0.000000	1	2	1	2	methexp32	2018-02-01_13.59.53.370000
120	Cologne	1	bob1.bmp	Image	NonBob	k	['k']	correct	0.503677	0.000000	1	2	1	2	methexp32	2018-02-01_13.59.53.370000
120	Cologne	1	white2.bmp	Image	Bob	d	['d']	correct	0.448605	0.000000	1	2	1	2	methexp32	2018-02-01_13.59.53.370000
120	Cologne	1	white2.bmp	Image	Bob	d	['d']	correct	0.381560	0.000000	1	2	1	2	methexp32	2018-02-01_13.59.53.370000
120	Cologne	1	white5.bmp	Image	NonBob	k	['k']	correct	0.409096	0.000000	1	2	1	2	methexp32	2018-02-01_13.59.53.370000
120	Cologne	1	white2.bmp	Image	Bob	d	['d']	correct	0.477893	0.000000	1	2	1	2	methexp32	2018-02-01_13.59.53.370000
120	Cologne	1	white2.bmp	Image	Bob	d	['d']	correct	0.375099	0.000000	1	2	1	2	methexp32	2018-02-01_13.59.53.370000
120	Cologne	1	white3.bmp	Image	NonBob	k	['k']	correct	0.408633	0.000000	1	2	1	2	methexp32	2018-02-01_13.59.53.370000
120	Cologne	1	white4.bmp	Image	NonBob	k	['k']	correct	0.544999	0.000000	1	2	1	2	methexp32	2018-02-01_13.59.53.370000
120	Cologne	1	white2.bmp	Image	Bob	d	['d']	correct	0.475954	0.000000	1	2	1	2	methexp32	2018-02-01_13.59.53.370000
120	Cologne	1	white2.bmp	Image	Bob	d	['d']	correct	0.452034	0.000000	1	2	1	2	methexp32	2018-02-01_13.59.53.370000
120	Cologne	2	NETT	Text	pos	d	['d']	correct	0.536416	0.000000	1	2	1	2	methexp32	2018-02-01_13.59.53.370000
120	Cologne	2	VERFAULT	Text	neg	k	['k']	correct	0.616925	0.000000	1	2	1	2	methexp32	2018-02-01_13.59.53.370000
120	Cologne	2	MINDERWERTIG	Text	neg	k	['k']	correct	0.697282	0.000000	1	2	1	2	methexp32	2018-02-01_13.59.53.370000
120	Cologne	2	AUSGEZEICHNET	Text	pos	d	['d']	correct	0.628832	0.000000	1	2	1	2	methexp32	2018-02-01_13.59.53.370000
120	Cologne	2	ABSTOßEND	Text	neg	k	['k']	correct	0.640448	0.000000	1	2	1	2	methexp32	2018-02-01_13.59.53.370000
120	Cologne	2	PRÄCHTIG	Text	pos	d	['d']	correct	0.508958	0.000000	1	2	1	2	methexp32	2018-02-01_13.59.53.370000
120	Cologne	2	GRAUENHAFT	Text	neg	k	['k']	correct	0.595896	0.000000	1	2	1	2	methexp32	2018-02-01_13.59.53.370000
120	Cologne	2	EXZELLENT	Text	pos	d	['d']	correct	0.562627	0.000000	1	2	1	2	methexp32	2018-02-01_13.59.53.370000
120	Cologne	2	SAGENHAFT	Text	pos	d	['d']	correct	0.584957	0.000000	1	2	1	2	methexp32	2018-02-01_13.59.53.370000
120	Cologne	2	HERRLICH	Text	pos	d	['d']	correct	0.501035	0.000000	1	2	1	2	methexp32	2018-02-01_13.59.53.370000
120	Cologne	2	FURCHTBAR	Text	neg	k	['k']	correct	0.626041	0.000000	1	2	1	2	methexp32	2018-02-01_13.59.53.370000
120	Cologne	2	ENTSETZLICH	Text	neg	k	['k']	correct	0.830201	0.000000	1	2	1	2	methexp32	2018-02-01_13.59.53.370000
