ParticipantNumber	Location	IATBlock	Stimulus	Category	Type	keyToPress	keyPress	Correct	RT	RTafterError	Block	Combination	ValenceBlock	MeasureOrder	computerName	timeStamp
147	Cologne	1	white1.bmp	Image	NonBob	d	['d']	correct	3.508197	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	1	white2.bmp	Image	NonBob	d	['d']	correct	6.249427	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	1	white5.bmp	Image	Bob	k	['k']	correct	1.181202	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	1	white5.bmp	Image	Bob	k	['k']	correct	0.510788	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	1	white5.bmp	Image	Bob	k	['k']	correct	0.409385	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	1	white5.bmp	Image	Bob	k	['k']	correct	0.434483	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	1	white2.bmp	Image	NonBob	d	['d']	correct	0.950696	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	1	white4.bmp	Image	NonBob	d	['d']	correct	1.258716	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	1	white4.bmp	Image	NonBob	d	['d']	correct	0.488077	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	1	white5.bmp	Image	Bob	k	['k']	correct	0.718623	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	1	white3.bmp	Image	NonBob	d	['d']	correct	0.729598	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	1	bob1.bmp	Image	NonBob	d	['d']	correct	0.922725	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	1	white1.bmp	Image	NonBob	d	['d']	correct	0.658871	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	1	white5.bmp	Image	Bob	k	['k']	correct	0.685585	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	1	bob1.bmp	Image	NonBob	d	['d']	correct	1.407450	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	1	white5.bmp	Image	Bob	k	['k']	correct	0.621653	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	1	white5.bmp	Image	Bob	k	['k']	correct	0.571109	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	1	white3.bmp	Image	NonBob	d	['d']	correct	0.654874	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	1	white5.bmp	Image	Bob	k	['k']	correct	0.647856	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	1	white5.bmp	Image	Bob	k	['k']	correct	0.508294	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	2	FURCHTBAR	Text	neg	k	['k']	correct	3.045196	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	2	MINDERWERTIG	Text	neg	k	['k']	correct	3.574498	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	2	SCHRECKLICH	Text	neg	k	['k']	correct	1.883278	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	2	PRÄCHTIG	Text	pos	d	['d']	correct	1.782140	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	2	ENTSETZLICH	Text	neg	k	['k']	correct	1.109714	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	2	﻿BELEIDIGEND	Text	neg	k	['k']	correct	2.043870	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	2	EKLIG	Text	neg	k	['k']	correct	0.770702	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	2	﻿GROßARTIG	Text	pos	d	['d']	correct	0.991827	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	2	EXZELLENT	Text	pos	d	['d']	correct	0.943693	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	2	VORTEILHAFT	Text	pos	d	['d']	correct	1.671876	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	2	BÖSE	Text	neg	k	['k']	correct	0.699686	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	2	AUSGEZEICHNET	Text	pos	d	['d']	correct	1.195649	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	2	HERRLICH	Text	pos	d	['d']	correct	0.771767	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	2	ABSTOßEND	Text	neg	k	['k']	correct	0.936143	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	2	VERFAULT	Text	neg	k	['k']	correct	1.664716	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	2	WUNDERVOLL	Text	pos	d	['d']	correct	0.779163	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	2	GRAUENHAFT	Text	neg	k	['k']	correct	1.517738	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	2	NETT	Text	pos	d	['d']	correct	0.947907	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	2	SAGENHAFT	Text	pos	d	['d']	correct	1.762596	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	2	WUNDERBAR	Text	pos	d	['d']	correct	0.800050	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
147	Cologne	34	white5.bmp	Image	Bob	k	['k']	correct	2.474237	0.000000	1	1	1	1	methexp32	2018-02-09_10.00.56.174000
