ParticipantNumber	Location	IATBlock	Stimulus	Category	Type	keyToPress	keyPress	Correct	RT	RTafterError	Block	Combination	ValenceBlock	MeasureOrder	computerName	timeStamp
140	Cologne	1	white2.bmp	Image	NonBob	k	['k']	correct	2.285875	0.000000	1	2	2	1	methexp32	2018-02-06_10.56.32.191000
140	Cologne	1	white3.bmp	Image	Bob	d	['d']	correct	0.922680	0.000000	1	2	2	1	methexp32	2018-02-06_10.56.32.191000
140	Cologne	1	white3.bmp	Image	Bob	d	['d']	correct	0.427699	0.000000	1	2	2	1	methexp32	2018-02-06_10.56.32.191000
140	Cologne	1	white3.bmp	Image	Bob	d	['d']	correct	0.281638	0.000000	1	2	2	1	methexp32	2018-02-06_10.56.32.191000
140	Cologne	1	white1.bmp	Image	NonBob	k	['k']	correct	0.505720	0.000000	1	2	2	1	methexp32	2018-02-06_10.56.32.191000
140	Cologne	1	white3.bmp	Image	Bob	d	['d']	correct	0.384931	0.000000	1	2	2	1	methexp32	2018-02-06_10.56.32.191000
140	Cologne	1	bob1.bmp	Image	NonBob	k	['k']	correct	0.592307	0.000000	1	2	2	1	methexp32	2018-02-06_10.56.32.191000
140	Cologne	1	white3.bmp	Image	Bob	d	['d']	correct	0.633620	0.000000	1	2	2	1	methexp32	2018-02-06_10.56.32.191000
140	Cologne	1	white3.bmp	Image	Bob	d	['d']	correct	0.372527	0.000000	1	2	2	1	methexp32	2018-02-06_10.56.32.191000
140	Cologne	1	bob1.bmp	Image	NonBob	k	['k']	correct	0.459708	0.000000	1	2	2	1	methexp32	2018-02-06_10.56.32.191000
140	Cologne	1	white1.bmp	Image	NonBob	k	['k']	correct	0.630267	0.000000	1	2	2	1	methexp32	2018-02-06_10.56.32.191000
140	Cologne	1	white5.bmp	Image	NonBob	k	['k']	correct	0.356516	0.000000	1	2	2	1	methexp32	2018-02-06_10.56.32.191000
140	Cologne	1	white3.bmp	Image	Bob	d	['k']	error	0.282821	1.094982	1	2	2	1	methexp32	2018-02-06_10.56.32.191000
140	Cologne	1	white4.bmp	Image	NonBob	k	['k']	correct	0.649658	0.000000	1	2	2	1	methexp32	2018-02-06_10.56.32.191000
140	Cologne	1	white2.bmp	Image	NonBob	k	['k']	correct	0.605670	0.000000	1	2	2	1	methexp32	2018-02-06_10.56.32.191000
140	Cologne	1	white4.bmp	Image	NonBob	k	['k']	correct	0.298802	0.000000	1	2	2	1	methexp32	2018-02-06_10.56.32.191000
140	Cologne	1	white3.bmp	Image	Bob	d	['d']	correct	0.569119	0.000000	1	2	2	1	methexp32	2018-02-06_10.56.32.191000
140	Cologne	1	white3.bmp	Image	Bob	d	['d']	correct	0.316263	0.000000	1	2	2	1	methexp32	2018-02-06_10.56.32.191000
140	Cologne	1	white3.bmp	Image	Bob	d	['d']	correct	0.261567	0.000000	1	2	2	1	methexp32	2018-02-06_10.56.32.191000
140	Cologne	1	white5.bmp	Image	NonBob	k	['k']	correct	0.492620	0.000000	1	2	2	1	methexp32	2018-02-06_10.56.32.191000
140	Cologne	2	NETT	Text	pos	d	['d']	correct	1.112343	0.000000	1	2	2	1	methexp32	2018-02-06_10.56.32.191000
140	Cologne	2	GRAUENHAFT	Text	neg	k	['k']	correct	0.927695	0.000000	1	2	2	1	methexp32	2018-02-06_10.56.32.191000
140	Cologne	2	EKLIG	Text	neg	k	['k']	correct	0.701516	0.000000	1	2	2	1	methexp32	2018-02-06_10.56.32.191000
140	Cologne	2	FURCHTBAR	Text	neg	k	['k']	correct	1.309322	0.000000	1	2	2	1	methexp32	2018-02-06_10.56.32.191000
140	Cologne	2	HERRLICH	Text	pos	d	['d']	correct	0.613575	0.000000	1	2	2	1	methexp32	2018-02-06_10.56.32.191000
