ParticipantNumber	Location	IATBlock	Stimulus	Category	Type	keyToPress	keyPress	Correct	RT	RTafterError	Block	Combination	ValenceBlock	MeasureOrder	computerName	timeStamp
109	Cologne	1	white4.bmp	Image	NonBob	k	['k']	correct	1.695579	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	1	white3.bmp	Image	Bob	d	['d']	correct	0.832985	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	1	white3.bmp	Image	Bob	d	['d']	correct	0.564380	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	1	bob1.bmp	Image	NonBob	k	['k']	correct	0.748161	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	1	white3.bmp	Image	Bob	d	['d']	correct	0.677547	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	1	bob1.bmp	Image	NonBob	k	['k']	correct	0.738225	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	1	white1.bmp	Image	NonBob	k	['k']	correct	0.640083	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	1	white3.bmp	Image	Bob	d	['d']	correct	0.599715	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	1	white5.bmp	Image	NonBob	k	['k']	correct	0.548319	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	1	white3.bmp	Image	Bob	d	['d']	correct	0.615197	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	1	white3.bmp	Image	Bob	d	['d']	correct	0.605007	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	1	white5.bmp	Image	NonBob	k	['k']	correct	0.509998	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	1	white4.bmp	Image	NonBob	k	['k']	correct	0.619740	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	1	white1.bmp	Image	NonBob	k	['k']	correct	0.518958	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	1	white3.bmp	Image	Bob	d	['d']	correct	0.611417	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	1	white2.bmp	Image	NonBob	k	['k']	correct	0.556193	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	1	white3.bmp	Image	Bob	d	['d']	correct	0.748091	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	1	white2.bmp	Image	NonBob	k	['k']	correct	0.494253	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	1	white3.bmp	Image	Bob	d	['d']	correct	0.542011	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	1	white3.bmp	Image	Bob	d	['d']	correct	0.554114	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	2	WUNDERBAR	Text	pos	k	['k']	correct	1.202984	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	2	MINDERWERTIG	Text	neg	d	['d']	correct	0.729194	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	2	SAGENHAFT	Text	pos	k	['k']	correct	0.896776	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	2	VERFAULT	Text	neg	d	['d']	correct	0.982908	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	2	BÖSE	Text	neg	d	['d']	correct	0.550316	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	2	GRAUENHAFT	Text	neg	d	['d']	correct	0.848006	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	2	FURCHTBAR	Text	neg	d	['d']	correct	0.692972	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	2	EKLIG	Text	neg	d	['d']	correct	0.530234	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	2	ABSTOßEND	Text	neg	d	['d']	correct	0.518593	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	2	SCHRECKLICH	Text	neg	d	['d']	correct	0.512493	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	2	AUSGEZEICHNET	Text	pos	k	['k']	correct	0.743869	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	2	HERRLICH	Text	pos	k	['k']	correct	0.563235	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	2	ENTSETZLICH	Text	neg	d	['d']	correct	0.790382	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	2	VORTEILHAFT	Text	pos	k	['k']	correct	0.624156	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	2	NETT	Text	pos	k	['k']	correct	0.733691	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	2	﻿BELEIDIGEND	Text	neg	d	['d']	correct	0.792050	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	2	PRÄCHTIG	Text	pos	k	['k']	correct	0.926317	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	2	EXZELLENT	Text	pos	k	['k']	correct	0.634453	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	2	WUNDERVOLL	Text	pos	k	['k']	correct	0.591502	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	2	﻿GROßARTIG	Text	pos	k	['k']	correct	0.673334	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	34	SAGENHAFT	Text	pos	k	['k']	correct	1.277638	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	34	SCHRECKLICH	Text	neg	d	['d']	correct	0.674471	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	34	﻿BELEIDIGEND	Text	neg	d	['d']	correct	0.877930	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	34	white3.bmp	Image	Bob	d	['d']	correct	0.573429	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	34	WUNDERBAR	Text	pos	k	['k']	correct	0.798928	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	34	white5.bmp	Image	NonBob	k	['k']	correct	0.558969	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
109	Cologne	34	white3.bmp	Image	Bob	d	['d']	correct	0.863214	0.000000	1	1	2	2	methexp32	2018-01-31_15.58.06.286000
