ParticipantNumber	Location	IATBlock	Stimulus	Category	Type	keyToPress	keyPress	Correct	RT	RTafterError	Block	Combination	ValenceBlock	MeasureOrder	computerName	timeStamp
103	Cologne	1	white2.bmp	Image	NonBob	d	['d']	correct	0.496036	0.000000	1	1	1	2	methexp32	2018-01-30_16.53.56.612000
103	Cologne	1	white5.bmp	Image	Bob	k	['k']	correct	0.432773	0.000000	1	1	1	2	methexp32	2018-01-30_16.53.56.612000
103	Cologne	1	white5.bmp	Image	Bob	k	['k']	correct	0.445132	0.000000	1	1	1	2	methexp32	2018-01-30_16.53.56.612000
103	Cologne	1	white5.bmp	Image	Bob	k	['k']	correct	0.368925	0.000000	1	1	1	2	methexp32	2018-01-30_16.53.56.612000
103	Cologne	1	white5.bmp	Image	Bob	k	['k']	correct	0.458044	0.000000	1	1	1	2	methexp32	2018-01-30_16.53.56.612000
103	Cologne	1	bob1.bmp	Image	NonBob	d	['d']	correct	0.415441	0.000000	1	1	1	2	methexp32	2018-01-30_16.53.56.612000
103	Cologne	1	white1.bmp	Image	NonBob	d	['d']	correct	0.412962	0.000000	1	1	1	2	methexp32	2018-01-30_16.53.56.612000
103	Cologne	1	white3.bmp	Image	NonBob	d	['d']	correct	0.374043	0.000000	1	1	1	2	methexp32	2018-01-30_16.53.56.612000
103	Cologne	1	white5.bmp	Image	Bob	k	['k']	correct	0.362306	0.000000	1	1	1	2	methexp32	2018-01-30_16.53.56.612000
103	Cologne	1	bob1.bmp	Image	NonBob	d	['d']	correct	0.400667	0.000000	1	1	1	2	methexp32	2018-01-30_16.53.56.612000
103	Cologne	1	white5.bmp	Image	Bob	k	['k']	correct	0.414222	0.000000	1	1	1	2	methexp32	2018-01-30_16.53.56.612000
103	Cologne	1	white5.bmp	Image	Bob	k	['k']	correct	0.417264	0.000000	1	1	1	2	methexp32	2018-01-30_16.53.56.612000
103	Cologne	1	white1.bmp	Image	NonBob	d	['d']	correct	0.359882	0.000000	1	1	1	2	methexp32	2018-01-30_16.53.56.612000
103	Cologne	1	white5.bmp	Image	Bob	k	['k']	correct	0.325172	0.000000	1	1	1	2	methexp32	2018-01-30_16.53.56.612000
103	Cologne	1	white5.bmp	Image	Bob	k	['k']	correct	0.327948	0.000000	1	1	1	2	methexp32	2018-01-30_16.53.56.612000
103	Cologne	1	white4.bmp	Image	NonBob	d	['d']	correct	0.377153	0.000000	1	1	1	2	methexp32	2018-01-30_16.53.56.612000
103	Cologne	1	white5.bmp	Image	Bob	k	['k']	correct	0.302494	0.000000	1	1	1	2	methexp32	2018-01-30_16.53.56.612000
103	Cologne	1	white2.bmp	Image	NonBob	d	['d']	correct	0.309803	0.000000	1	1	1	2	methexp32	2018-01-30_16.53.56.612000
103	Cologne	1	white4.bmp	Image	NonBob	d	['d']	correct	0.437985	0.000000	1	1	1	2	methexp32	2018-01-30_16.53.56.612000
103	Cologne	1	white3.bmp	Image	NonBob	d	['d']	correct	0.384886	0.000000	1	1	1	2	methexp32	2018-01-30_16.53.56.612000
103	Cologne	2	ABSTOßEND	Text	neg	k	['d']	error	0.659513	2.636476	1	1	1	2	methexp32	2018-01-30_16.53.56.612000
103	Cologne	2	WUNDERVOLL	Text	pos	d	['k']	error	0.790285	3.225030	1	1	1	2	methexp32	2018-01-30_16.53.56.612000
103	Cologne	2	GRAUENHAFT	Text	neg	k	['k']	correct	1.006686	0.000000	1	1	1	2	methexp32	2018-01-30_16.53.56.612000
103	Cologne	2	VERFAULT	Text	neg	k	['k']	correct	0.682601	0.000000	1	1	1	2	methexp32	2018-01-30_16.53.56.612000
103	Cologne	2	AUSGEZEICHNET	Text	pos	d	['d']	correct	0.538570	0.000000	1	1	1	2	methexp32	2018-01-30_16.53.56.612000
103	Cologne	2	PRÄCHTIG	Text	pos	d	['d']	correct	0.569244	0.000000	1	1	1	2	methexp32	2018-01-30_16.53.56.612000
103	Cologne	2	ENTSETZLICH	Text	neg	k	['k']	correct	0.623872	0.000000	1	1	1	2	methexp32	2018-01-30_16.53.56.612000
103	Cologne	2	HERRLICH	Text	pos	d	['d']	correct	0.878781	0.000000	1	1	1	2	methexp32	2018-01-30_16.53.56.612000
103	Cologne	2	WUNDERBAR	Text	pos	d	['d']	correct	0.732293	0.000000	1	1	1	2	methexp32	2018-01-30_16.53.56.612000
103	Cologne	2	EKLIG	Text	neg	k	['k']	correct	0.565272	0.000000	1	1	1	2	methexp32	2018-01-30_16.53.56.612000
103	Cologne	2	﻿GROßARTIG	Text	pos	d	['d']	correct	0.934245	0.000000	1	1	1	2	methexp32	2018-01-30_16.53.56.612000
103	Cologne	2	MINDERWERTIG	Text	neg	k	['k']	correct	0.596772	0.000000	1	1	1	2	methexp32	2018-01-30_16.53.56.612000
103	Cologne	2	EXZELLENT	Text	pos	d	['d']	correct	0.464133	0.000000	1	1	1	2	methexp32	2018-01-30_16.53.56.612000
