ParticipantNumber	Location	IATBlock	Stimulus	Category	Type	keyToPress	keyPress	Correct	RT	RTafterError	Block	Combination	ValenceBlock	MeasureOrder	computerName	timeStamp
142	Cologne	1	white3.bmp	Image	Bob	k	['k']	correct	1.327888	0.000000	1	2	2	2	methexp32	2018-02-06_11.54.00.034000
142	Cologne	1	white3.bmp	Image	Bob	k	['k']	correct	0.847985	0.000000	1	2	2	2	methexp32	2018-02-06_11.54.00.034000
142	Cologne	1	white5.bmp	Image	NonBob	d	['d']	correct	0.735249	0.000000	1	2	2	2	methexp32	2018-02-06_11.54.00.034000
142	Cologne	1	white3.bmp	Image	Bob	k	['k']	correct	0.626056	0.000000	1	2	2	2	methexp32	2018-02-06_11.54.00.034000
142	Cologne	1	white3.bmp	Image	Bob	k	['k']	correct	0.568070	0.000000	1	2	2	2	methexp32	2018-02-06_11.54.00.034000
142	Cologne	1	white3.bmp	Image	Bob	k	['k']	correct	0.615888	0.000000	1	2	2	2	methexp32	2018-02-06_11.54.00.034000
142	Cologne	1	bob1.bmp	Image	NonBob	d	['d']	correct	0.664046	0.000000	1	2	2	2	methexp32	2018-02-06_11.54.00.034000
142	Cologne	1	white2.bmp	Image	NonBob	d	['d']	correct	0.648867	0.000000	1	2	2	2	methexp32	2018-02-06_11.54.00.034000
142	Cologne	1	white1.bmp	Image	NonBob	d	['d']	correct	0.930365	0.000000	1	2	2	2	methexp32	2018-02-06_11.54.00.034000
142	Cologne	1	white4.bmp	Image	NonBob	d	['d']	correct	0.668567	0.000000	1	2	2	2	methexp32	2018-02-06_11.54.00.034000
142	Cologne	1	white3.bmp	Image	Bob	k	['k']	correct	0.556857	0.000000	1	2	2	2	methexp32	2018-02-06_11.54.00.034000
142	Cologne	1	white3.bmp	Image	Bob	k	['k']	correct	0.508966	0.000000	1	2	2	2	methexp32	2018-02-06_11.54.00.034000
142	Cologne	1	white2.bmp	Image	NonBob	d	['d']	correct	0.483707	0.000000	1	2	2	2	methexp32	2018-02-06_11.54.00.034000
142	Cologne	1	white3.bmp	Image	Bob	k	['k']	correct	0.519527	0.000000	1	2	2	2	methexp32	2018-02-06_11.54.00.034000
142	Cologne	1	white1.bmp	Image	NonBob	d	['d']	correct	0.547211	0.000000	1	2	2	2	methexp32	2018-02-06_11.54.00.034000
142	Cologne	1	bob1.bmp	Image	NonBob	d	['d']	correct	0.564035	0.000000	1	2	2	2	methexp32	2018-02-06_11.54.00.034000
142	Cologne	1	white3.bmp	Image	Bob	k	['k']	correct	0.543981	0.000000	1	2	2	2	methexp32	2018-02-06_11.54.00.034000
142	Cologne	1	white4.bmp	Image	NonBob	d	['d']	correct	0.490160	0.000000	1	2	2	2	methexp32	2018-02-06_11.54.00.034000
142	Cologne	1	white5.bmp	Image	NonBob	d	['d']	correct	0.578600	0.000000	1	2	2	2	methexp32	2018-02-06_11.54.00.034000
142	Cologne	1	white3.bmp	Image	Bob	k	['k']	correct	0.513321	0.000000	1	2	2	2	methexp32	2018-02-06_11.54.00.034000
