sid,bid,tid,material,instructions,material_order,stimulus_location,response_location,response_time,response_deadline,error
18,1,1,mixed deterministic,sequence concealed,random first,2,2,0.518,0.9,0
18,1,2,mixed deterministic,sequence concealed,random first,5,5,0.5169,0.9,0
18,1,3,mixed deterministic,sequence concealed,random first,2,2,0.6662,0.9,0
18,1,4,mixed deterministic,sequence concealed,random first,5,5,0.45,0.9,0
18,1,5,mixed deterministic,sequence concealed,random first,4,4,0.6172,0.9,0
18,1,6,mixed deterministic,sequence concealed,random first,6,6,0.5391,0.9,0
18,1,7,mixed deterministic,sequence concealed,random first,3,3,0.9238,0.9,0
18,1,8,mixed deterministic,sequence concealed,random first,1,1,1.2503,0.9,0
18,1,9,mixed deterministic,sequence concealed,random first,4,4,0.6126,0.9,0
18,1,10,mixed deterministic,sequence concealed,random first,6,6,0.4296,0.9,0
18,1,11,mixed deterministic,sequence concealed,random first,3,3,0.5286,0.9,0
18,1,12,mixed deterministic,sequence concealed,random first,1,1,0.4981,0.9,0
18,1,13,mixed deterministic,sequence concealed,random first,6,6,0.457,0.9,0
18,1,14,mixed deterministic,sequence concealed,random first,5,5,0.497,0.9,0
18,1,15,mixed deterministic,sequence concealed,random first,2,2,0.5156,0.9,0
18,1,16,mixed deterministic,sequence concealed,random first,5,5,0.6667,0.9,0
18,1,17,mixed deterministic,sequence concealed,random first,2,2,0.4107,0.9,0
18,1,18,mixed deterministic,sequence concealed,random first,5,5,0.4099,0.9,0
18,1,19,mixed deterministic,sequence concealed,random first,6,6,0.4501,0.9,0
18,1,20,mixed deterministic,sequence concealed,random first,4,4,0.441,0.9,0
18,1,21,mixed deterministic,sequence concealed,random first,1,1,0.4296,0.9,0
18,1,22,mixed deterministic,sequence concealed,random first,2,2,0.4401,0.9,0
18,1,23,mixed deterministic,sequence concealed,random first,6,6,0.4305,0.9,0
18,1,24,mixed deterministic,sequence concealed,random first,1,1,0.4401,0.9,0
18,1,25,mixed deterministic,sequence concealed,random first,2,2,0.4101,0.8,0
18,1,26,mixed deterministic,sequence concealed,random first,3,2,0.4989,0.8,1
18,1,27,mixed deterministic,sequence concealed,random first,6,6,0.4943,0.8,0
18,1,28,mixed deterministic,sequence concealed,random first,4,4,0.42,0.8,0
18,1,29,mixed deterministic,sequence concealed,random first,3,3,0.4005,0.8,0
18,1,30,mixed deterministic,sequence concealed,random first,6,6,0.4806,0.8,0
18,1,31,mixed deterministic,sequence concealed,random first,3,3,0.4694,0.8,0
18,1,32,mixed deterministic,sequence concealed,random first,1,1,0.4886,0.8,0
18,1,33,mixed deterministic,sequence concealed,random first,2,2,0.3803,0.8,0
18,1,34,mixed deterministic,sequence concealed,random first,6,6,0.42,0.8,0
18,1,35,mixed deterministic,sequence concealed,random first,3,3,0.4599,0.8,0
18,1,36,mixed deterministic,sequence concealed,random first,1,1,0.5187,0.8,0
18,1,37,mixed deterministic,sequence concealed,random first,6,6,0.4211,0.8,0
18,1,38,mixed deterministic,sequence concealed,random first,5,5,0.3716,0.8,0
18,1,39,mixed deterministic,sequence concealed,random first,1,1,0.3901,0.8,0
18,1,40,mixed deterministic,sequence concealed,random first,2,2,0.361,0.8,0
18,1,41,mixed deterministic,sequence concealed,random first,4,4,0.5384,0.8,0
18,1,42,mixed deterministic,sequence concealed,random first,6,6,0.4103,0.8,0
18,1,43,mixed deterministic,sequence concealed,random first,5,5,0.4888,0.8,0
18,1,44,mixed deterministic,sequence concealed,random first,1,1,0.3711,0.8,0
18,1,45,mixed deterministic,sequence concealed,random first,3,3,0.4006,0.8,0
18,1,46,mixed deterministic,sequence concealed,random first,2,2,0.4795,0.8,0
18,1,47,mixed deterministic,sequence concealed,random first,1,1,0.45,0.8,0
18,1,48,mixed deterministic,sequence concealed,random first,4,4,0.4691,0.8,0
18,1,49,mixed deterministic,sequence concealed,random first,2,2,0.5181,0.7,0
18,1,50,mixed deterministic,sequence concealed,random first,6,6,0.3512,0.7,0
18,1,51,mixed deterministic,sequence concealed,random first,5,5,0.4204,0.7,0
18,1,52,mixed deterministic,sequence concealed,random first,2,2,0.5088,0.7,0
18,1,53,mixed deterministic,sequence concealed,random first,5,4,0.4393,0.7,1
18,1,54,mixed deterministic,sequence concealed,random first,4,4,0.5136,0.7,0
18,1,55,mixed deterministic,sequence concealed,random first,5,5,0.4199,0.7,0
18,1,56,mixed deterministic,sequence concealed,random first,1,1,0.4989,0.7,0
18,1,57,mixed deterministic,sequence concealed,random first,5,5,0.6379,0.7,0
18,1,58,mixed deterministic,sequence concealed,random first,4,4,0.4394,0.7,0
18,1,59,mixed deterministic,sequence concealed,random first,5,5,0.4897,0.7,0
18,1,60,mixed deterministic,sequence concealed,random first,1,1,0.5495,0.7,0
18,1,61,mixed deterministic,sequence concealed,random first,5,5,0.4993,0.7,0
18,1,62,mixed deterministic,sequence concealed,random first,1,1,0.7926,0.7,0
18,1,63,mixed deterministic,sequence concealed,random first,3,3,0.8947,0.7,0
18,1,64,mixed deterministic,sequence concealed,random first,6,6,0.5937,0.7,0
18,1,65,mixed deterministic,sequence concealed,random first,4,4,0.402,0.7,0
18,1,66,mixed deterministic,sequence concealed,random first,2,3,0.4207,0.7,1
18,1,67,mixed deterministic,sequence concealed,random first,4,4,0.7354,0.7,0
18,1,68,mixed deterministic,sequence concealed,random first,5,5,0.6026,0.7,0
18,1,69,mixed deterministic,sequence concealed,random first,3,4,0.5291,0.7,1
18,1,70,mixed deterministic,sequence concealed,random first,1,1,0.5726,0.7,0
18,1,71,mixed deterministic,sequence concealed,random first,2,2,0.4794,0.7,0
18,1,72,mixed deterministic,sequence concealed,random first,1,1,0.4501,0.7,0
18,1,73,mixed deterministic,sequence concealed,random first,3,3,0.4897,0.6,0
18,1,74,mixed deterministic,sequence concealed,random first,1,1,0.4598,0.6,0
18,1,75,mixed deterministic,sequence concealed,random first,3,3,0.3704,0.6,0
18,1,76,mixed deterministic,sequence concealed,random first,1,1,0.3606,0.6,0
18,1,77,mixed deterministic,sequence concealed,random first,5,5,0.5888,0.6,0
18,1,78,mixed deterministic,sequence concealed,random first,6,6,0.5184,0.6,0
18,1,79,mixed deterministic,sequence concealed,random first,5,6,0.391,0.6,1
18,1,80,mixed deterministic,sequence concealed,random first,6,6,0.4464,0.6,0
