N
y
N
N
N
N
N
N
N
minus
c
y
period
comma
c
minus
c
y
N
N
period
N
x
N
N
x
N
minus
c
y
N
N
N
N
N
N
N
N
period
comma
x
minus
c
y
N
N
N
N
N
N
N
minus
c
y
N
period
x
N
x
minus
c
y
N
minus
c
y
period
comma
N
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
N
comma
x
c
y
N
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
N
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
N
x
N
comma
x
minus
N
y
period
comma
x
minus
c
y
period
comma
x
minus
N
y
period
comma
x
minus
N
y
period
comma
x
minus
comma
y
period
comma
x
minus
comma
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
N
comma
c
y
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
comma
comma
N
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
N
c
period
comma
c
minus
c
y
period
comma
x
minus
c
comma
N
comma
x
minus
c
y
period
comma
x
minus
c
y
minus
period
c
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
x
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
N
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
minus
period
x
minus
c
y
period
comma
c
minus
c
y
period
comma
x
minus
c
y
N
comma
x
minus
N
y
period
comma
c
minus
N
N
period
comma
x
minus
c
y
N
comma
c
y
c
y
period
comma
x
minus
c
minus
period
comma
c
minus
c
N
N
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
x
minus
N
period
N
minus
x
y
period
comma
x
minus
comma
x
minus
period
comma
c
y
period
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
N
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
c
minus
N
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
N
comma
y
comma
c
y
period
comma
x
minus
c
y
period
comma
x
minus
comma
c
period
comma
c
c
N
y
period
comma
N
minus
c
y
period
comma
c
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
N
y
period
comma
c
N
minus
y
y
N
c
minus
c
y
N
period
comma
c
x
minus
period
x
comma
period
minus
x
c
comma
c
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
N
period
comma
c
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
minus
period
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
N
period
comma
c
N
c
period
comma
x
minus
c
y
period
comma
c
y
N
y
N
period
x
y
c
y
period
comma
x
period
c
y
period
comma
x
minus
c
y
N
period
c
y
c
y
period
comma
c
minus
c
y
minus
period
comma
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
y
minus
c
y
period
comma
N
x
minus
c
y
comma
x
minus
c
y
period
comma
c
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
c
minus
c
y
period
comma
x
minus
c
y
N
N
x
period
minus
y
period
period
comma
minus
c
y
period
comma
y
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
period
x
minus
c
y
period
comma
x
minus
c
y
period
comma
N
minus
c
y
period
comma
c
minus
c
y
N
period
N
minus
c
y
period
comma
x
minus
c
y
period
c
x
minus
c
y
N
period
comma
x
c
y
N
period
c
minus
c
y
period
comma
N
x
minus
c
period
comma
c
minus
c
y
period
comma
x
minus
c
y
period
c
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
N
comma
x
minus
c
y
period
comma
x
minus
c
y
period
c
x
minus
c
y
period
comma
N
minus
c
y
period
c
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
N
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
minus
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
N
comma
minus
c
y
period
comma
x
minus
c
y
minus
period
comma
c
N
c
period
comma
x
c
N
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
N
N
x
minus
c
y
period
comma
x
minus
c
y
period
comma
c
minus
y
y
N
period
comma
x
N
N
N
comma
x
y
minus
y
minus
period
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
N
c
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
c
minus
c
y
minus
period
N
minus
c
y
period
comma
x
minus
period
comma
minus
N
x
minus
c
y
N
comma
x
minus
c
y
minus
period
comma
c
minus
N
period
N
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
c
N
y
minus
period
comma
minus
c
y
period
comma
x
minus
c
y
minus
period
comma
minus
x
y
N
period
comma
c
x
N
N
N
N
c
c
y
minus
period
period
N
c
c
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
period
minus
y
period
comma
c
N
N
y
minus
period
comma
minus
c
y
period
comma
x
minus
c
y
period
comma
c
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
x
minus
c
y
period
comma
c
minus
c
y
period
comma
x
N
minus
y
minus
comma
N
minus
c
y
period
comma
x
minus
x
y
minus
period
comma
minus
c
y
minus
period
comma
c
minus
y
N
minus
x
minus
c
y
period
comma
x
minus
c
y
minus
comma
x
minus
c
y
period
period
x
minus
c
y
period
comma
x
minus
c
y
period
