sid,bid,tid,material,instructions,material_order,stimulus_location,response_location,response_time,response_deadline,error
127,1,1,probabilistic,sequence revealed,regular first,3,5,0.4772,0.9,1
127,1,2,probabilistic,sequence revealed,regular first,1,1,0.5762,0.9,0
127,1,3,probabilistic,sequence revealed,regular first,4,5,0.7125,0.9,1
127,1,4,probabilistic,sequence revealed,regular first,2,2,0.5828,0.9,0
127,1,5,probabilistic,sequence revealed,regular first,5,5,0.5312,0.9,0
127,1,6,probabilistic,sequence revealed,regular first,6,6,0.6359,0.9,0
127,1,7,probabilistic,sequence revealed,regular first,3,3,0.4478,0.9,0
127,1,8,probabilistic,sequence revealed,regular first,4,4,0.8524,0.9,0
127,1,9,probabilistic,sequence revealed,regular first,5,5,0.5244,0.9,0
127,1,10,probabilistic,sequence revealed,regular first,1,1,0.5731,0.9,0
127,1,11,probabilistic,sequence revealed,regular first,4,4,0.4903,0.9,0
127,1,12,probabilistic,sequence revealed,regular first,2,2,0.566,0.9,0
127,1,13,probabilistic,sequence revealed,regular first,5,5,0.4339,0.9,0
127,1,14,probabilistic,sequence revealed,regular first,6,6,0.3919,0.9,0
127,1,15,probabilistic,sequence revealed,regular first,3,3,0.3504,0.9,0
127,1,16,probabilistic,sequence revealed,regular first,1,1,0.4406,0.9,0
127,1,17,probabilistic,sequence revealed,regular first,2,2,0.6707,0.9,0
127,1,18,probabilistic,sequence revealed,regular first,6,6,0.5873,0.9,0
127,1,19,probabilistic,sequence revealed,regular first,3,3,0.7479,0.9,0
127,1,20,probabilistic,sequence revealed,regular first,1,1,0.4683,0.9,0
127,1,21,probabilistic,sequence revealed,regular first,4,5,0.6293,0.9,1
127,1,22,probabilistic,sequence revealed,regular first,2,2,0.5657,0.9,0
127,1,23,probabilistic,sequence revealed,regular first,4,4,0.5243,0.9,0
127,1,24,probabilistic,sequence revealed,regular first,2,2,0.4754,0.9,0
127,1,25,probabilistic,sequence revealed,regular first,5,5,0.4057,0.8,0
127,1,26,probabilistic,sequence revealed,regular first,6,6,0.3638,0.8,0
127,1,27,probabilistic,sequence revealed,regular first,5,5,0.7066,0.8,0
127,1,28,probabilistic,sequence revealed,regular first,2,2,0.615,0.8,0
127,1,29,probabilistic,sequence revealed,regular first,5,5,0.566,0.8,0
127,1,30,probabilistic,sequence revealed,regular first,2,2,0.4829,0.8,0
127,1,31,probabilistic,sequence revealed,regular first,5,5,0.4055,0.8,0
127,1,32,probabilistic,sequence revealed,regular first,6,6,0.4963,0.8,0
127,1,33,probabilistic,sequence revealed,regular first,3,3,0.7753,0.8,0
127,1,34,probabilistic,sequence revealed,regular first,6,6,0.5455,0.8,0
127,1,35,probabilistic,sequence revealed,regular first,3,3,0.4476,0.8,0
127,1,36,probabilistic,sequence revealed,regular first,1,1,0.5666,0.8,0
127,1,37,probabilistic,sequence revealed,regular first,2,2,0.6078,0.8,0
127,1,38,probabilistic,sequence revealed,regular first,5,5,0.6916,0.8,0
127,1,39,probabilistic,sequence revealed,regular first,6,6,0.4552,0.8,0
127,1,40,probabilistic,sequence revealed,regular first,3,3,0.5868,0.8,0
127,1,41,probabilistic,sequence revealed,regular first,1,1,0.4545,0.8,0
127,1,42,probabilistic,sequence revealed,regular first,4,5,0.4824,0.8,1
127,1,43,probabilistic,sequence revealed,regular first,6,6,0.6179,0.8,0
127,1,44,probabilistic,sequence revealed,regular first,3,3,0.6637,0.8,0
127,1,45,probabilistic,sequence revealed,regular first,4,4,0.4964,0.8,0
127,1,46,probabilistic,sequence revealed,regular first,2,2,0.5522,0.8,0
127,1,47,probabilistic,sequence revealed,regular first,5,5,0.6079,0.8,0
127,1,48,probabilistic,sequence revealed,regular first,6,6,0.5243,0.8,0
127,1,49,probabilistic,sequence revealed,regular first,3,3,0.6078,0.7,0
127,1,50,probabilistic,sequence revealed,regular first,5,5,0.5944,0.7,0
127,1,51,probabilistic,sequence revealed,regular first,6,6,0.4756,0.7,0
127,1,52,probabilistic,sequence revealed,regular first,1,1,0.5661,0.7,0
127,1,53,probabilistic,sequence revealed,regular first,5,5,1.0612,0.7,0
127,1,54,probabilistic,sequence revealed,regular first,4,4,1.3961,0.7,0
127,1,55,probabilistic,sequence revealed,regular first,2,2,0.6895,0.7,0
127,1,56,probabilistic,sequence revealed,regular first,5,5,0.7613,0.7,0
127,1,57,probabilistic,sequence revealed,regular first,6,6,1.7631,0.7,0
127,1,58,probabilistic,sequence revealed,regular first,3,3,0.6361,0.7,0
127,1,59,probabilistic,sequence revealed,regular first,1,1,0.399,0.7,0
127,1,60,probabilistic,sequence revealed,regular first,4,4,0.4964,0.7,0
127,1,61,probabilistic,sequence revealed,regular first,3,2,0.3358,0.7,1
127,1,62,probabilistic,sequence revealed,regular first,5,5,0.4192,0.7,0
127,1,63,probabilistic,sequence revealed,regular first,6,6,0.3917,0.7,0
127,1,64,probabilistic,sequence revealed,regular first,3,3,0.3916,0.7,0
127,1,65,probabilistic,sequence revealed,regular first,5,5,0.4754,0.7,0
127,1,66,probabilistic,sequence revealed,regular first,2,2,0.5033,0.7,0
127,1,67,probabilistic,sequence revealed,regular first,1,1,0.322,0.7,0
127,1,68,probabilistic,sequence revealed,regular first,4,4,0.3782,0.7,0
127,1,69,probabilistic,sequence revealed,regular first,1,1,0.4548,0.7,0
127,1,70,probabilistic,sequence revealed,regular first,5,5,0.427,0.7,0
127,1,71,probabilistic,sequence revealed,regular first,6,6,0.3087,0.7,0
127,1,72,probabilistic,sequence revealed,regular first,4,4,0.6218,0.7,0
127,1,73,probabilistic,sequence revealed,regular first,1,1,0.4269,0.6,0
127,1,74,probabilistic,sequence revealed,regular first,4,4,0.4619,0.6,0
127,1,75,probabilistic,sequence revealed,regular first,2,2,0.3571,0.6,0
127,1,76,probabilistic,sequence revealed,regular first,5,5,0.2801,0.6,0
127,1,77,probabilistic,sequence revealed,regular first,6,6,0.2801,0.6,0
127,1,78,probabilistic,sequence revealed,regular first,5,5,0.434,0.6,0
127,1,79,probabilistic,sequence revealed,regular first,4,4,0.294,0.6,0
127,1,80,probabilistic,sequence revealed,regular first,2,1,0.273,0.6,1
127,1,81,probabilistic,sequence revealed,regular first,5,4,0.3427,0.6,1
127,1,82,probabilistic,sequence revealed,regular first,6,6,0.4892,0.6,0
127,1,83,probabilistic,sequence revealed,regular first,5,5,0.3779,0.6,0
127,1,84,probabilistic,sequence revealed,regular first,6,6,0.3783,0.6,0
127,1,85,probabilistic,sequence revealed,regular first,3,3,0.4828,0.6,0
127,1,86,probabilistic,sequence revealed,regular first,1,1,0.3713,0.6,0
127,1,87,probabilistic,sequence revealed,regular first,4,4,0.4126,0.6,0
127,1,88,probabilistic,sequence revealed,regular first,6,6,0.4479,0.6,0
127,1,89,probabilistic,sequence revealed,regular first,2,2,0.4823,0.6,0
127,1,90,probabilistic,sequence revealed,regular first,5,5,0.3359,0.6,0
127,1,91,probabilistic,sequence revealed,regular first,6,6,0.4754,0.6,0
127,1,92,probabilistic,sequence revealed,regular first,3,2,0.5312,0.6,1
127,1,93,probabilistic,sequence revealed,regular first,1,1,0.454,0.6,0
127,1,94,probabilistic,sequence revealed,regular first,4,5,0.6779,0.6,1
127,1,95,probabilistic,sequence revealed,regular first,1,1,0.4873,0.6,0
127,1,96,probabilistic,sequence revealed,regular first,4,4,0.2802,0.6,0
127,1,97,probabilistic,sequence revealed,regular first,3,3,0.72,0.5,0
127,1,98,probabilistic,sequence revealed,regular first,1,1,0.3897,0.5,0
127,1,99,probabilistic,sequence revealed,regular first,4,4,0.2872,0.5,0
127,1,100,probabilistic,sequence revealed,regular first,2,2,0.4756,0.5,0
127,1,101,probabilistic,sequence revealed,regular first,5,5,0.2666,0.5,0
127,1,102,probabilistic,sequence revealed,regular first,6,6,0.3569,0.5,0
127,1,103,probabilistic,sequence revealed,regular first,4,4,0.3432,0.5,0
127,1,104,probabilistic,sequence revealed,regular first,3,3,0.5034,0.5,0
127,1,105,probabilistic,sequence revealed,regular first,1,1,0.3199,0.5,0
127,1,106,probabilistic,sequence revealed,regular first,4,4,0.2801,0.5,0
127,1,107,probabilistic,sequence revealed,regular first,2,2,0.3638,0.5,0
127,1,108,probabilistic,sequence revealed,regular first,1,2,0.4056,0.5,1
127,1,109,probabilistic,sequence revealed,regular first,6,6,0.4294,0.5,0
127,1,110,probabilistic,sequence revealed,regular first,3,3,0.2872,0.5,0
127,1,111,probabilistic,sequence revealed,regular first,5,4,0.2731,0.5,1
127,1,112,probabilistic,sequence revealed,regular first,6,6,0.3284,0.5,0
127,1,113,probabilistic,sequence revealed,regular first,4,5,0.4267,0.5,1
127,1,114,probabilistic,sequence revealed,regular first,2,2,0.5483,0.5,0
127,1,115,probabilistic,sequence revealed,regular first,4,4,0.522,0.5,0
127,1,116,probabilistic,sequence revealed,regular first,2,2,0.4824,0.5,0
127,1,117,probabilistic,sequence revealed,regular first,1,1,0.3848,0.5,0
127,1,118,probabilistic,sequence revealed,regular first,4,4,0.3429,0.5,0
127,1,119,probabilistic,sequence revealed,regular first,2,2,0.3151,0.5,0
127,1,120,probabilistic,sequence revealed,regular first,6,6,0.406,0.5,0
127,1,121,probabilistic,sequence revealed,regular first,3,3,0.4336,0.5,0
127,1,122,probabilistic,sequence revealed,regular first,1,1,0.4618,0.5,0
127,1,123,probabilistic,sequence revealed,regular first,2,2,0.3985,0.5,0
127,1,124,probabilistic,sequence revealed,regular first,5,6,0.4199,0.5,1
127,1,125,probabilistic,sequence revealed,regular first,6,6,0.3773,0.5,0
127,1,126,probabilistic,sequence revealed,regular first,3,3,0.4194,0.5,0
127,1,127,probabilistic,sequence revealed,regular first,1,1,0.4202,0.5,0
127,1,128,probabilistic,sequence revealed,regular first,4,5,0.4057,0.5,1
127,1,129,probabilistic,sequence revealed,regular first,2,2,0.4336,0.5,0
127,1,130,probabilistic,sequence revealed,regular first,5,5,0.4892,0.5,0
127,1,131,probabilistic,sequence revealed,regular first,2,2,0.3288,0.5,0
127,1,132,probabilistic,sequence revealed,regular first,5,5,0.4964,0.5,0
127,1,133,probabilistic,sequence revealed,regular first,6,6,0.3359,0.5,0
127,1,134,probabilistic,sequence revealed,regular first,3,3,0.3015,0.5,0
127,1,135,probabilistic,sequence revealed,regular first,1,1,0.3777,0.5,0
127,1,136,probabilistic,sequence revealed,regular first,4,4,0.2801,0.5,0
127,1,137,probabilistic,sequence revealed,regular first,2,2,0.3921,0.5,0
127,1,138,probabilistic,sequence revealed,regular first,5,5,0.3569,0.5,0
127,1,139,probabilistic,sequence revealed,regular first,6,6,0.3011,0.5,0
127,1,140,probabilistic,sequence revealed,regular first,3,3,0.336,0.5,0
127,1,141,probabilistic,sequence revealed,regular first,1,1,0.3846,0.5,0
127,1,142,probabilistic,sequence revealed,regular first,4,4,0.3151,0.5,0
127,1,143,probabilistic,sequence revealed,regular first,1,1,0.2804,0.5,0
127,1,144,probabilistic,sequence revealed,regular first,4,4,0.35,0.5,0
127,2,145,probabilistic,sequence revealed,regular first,3,4,0.377,0.5,1
127,2,146,probabilistic,sequence revealed,regular first,4,4,0.4507,0.5,0
127,2,147,probabilistic,sequence revealed,regular first,2,2,0.371,0.5,0
127,2,148,probabilistic,sequence revealed,regular first,5,5,0.3368,0.5,0
127,2,149,probabilistic,sequence revealed,regular first,2,2,0.343,0.5,0
127,2,150,probabilistic,sequence revealed,regular first,5,4,0.329,0.5,1
127,2,151,probabilistic,sequence revealed,regular first,6,6,0.3706,0.5,0
127,2,152,probabilistic,sequence revealed,regular first,2,2,0.3847,0.5,0
127,2,153,probabilistic,sequence revealed,regular first,3,4,0.3707,0.5,1
127,2,154,probabilistic,sequence revealed,regular first,1,1,0.468,0.5,0
127,2,155,probabilistic,sequence revealed,regular first,4,4,0.3219,0.5,0
127,2,156,probabilistic,sequence revealed,regular first,3,4,0.4404,0.5,1
127,2,157,probabilistic,sequence revealed,regular first,4,4,0.5411,0.5,0
127,2,158,probabilistic,sequence revealed,regular first,5,5,0.4476,0.5,0
127,2,159,probabilistic,sequence revealed,regular first,1,2,0.2875,0.5,1
127,2,160,probabilistic,sequence revealed,regular first,3,4,0.4681,0.5,1
127,2,161,probabilistic,sequence revealed,regular first,1,1,0.4469,0.5,0
127,2,162,probabilistic,sequence revealed,regular first,6,6,0.399,0.5,0
127,2,163,probabilistic,sequence revealed,regular first,3,3,0.4408,0.5,0
127,2,164,probabilistic,sequence revealed,regular first,1,1,0.3922,0.5,0
127,2,165,probabilistic,sequence revealed,regular first,4,4,0.3638,0.5,0
127,2,166,probabilistic,sequence revealed,regular first,2,1,0.3081,0.5,1
127,2,167,probabilistic,sequence revealed,regular first,5,5,0.4922,0.5,0
127,2,168,probabilistic,sequence revealed,regular first,6,6,0.3708,0.5,0
127,2,169,probabilistic,sequence revealed,regular first,4,4,0.3918,0.5,0
127,2,170,probabilistic,sequence revealed,regular first,2,2,0.3988,0.5,0
127,2,171,probabilistic,sequence revealed,regular first,5,5,0.3639,0.5,0
127,2,172,probabilistic,sequence revealed,regular first,6,6,0.3987,0.5,0
127,2,173,probabilistic,sequence revealed,regular first,3,3,0.3637,0.5,0
127,2,174,probabilistic,sequence revealed,regular first,2,2,0.3923,0.5,0
127,2,175,probabilistic,sequence revealed,regular first,5,5,0.4264,0.5,0
127,2,176,probabilistic,sequence revealed,regular first,3,3,0.3918,0.5,0
127,2,177,probabilistic,sequence revealed,regular first,2,2,0.2451,0.5,0
127,2,178,probabilistic,sequence revealed,regular first,4,4,0.4476,0.5,0
127,2,179,probabilistic,sequence revealed,regular first,5,5,0.3848,0.5,0
127,2,180,probabilistic,sequence revealed,regular first,4,3,0.4056,0.5,1
127,2,181,probabilistic,sequence revealed,regular first,1,1,0.4052,0.5,0
127,2,182,probabilistic,sequence revealed,regular first,2,2,0.4474,0.5,0
127,2,183,probabilistic,sequence revealed,regular first,4,5,0.3988,0.5,1
127,2,184,probabilistic,sequence revealed,regular first,6,6,0.3082,0.5,0
127,2,185,probabilistic,sequence revealed,regular first,4,4,0.3499,0.5,0
127,2,186,probabilistic,sequence revealed,regular first,2,2,0.5104,0.5,0
127,2,187,probabilistic,sequence revealed,regular first,5,5,0.4462,0.5,0
127,2,188,probabilistic,sequence revealed,regular first,6,5,0.3362,0.5,1
127,2,189,probabilistic,sequence revealed,regular first,2,2,0.4122,0.5,0
127,2,190,probabilistic,sequence revealed,regular first,3,3,0.3637,0.5,0
127,2,191,probabilistic,sequence revealed,regular first,4,4,0.3155,0.5,0
127,2,192,probabilistic,sequence revealed,regular first,2,2,0.2801,0.5,0
127,2,193,probabilistic,sequence revealed,regular first,3,3,0.3429,0.5,0
127,2,194,probabilistic,sequence revealed,regular first,1,4,0.2174,0.5,1
127,2,195,probabilistic,sequence revealed,regular first,4,4,0.4852,0.5,0
127,2,196,probabilistic,sequence revealed,regular first,1,1,0.3499,0.5,0
127,2,197,probabilistic,sequence revealed,regular first,4,4,0.3089,0.5,0
127,2,198,probabilistic,sequence revealed,regular first,6,6,0.3857,0.5,0
127,2,199,probabilistic,sequence revealed,regular first,2,2,0.3854,0.5,0
127,2,200,probabilistic,sequence revealed,regular first,3,4,0.3222,0.5,1
127,2,201,probabilistic,sequence revealed,regular first,6,6,0.4995,0.5,0
127,2,202,probabilistic,sequence revealed,regular first,5,5,0.4963,0.5,0
127,2,203,probabilistic,sequence revealed,regular first,6,5,0.3779,0.5,1
127,2,204,probabilistic,sequence revealed,regular first,3,3,0.527,0.5,0
127,2,205,probabilistic,sequence revealed,regular first,1,1,0.343,0.5,0
127,2,206,probabilistic,sequence revealed,regular first,4,4,0.2523,0.5,0
127,2,207,probabilistic,sequence revealed,regular first,5,5,0.4195,0.5,0
127,2,208,probabilistic,sequence revealed,regular first,1,2,0.2665,0.5,1
127,2,209,probabilistic,sequence revealed,regular first,6,4,0.3916,0.5,1
127,2,210,probabilistic,sequence revealed,regular first,3,1,0.3251,0.5,1
127,2,211,probabilistic,sequence revealed,regular first,6,6,0.4582,0.5,0
127,2,212,probabilistic,sequence revealed,regular first,5,5,0.4339,0.5,0
127,2,213,probabilistic,sequence revealed,regular first,3,2,0.3921,0.5,1
127,2,214,probabilistic,sequence revealed,regular first,6,6,0.3807,0.5,0
127,2,215,probabilistic,sequence revealed,regular first,2,2,0.4336,0.5,0
127,2,216,probabilistic,sequence revealed,regular first,5,5,0.4754,0.5,0
127,2,217,probabilistic,sequence revealed,regular first,6,6,0.4754,0.5,0
127,2,218,probabilistic,sequence revealed,regular first,1,1,0.3918,0.5,0
127,2,219,probabilistic,sequence revealed,regular first,2,2,0.4616,0.5,0
127,2,220,probabilistic,sequence revealed,regular first,5,5,0.4754,0.5,0
127,2,221,probabilistic,sequence revealed,regular first,6,6,0.4548,0.5,0
127,2,222,probabilistic,sequence revealed,regular first,2,2,0.3988,0.5,0
127,2,223,probabilistic,sequence revealed,regular first,1,1,0.3572,0.5,0
127,2,224,probabilistic,sequence revealed,regular first,6,6,0.4195,0.5,0
127,2,225,probabilistic,sequence revealed,regular first,5,4,0.3223,0.5,1
127,2,226,probabilistic,sequence revealed,regular first,6,6,0.4053,0.5,0
127,2,227,probabilistic,sequence revealed,regular first,2,2,0.4544,0.5,0
127,2,228,probabilistic,sequence revealed,regular first,5,5,0.2875,0.5,0
127,2,229,probabilistic,sequence revealed,regular first,6,6,0.4408,0.5,0
127,2,230,probabilistic,sequence revealed,regular first,5,4,0.5038,0.5,1
127,2,231,probabilistic,sequence revealed,regular first,3,2,0.3571,0.5,1
127,2,232,probabilistic,sequence revealed,regular first,4,3,-0.1901,0.5,1
127,2,233,probabilistic,sequence revealed,regular first,5,5,0.4175,0.5,0
127,2,234,probabilistic,sequence revealed,regular first,2,2,0.2803,0.5,0
127,2,235,probabilistic,sequence revealed,regular first,6,6,0.3081,0.5,0
127,2,236,probabilistic,sequence revealed,regular first,2,2,0.2872,0.5,0
127,2,237,probabilistic,sequence revealed,regular first,5,5,0.2661,0.5,0
127,2,238,probabilistic,sequence revealed,regular first,6,6,0.315,0.5,0
127,2,239,probabilistic,sequence revealed,regular first,3,2,0.2593,0.5,1
