sid,bid,tid,material,instructions,material_order,stimulus_location,response_location,response_time,response_deadline,error
10,1,1,probabilistic,sequence concealed,random first,3,3,0.5002,0.9,0
10,1,2,probabilistic,sequence concealed,random first,6,6,0.4194,0.9,0
10,1,3,probabilistic,sequence concealed,random first,4,3,0.5242,0.9,1
10,1,4,probabilistic,sequence concealed,random first,3,3,0.4157,0.9,0
10,1,5,probabilistic,sequence concealed,random first,1,1,0.4543,0.9,0
10,1,6,probabilistic,sequence concealed,random first,4,4,0.4473,0.9,0
10,1,7,probabilistic,sequence concealed,random first,1,1,0.5589,0.9,0
10,1,8,probabilistic,sequence concealed,random first,2,2,0.3918,0.9,0
10,1,9,probabilistic,sequence concealed,random first,5,5,0.4478,0.9,0
10,1,10,probabilistic,sequence concealed,random first,3,3,0.4195,0.9,0
10,1,11,probabilistic,sequence concealed,random first,6,6,0.3847,0.9,0
10,1,12,probabilistic,sequence concealed,random first,2,2,0.4058,0.9,0
10,1,13,probabilistic,sequence concealed,random first,6,6,0.392,0.9,0
10,1,14,probabilistic,sequence concealed,random first,5,5,0.3917,0.9,0
10,1,15,probabilistic,sequence concealed,random first,3,2,0.42,0.9,1
10,1,16,probabilistic,sequence concealed,random first,1,1,0.5238,0.9,0
10,1,17,probabilistic,sequence concealed,random first,2,2,0.4752,0.9,0
10,1,18,probabilistic,sequence concealed,random first,6,6,0.4475,0.9,0
10,1,19,probabilistic,sequence concealed,random first,4,3,0.4265,0.9,1
10,1,20,probabilistic,sequence concealed,random first,5,5,0.6039,0.9,0
10,1,21,probabilistic,sequence concealed,random first,2,3,0.4962,0.9,1
10,1,22,probabilistic,sequence concealed,random first,6,6,0.475,0.9,0
10,1,23,probabilistic,sequence concealed,random first,4,4,0.5033,0.9,0
10,1,24,probabilistic,sequence concealed,random first,5,5,0.4406,0.9,0
10,1,25,probabilistic,sequence concealed,random first,3,2,0.4337,0.8,1
10,1,26,probabilistic,sequence concealed,random first,2,2,0.5381,0.8,0
10,1,27,probabilistic,sequence concealed,random first,1,1,0.4474,0.8,0
10,1,28,probabilistic,sequence concealed,random first,2,2,0.3986,0.8,0
