sid,bid,tid,material,instructions,material_order,stimulus_location,response_location,response_time,response_deadline,error
130,1,1,probabilistic,sequence revealed,regular first,3,3,1.186,0.9,0
130,1,2,probabilistic,sequence revealed,regular first,1,1,0.5565,0.9,0
130,1,3,probabilistic,sequence revealed,regular first,4,4,0.8868,0.9,0
130,1,4,probabilistic,sequence revealed,regular first,2,2,0.6495,0.9,0
130,1,5,probabilistic,sequence revealed,regular first,5,5,0.6148,0.9,0
130,1,6,probabilistic,sequence revealed,regular first,6,6,0.4475,0.9,0
130,1,7,probabilistic,sequence revealed,regular first,3,3,0.7961,0.9,0
130,1,8,probabilistic,sequence revealed,regular first,4,4,0.8868,0.9,0
130,1,9,probabilistic,sequence revealed,regular first,5,5,0.538,0.9,0
130,1,10,probabilistic,sequence revealed,regular first,1,1,0.6844,0.9,0
130,1,11,probabilistic,sequence revealed,regular first,4,5,0.7127,0.9,1
130,1,12,probabilistic,sequence revealed,regular first,2,2,1.2523,0.9,0
130,1,13,probabilistic,sequence revealed,regular first,5,5,0.7056,0.9,0
130,1,14,probabilistic,sequence revealed,regular first,6,6,0.552,0.9,0
130,1,15,probabilistic,sequence revealed,regular first,3,3,0.6635,0.9,0
130,1,16,probabilistic,sequence revealed,regular first,1,1,0.6076,0.9,0
130,1,17,probabilistic,sequence revealed,regular first,2,2,0.4965,0.9,0
130,1,18,probabilistic,sequence revealed,regular first,6,6,0.5452,0.9,0
130,1,19,probabilistic,sequence revealed,regular first,3,3,0.5172,0.9,0
130,1,20,probabilistic,sequence revealed,regular first,1,1,0.5591,0.9,0
130,1,21,probabilistic,sequence revealed,regular first,4,4,0.7199,0.9,0
130,1,22,probabilistic,sequence revealed,regular first,2,2,0.517,0.9,0
130,1,23,probabilistic,sequence revealed,regular first,4,4,0.796,0.9,0
130,1,24,probabilistic,sequence revealed,regular first,2,2,0.5868,0.9,0
130,1,25,probabilistic,sequence revealed,regular first,5,5,0.6636,0.8,0
130,1,26,probabilistic,sequence revealed,regular first,6,6,0.5519,0.8,0
130,1,27,probabilistic,sequence revealed,regular first,5,5,0.6775,0.8,0
130,1,28,probabilistic,sequence revealed,regular first,2,2,0.58,0.8,0
130,1,29,probabilistic,sequence revealed,regular first,5,5,0.552,0.8,0
130,1,30,probabilistic,sequence revealed,regular first,2,2,0.5451,0.8,0
130,1,31,probabilistic,sequence revealed,regular first,5,5,0.4613,0.8,0
130,1,32,probabilistic,sequence revealed,regular first,6,6,0.4823,0.8,0
130,1,33,probabilistic,sequence revealed,regular first,3,3,0.538,0.8,0
130,1,34,probabilistic,sequence revealed,regular first,6,6,0.4895,0.8,0
130,1,35,probabilistic,sequence revealed,regular first,3,3,0.4544,0.8,0
130,1,36,probabilistic,sequence revealed,regular first,1,1,0.5314,0.8,0
130,1,37,probabilistic,sequence revealed,regular first,2,2,0.538,0.8,0
