sid,bid,tid,material,instructions,material_order,stimulus_location,response_location,response_time,response_deadline,error
5,1,1,mixed deterministic,sequence concealed,regular first,1,1,0,0.9,0
5,1,2,mixed deterministic,sequence concealed,regular first,3,3,0,0.9,0
5,1,3,mixed deterministic,sequence concealed,regular first,2,2,0,0.9,0
5,1,4,mixed deterministic,sequence concealed,regular first,5,5,0,0.9,0
5,1,5,mixed deterministic,sequence concealed,regular first,6,6,0,0.9,0
5,1,6,mixed deterministic,sequence concealed,regular first,4,4,0,0.9,0
5,1,7,mixed deterministic,sequence concealed,regular first,1,1,0,0.9,0
5,1,8,mixed deterministic,sequence concealed,regular first,3,3,0,0.9,0
5,1,9,mixed deterministic,sequence concealed,regular first,2,2,0,0.9,0
5,1,10,mixed deterministic,sequence concealed,regular first,5,5,0,0.9,0
5,1,11,mixed deterministic,sequence concealed,regular first,6,6,0,0.9,0
5,1,12,mixed deterministic,sequence concealed,regular first,4,4,0,0.9,0
5,1,13,mixed deterministic,sequence concealed,regular first,1,1,0,0.9,0
5,1,14,mixed deterministic,sequence concealed,regular first,3,3,0,0.9,0
5,1,15,mixed deterministic,sequence concealed,regular first,2,2,0,0.9,0
5,1,16,mixed deterministic,sequence concealed,regular first,5,6,0,0.9,1
5,1,17,mixed deterministic,sequence concealed,regular first,6,6,1,0.9,0
5,1,18,mixed deterministic,sequence concealed,regular first,4,5,0,0.9,1
5,1,19,mixed deterministic,sequence concealed,regular first,1,1,0,0.9,0
5,1,20,mixed deterministic,sequence concealed,regular first,3,3,0,0.9,0
5,1,21,mixed deterministic,sequence concealed,regular first,2,2,0,0.9,0
5,1,22,mixed deterministic,sequence concealed,regular first,5,4,0,0.9,1
5,1,23,mixed deterministic,sequence concealed,regular first,6,6,0,0.9,0
5,1,24,mixed deterministic,sequence concealed,regular first,4,4,0,0.9,0
5,1,25,mixed deterministic,sequence concealed,regular first,1,2,0,0.8,1
5,1,26,mixed deterministic,sequence concealed,regular first,3,2,0,0.8,1
5,1,27,mixed deterministic,sequence concealed,regular first,2,1,0,0.8,1
5,1,28,mixed deterministic,sequence concealed,regular first,5,5,0,0.8,0
5,1,29,mixed deterministic,sequence concealed,regular first,6,6,0,0.8,0
5,1,30,mixed deterministic,sequence concealed,regular first,4,4,0,0.8,0
5,1,31,mixed deterministic,sequence concealed,regular first,1,1,0,0.8,0
5,1,32,mixed deterministic,sequence concealed,regular first,3,3,0,0.8,0
5,1,33,mixed deterministic,sequence concealed,regular first,2,2,0,0.8,0
5,1,34,mixed deterministic,sequence concealed,regular first,5,5,0,0.8,0
5,1,35,mixed deterministic,sequence concealed,regular first,6,6,0,0.8,0
5,1,36,mixed deterministic,sequence concealed,regular first,4,4,0,0.8,0
5,1,37,mixed deterministic,sequence concealed,regular first,1,1,0,0.8,0
5,1,38,mixed deterministic,sequence concealed,regular first,3,3,0,0.8,0
5,1,39,mixed deterministic,sequence concealed,regular first,2,2,0,0.8,0
5,1,40,mixed deterministic,sequence concealed,regular first,5,5,0,0.8,0
5,1,41,mixed deterministic,sequence concealed,regular first,6,6,0,0.8,0
5,1,42,mixed deterministic,sequence concealed,regular first,4,4,0,0.8,0
5,1,43,mixed deterministic,sequence concealed,regular first,1,1,0,0.8,0
5,1,44,mixed deterministic,sequence concealed,regular first,3,3,0,0.8,0
5,1,45,mixed deterministic,sequence concealed,regular first,2,2,0,0.8,0
5,1,46,mixed deterministic,sequence concealed,regular first,5,6,0,0.8,1
5,1,47,mixed deterministic,sequence concealed,regular first,6,6,0,0.8,0
5,1,48,mixed deterministic,sequence concealed,regular first,4,4,0,0.8,0
5,1,49,mixed deterministic,sequence concealed,regular first,1,1,0,0.7,0
5,1,50,mixed deterministic,sequence concealed,regular first,3,3,0,0.7,0
5,1,51,mixed deterministic,sequence concealed,regular first,2,2,0,0.7,0
5,1,52,mixed deterministic,sequence concealed,regular first,5,5,0,0.7,0
5,1,53,mixed deterministic,sequence concealed,regular first,6,6,0,0.7,0
5,1,54,mixed deterministic,sequence concealed,regular first,4,4,0,0.7,0
5,1,55,mixed deterministic,sequence concealed,regular first,1,1,0,0.7,0
5,1,56,mixed deterministic,sequence concealed,regular first,3,3,0,0.7,0
5,1,57,mixed deterministic,sequence concealed,regular first,2,2,0,0.7,0
5,1,58,mixed deterministic,sequence concealed,regular first,5,6,0,0.7,1
5,1,59,mixed deterministic,sequence concealed,regular first,6,6,0,0.7,0
5,1,60,mixed deterministic,sequence concealed,regular first,4,4,0,0.7,0
5,1,61,mixed deterministic,sequence concealed,regular first,1,1,0,0.7,0
5,1,62,mixed deterministic,sequence concealed,regular first,3,3,0,0.7,0
5,1,63,mixed deterministic,sequence concealed,regular first,2,2,0,0.7,0
5,1,64,mixed deterministic,sequence concealed,regular first,5,5,0,0.7,0
5,1,65,mixed deterministic,sequence concealed,regular first,6,6,0,0.7,0
5,1,66,mixed deterministic,sequence concealed,regular first,4,4,0,0.7,0
5,1,67,mixed deterministic,sequence concealed,regular first,1,2,0,0.7,1
5,1,68,mixed deterministic,sequence concealed,regular first,3,3,0,0.7,0
5,1,69,mixed deterministic,sequence concealed,regular first,2,2,0,0.7,0
5,1,70,mixed deterministic,sequence concealed,regular first,5,5,0,0.7,0
5,1,71,mixed deterministic,sequence concealed,regular first,6,6,0,0.7,0
5,1,72,mixed deterministic,sequence concealed,regular first,4,4,0,0.7,0
5,1,73,mixed deterministic,sequence concealed,regular first,1,2,0,0.6,1
5,1,74,mixed deterministic,sequence concealed,regular first,3,3,0,0.6,0
5,1,75,mixed deterministic,sequence concealed,regular first,2,2,0,0.6,0
