sid,bid,tid,material,instructions,material_order,stimulus_location,response_location,response_time,response_deadline,error
86,1,1,mixed deterministic,sequence revealed,random first,2,2,0.7477,0.9,0
86,1,2,mixed deterministic,sequence revealed,random first,3,3,0.6433,0.9,0
86,1,3,mixed deterministic,sequence revealed,random first,1,1,0.4131,0.9,0
86,1,4,mixed deterministic,sequence revealed,random first,4,5,0.5451,0.9,1
86,1,5,mixed deterministic,sequence revealed,random first,2,2,0.8032,0.9,0
86,1,6,mixed deterministic,sequence revealed,random first,5,5,0.7545,0.9,0
86,1,7,mixed deterministic,sequence revealed,random first,1,1,0.573,0.9,0
86,1,8,mixed deterministic,sequence revealed,random first,5,5,0.6984,0.9,0
86,1,9,mixed deterministic,sequence revealed,random first,4,4,0.7892,0.9,0
86,1,10,mixed deterministic,sequence revealed,random first,6,6,0.5599,0.9,0
86,1,11,mixed deterministic,sequence revealed,random first,3,3,0.7056,0.9,0
86,1,12,mixed deterministic,sequence revealed,random first,1,1,0.448,0.9,0
86,1,13,mixed deterministic,sequence revealed,random first,6,6,0.58,0.9,0
86,1,14,mixed deterministic,sequence revealed,random first,3,3,1.1105,0.9,0
86,1,15,mixed deterministic,sequence revealed,random first,5,5,0.685,0.9,0
86,1,16,mixed deterministic,sequence revealed,random first,4,4,0.664,0.9,0
86,1,17,mixed deterministic,sequence revealed,random first,3,3,0.7962,0.9,0
86,1,18,mixed deterministic,sequence revealed,random first,5,5,0.6851,0.9,0
86,1,19,mixed deterministic,sequence revealed,random first,6,6,0.3433,0.9,0
86,1,20,mixed deterministic,sequence revealed,random first,1,1,0.4475,0.9,0
86,1,21,mixed deterministic,sequence revealed,random first,4,4,0.6152,0.9,0
86,1,22,mixed deterministic,sequence revealed,random first,1,1,0.4475,0.9,0
86,1,23,mixed deterministic,sequence revealed,random first,6,6,0.3848,0.9,0
86,1,24,mixed deterministic,sequence revealed,random first,5,5,0.3778,0.9,0
86,1,25,mixed deterministic,sequence revealed,random first,6,6,0.3713,0.8,0
