sid,bid,tid,stimulus_location,response_location,response_time,response_deadline,error
3,1,1,5,4,0.5568168999860064,1.0,1
3,1,2,2,2,0.38343550004065036,1.0,0
3,1,3,6,5,0.25131380000384523,1.0,1
3,1,4,4,4,0.4113005000515841,1.0,0
3,1,5,3,3,0.33046449995599686,1.0,0
3,1,6,6,6,0.36096309999702497,1.0,0
3,1,7,1,1,0.2992017999757081,1.0,0
3,1,8,2,3,0.2915013999561779,1.0,1
3,1,9,5,5,0.42342740001622586,1.0,0
3,1,10,3,3,0.2609770000097342,1.0,0
3,1,11,1,1,0.301315200002864,1.0,0
3,1,12,2,2,0.3616788999759592,1.0,0
3,1,13,4,4,0.4302145000081509,1.0,0
3,1,14,5,5,0.2713558999937959,1.0,0
3,1,15,3,3,0.3813456000178121,1.0,0
3,1,16,6,6,0.2914048999780789,1.0,0
3,1,17,1,1,0.28241880000568925,1.0,0
3,1,18,3,2,0.24263950001914053,1.0,1
3,1,19,6,6,0.46153680003480985,1.0,0
3,1,20,4,1,0.251143599988427,1.0,1
3,1,21,6,6,0.3816577000077814,1.0,0
3,1,22,1,1,0.2612022000364959,1.0,0
3,1,23,5,4,0.39313599998131393,1.0,1
3,1,24,1,1,0.2615282999584451,1.0,0
3,1,25,2,3,0.35136270000366493,0.9,1
3,1,26,4,5,0.3917859000037424,0.9,1
3,1,27,2,2,0.4034267999930307,0.9,0
3,1,28,4,4,0.3214412999921478,0.9,0
3,1,29,3,3,0.44157320000231265,0.9,0
3,1,30,5,4,0.31124399999389424,0.9,1
3,1,31,3,3,0.30170809996780007,0.9,0
3,1,32,6,6,0.3714243999682367,0.9,0
3,1,33,1,1,0.29093790003098546,0.9,0
3,1,34,2,3,0.4114049999741837,0.9,1
3,1,35,4,4,0.3617702000308782,0.9,0
3,1,36,5,5,0.35118359997868537,0.9,0
3,1,37,3,3,0.3714278999948874,0.9,0
3,1,38,6,6,0.35309340002713724,0.9,0
3,1,39,4,4,0.3415405000094324,0.9,0
3,1,40,5,5,0.3826237000292167,0.9,0
3,1,41,3,3,0.3914455000311136,0.9,0
3,1,42,6,5,0.29135749996639787,0.9,1
3,1,43,3,3,0.3315625999937765,0.9,0
3,1,44,1,1,0.36120679999003186,0.9,0
3,1,45,2,2,0.42139329995261504,0.9,0
3,1,46,4,4,0.32137319999746977,0.9,0
3,1,47,3,3,0.3513685999903828,0.9,0
3,1,48,6,6,0.4113859000033699,0.9,0
3,1,49,1,1,0.2531495999544859,0.8,0
3,1,50,2,3,0.3314498000079766,0.8,1
3,1,51,3,3,0.3614942999673076,0.8,0
3,1,52,4,5,0.35107909999787806,0.8,1
3,1,53,6,6,0.37178709999425336,0.8,0
3,1,54,1,1,0.2614200000069104,0.8,0
3,1,55,2,2,0.3413607000373304,0.8,0
3,1,56,4,4,0.30165520003065466,0.8,0
3,1,57,5,5,0.3319793000235222,0.8,0
3,1,58,3,3,0.2716148999868892,0.8,0
3,1,59,6,6,0.3331065999926068,0.8,0
3,1,60,5,5,0.37118929998250677,0.8,0
3,1,61,3,3,0.3206361000309698,0.8,0
3,1,62,6,6,0.29053700000513344,0.8,0
3,1,63,1,1,0.26836609998717903,0.8,0
3,1,64,3,2,0.3614099000231363,0.8,1
3,1,65,2,2,0.49160540000302716,0.8,0
3,1,66,4,4,0.41317610001424326,0.8,0
3,1,67,5,5,0.31116679998813196,0.8,0
3,1,68,4,4,0.4114351999713108,0.8,0
3,1,69,5,5,0.33139080002438276,0.8,0
3,1,70,3,3,0.3726589999976568,0.8,0
