sid,bid,tid,material,instructions,material_order,stimulus_location,response_location,response_time,response_deadline,error
6,1,1,mixed deterministic,sequence revealed,regular first,6,1,0.28067949997493996,1.0,1
6,1,2,mixed deterministic,sequence revealed,regular first,3,5,0.44131199999246745,1.0,1
6,1,3,mixed deterministic,sequence revealed,regular first,1,1,0.350397899991367,1.0,0
6,1,4,mixed deterministic,sequence revealed,regular first,2,2,0.4808725000009872,1.0,0
6,1,5,mixed deterministic,sequence revealed,regular first,5,5,0.420215900009498,1.0,0
6,1,6,mixed deterministic,sequence revealed,regular first,4,3,0.5201362999621779,1.0,1
6,1,7,mixed deterministic,sequence revealed,regular first,6,6,0.3804470999864861,1.0,0
6,1,8,mixed deterministic,sequence revealed,regular first,3,2,0.5211004000273534,1.0,1
6,1,9,mixed deterministic,sequence revealed,regular first,1,1,0.3404542000032961,1.0,0
6,1,10,mixed deterministic,sequence revealed,regular first,2,2,0.46112850001081823,1.0,0
6,1,11,mixed deterministic,sequence revealed,regular first,5,5,0.46144830000121145,1.0,0
6,1,12,mixed deterministic,sequence revealed,regular first,4,3,0.4812882000231184,1.0,1
6,1,13,mixed deterministic,sequence revealed,regular first,6,6,0.38078320004278793,1.0,0
6,1,14,mixed deterministic,sequence revealed,regular first,3,3,0.5514547999599018,1.0,0
6,1,15,mixed deterministic,sequence revealed,regular first,1,1,0.47038299998966976,1.0,0
6,1,16,mixed deterministic,sequence revealed,regular first,2,2,0.4705184000311419,1.0,0
6,1,17,mixed deterministic,sequence revealed,regular first,5,5,0.35130469996947794,1.0,0
6,1,18,mixed deterministic,sequence revealed,regular first,4,3,0.4807911000214517,1.0,1
6,1,19,mixed deterministic,sequence revealed,regular first,6,6,0.4307662999606691,1.0,0
6,1,20,mixed deterministic,sequence revealed,regular first,3,3,0.5114727000007406,1.0,0
6,1,21,mixed deterministic,sequence revealed,regular first,1,1,0.4213895000400953,1.0,0
6,1,22,mixed deterministic,sequence revealed,regular first,2,2,0.4510194000438787,1.0,0
6,1,23,mixed deterministic,sequence revealed,regular first,5,5,0.42086520000593736,1.0,0
6,1,24,mixed deterministic,sequence revealed,regular first,4,4,0.650702099967748,1.0,0
6,1,25,mixed deterministic,sequence revealed,regular first,6,6,0.40058159998152404,0.9,0
6,1,26,mixed deterministic,sequence revealed,regular first,3,4,0.5107907999888994,0.9,1
6,1,27,mixed deterministic,sequence revealed,regular first,1,1,0.30136270001530646,0.9,0
6,1,28,mixed deterministic,sequence revealed,regular first,2,2,0.33105290001258253,0.9,0
6,1,29,mixed deterministic,sequence revealed,regular first,5,5,0.3602157000103034,0.9,0
6,1,30,mixed deterministic,sequence revealed,regular first,4,4,0.30062490004347636,0.9,0
6,1,31,mixed deterministic,sequence revealed,regular first,6,6,0.3103782000369392,0.9,0
6,1,32,mixed deterministic,sequence revealed,regular first,3,3,0.2907085000304505,0.9,0
6,1,33,mixed deterministic,sequence revealed,regular first,1,1,0.2509264000225812,0.9,0
6,1,34,mixed deterministic,sequence revealed,regular first,2,2,0.3112000000081025,0.9,0
6,1,35,mixed deterministic,sequence revealed,regular first,5,5,0.46038469999330117,0.9,0
6,1,36,mixed deterministic,sequence revealed,regular first,4,4,0.23087899999227374,0.9,0
6,1,37,mixed deterministic,sequence revealed,regular first,6,6,0.2907550000352785,0.9,0
6,1,38,mixed deterministic,sequence revealed,regular first,3,3,0.3003883999888785,0.9,0
6,1,39,mixed deterministic,sequence revealed,regular first,1,1,0.28079210001742466,0.9,0
6,1,40,mixed deterministic,sequence revealed,regular first,2,2,0.3008434999617748,0.9,0
6,1,41,mixed deterministic,sequence revealed,regular first,5,5,0.33116569999838247,0.9,0
6,1,42,mixed deterministic,sequence revealed,regular first,4,4,0.2904188000364229,0.9,0
6,1,43,mixed deterministic,sequence revealed,regular first,6,6,0.29063940002815797,0.9,0
6,1,44,mixed deterministic,sequence revealed,regular first,3,3,0.3206582999671809,0.9,0
6,1,45,mixed deterministic,sequence revealed,regular first,1,1,0.30055779999820514,0.9,0
6,1,46,mixed deterministic,sequence revealed,regular first,2,2,0.340823100018315,0.9,0
6,1,47,mixed deterministic,sequence revealed,regular first,5,5,0.32121829998213797,0.9,0
6,1,48,mixed deterministic,sequence revealed,regular first,4,4,0.42043039995478465,0.9,0
6,1,49,mixed deterministic,sequence revealed,regular first,6,6,0.2609649000340141,0.8,0
6,1,50,mixed deterministic,sequence revealed,regular first,3,3,0.32023849997203796,0.8,0
6,1,51,mixed deterministic,sequence revealed,regular first,1,1,0.2504022999899462,0.8,0
6,1,52,mixed deterministic,sequence revealed,regular first,2,2,0.3202811000053771,0.8,0
6,1,53,mixed deterministic,sequence revealed,regular first,5,5,0.2805775000131689,0.8,0
6,1,54,mixed deterministic,sequence revealed,regular first,4,4,0.2905628999695182,0.8,0
6,1,55,mixed deterministic,sequence revealed,regular first,6,6,0.32104249998228623,0.8,0
6,1,56,mixed deterministic,sequence revealed,regular first,3,3,0.2801791000063531,0.8,0
6,1,57,mixed deterministic,sequence revealed,regular first,1,1,0.2703130000270903,0.8,0
6,1,58,mixed deterministic,sequence revealed,regular first,2,2,0.20997779997996985,0.8,0
6,1,59,mixed deterministic,sequence revealed,regular first,5,5,0.2601289000129327,0.8,0
6,1,60,mixed deterministic,sequence revealed,regular first,4,4,0.27036879998631774,0.8,0
6,1,61,mixed deterministic,sequence revealed,regular first,6,6,0.22032450000988318,0.8,0
