sid,bid,tid,material,instructions,material_order,stimulus_location,response_location,response_time,response_deadline,error
128,1,1,mixed deterministic,sequence revealed,regular first,5,5,0.5124,0.9,0
128,1,2,mixed deterministic,sequence revealed,regular first,3,3,0.5575,0.9,0
128,1,3,mixed deterministic,sequence revealed,regular first,4,4,0.3907,0.9,0
128,1,4,mixed deterministic,sequence revealed,regular first,1,1,0.2521,0.9,0
128,1,5,mixed deterministic,sequence revealed,regular first,2,2,0.2223,0.9,0
128,1,6,mixed deterministic,sequence revealed,regular first,6,6,0.1644,0.9,0
128,1,7,mixed deterministic,sequence revealed,regular first,5,5,0.322,0.9,0
128,1,8,mixed deterministic,sequence revealed,regular first,3,3,0.4002,0.9,0
128,1,9,mixed deterministic,sequence revealed,regular first,4,4,0.2424,0.9,0
128,1,10,mixed deterministic,sequence revealed,regular first,1,1,0.2597,0.9,0
128,1,11,mixed deterministic,sequence revealed,regular first,2,2,0.2109,0.9,0
128,1,12,mixed deterministic,sequence revealed,regular first,6,6,0.2015,0.9,0
128,1,13,mixed deterministic,sequence revealed,regular first,5,4,0.3302,0.9,1
128,1,14,mixed deterministic,sequence revealed,regular first,3,3,0.6869,0.9,0
128,1,15,mixed deterministic,sequence revealed,regular first,4,4,0.4687,0.9,0
128,1,16,mixed deterministic,sequence revealed,regular first,1,1,0.4096,0.9,0
128,1,17,mixed deterministic,sequence revealed,regular first,2,2,0.37,0.9,0
128,1,18,mixed deterministic,sequence revealed,regular first,6,6,0.3405,0.9,0
128,1,19,mixed deterministic,sequence revealed,regular first,5,5,0.3782,0.9,0
128,1,20,mixed deterministic,sequence revealed,regular first,3,3,0.5758,0.9,0
128,1,21,mixed deterministic,sequence revealed,regular first,4,4,0.4281,0.9,0
128,1,22,mixed deterministic,sequence revealed,regular first,1,1,0.3487,0.9,0
128,1,23,mixed deterministic,sequence revealed,regular first,2,2,0.4024,0.9,0
128,1,24,mixed deterministic,sequence revealed,regular first,6,6,0.3115,0.9,0
128,1,25,mixed deterministic,sequence revealed,regular first,5,5,0.3703,0.8,0
128,1,26,mixed deterministic,sequence revealed,regular first,3,3,0.3507,0.8,0
128,1,27,mixed deterministic,sequence revealed,regular first,4,4,0.4594,0.8,0
128,1,28,mixed deterministic,sequence revealed,regular first,1,1,0.3113,0.8,0
128,1,29,mixed deterministic,sequence revealed,regular first,2,2,0.539,0.8,0
128,1,30,mixed deterministic,sequence revealed,regular first,6,6,0.3606,0.8,0
