subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,vm_pos,vm_neg,vm_neither,vm_dk,time_vm_form,time_vm_blank
65,EC_only,inclusion,EC_only,inclusion,0,oureen,negative,50_60,paired_cs,no,no,yes,no,2640106,2654986
65,EC_only,inclusion,EC_only,inclusion,1,yahio,negative,50_60,paired_cs,yes,no,no,no,2656005,2662389
65,EC_only,inclusion,EC_only,inclusion,2,vegom,negative,90_10,paired_cs,no,yes,no,no,2663408,2664932
65,EC_only,inclusion,EC_only,inclusion,3,teutos,NA,NA,neither,no,yes,no,no,2665951,2670518
65,EC_only,inclusion,EC_only,inclusion,4,eyalt,negative,50_60,paired_cs,no,no,no,yes,2671537,2674491
65,EC_only,inclusion,EC_only,inclusion,5,dowsal,NA,NA,neither,yes,no,no,no,2675510,2681620
65,EC_only,inclusion,EC_only,inclusion,6,naptor,negative,90_10,paired_cs,no,yes,no,no,2682639,2684167
65,EC_only,inclusion,EC_only,inclusion,7,altine,positive,70_80,paired_cs,no,no,no,yes,2685186,2688811
65,EC_only,inclusion,EC_only,inclusion,8,clerd,positive,90_10,paired_cs,no,no,yes,no,2689830,2692120
65,EC_only,inclusion,EC_only,inclusion,9,ordit,NA,NA,neither,no,yes,no,no,2693139,2701414
65,EC_only,inclusion,EC_only,inclusion,10,parwax,negative,30_40,paired_cs,no,yes,no,no,2702433,2706239
65,EC_only,inclusion,EC_only,inclusion,11,gigoro,NA,NA,neither,no,no,yes,no,2707258,2709649
65,EC_only,inclusion,EC_only,inclusion,12,twavel,NA,NA,neither,yes,no,no,no,2710668,2713349
65,EC_only,inclusion,EC_only,inclusion,13,peush,positive,70_80,paired_cs,no,no,no,yes,2714368,2716939
65,EC_only,inclusion,EC_only,inclusion,14,seork,NA,NA,neither,no,no,no,yes,2717957,2723871
65,EC_only,inclusion,EC_only,inclusion,15,oacart,NA,NA,neither,yes,no,no,no,2724890,2726799
65,EC_only,inclusion,EC_only,inclusion,16,itafy,positive,50_60,paired_cs,no,no,yes,no,2727818,2731538
65,EC_only,inclusion,EC_only,inclusion,17,fexony,positive,70_80,paired_cs,no,yes,no,no,2732556,2734855
65,EC_only,inclusion,EC_only,inclusion,18,purdag,NA,NA,neither,no,no,yes,no,2735874,2743500
65,EC_only,inclusion,EC_only,inclusion,19,casteg,positive,90_10,paired_cs,yes,no,no,no,2744519,2747101
65,EC_only,inclusion,EC_only,inclusion,20,funery,negative,30_40,paired_cs,no,yes,no,no,2748121,2750322
