subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,correct_us,us_opt_1,us_opt_2,us_opt_3,us_opt_4,us_opt_5,us_opt_6,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,im_opt_none,im_opt_dk,time_im_form,time_im_blank
7,EC_subj_only,inclusion,EC_subj_only,inclusion,0,funery,negative,70_80,paired_cs,9180.bmp,6838.bmp,9180.bmp,9520.bmp,6242.bmp,3550.bmp,9280.bmp,no,yes,no,no,no,no,no,no,3739234,3747291
7,EC_subj_only,inclusion,EC_subj_only,inclusion,1,beakem,positive,90_10,paired_cs,7502.bmp,7502.bmp,8540.bmp,8501.bmp,8370.bmp,8420.bmp,1710.bmp,yes,no,no,no,no,no,no,no,3748316,3754431
7,EC_subj_only,inclusion,EC_subj_only,inclusion,2,craeky,positive,30_40,distractor,none_correct,7230.bmp,2660.bmp,2071.bmp,2900.2.bmp,2080.bmp,4220.bmp,yes,no,no,no,no,no,no,no,3755456,3761771
7,EC_subj_only,inclusion,EC_subj_only,inclusion,3,ankoe,positive,30_40,distractor,none_correct,2080.bmp,2340.bmp,2070.bmp,5994.bmp,8420.bmp,2071.bmp,no,no,no,no,no,no,yes,no,3762795,3769830
7,EC_subj_only,inclusion,EC_subj_only,inclusion,4,rutort,negative,70_80,distractor,none_correct,8485.bmp,9520.bmp,6555.bmp,9561.bmp,9182.bmp,2710.bmp,no,no,no,no,yes,no,no,no,3770857,3773608
7,EC_subj_only,inclusion,EC_subj_only,inclusion,5,itafy,positive,90_10,distractor,none_correct,4220.bmp,2311.bmp,1650.bmp,5994.bmp,5831.bmp,4606.bmp,no,yes,no,no,no,no,no,no,3774632,3779015
7,EC_subj_only,inclusion,EC_subj_only,inclusion,6,poieen,positive,30_40,paired_cs,2080.bmp,2340.bmp,7230.bmp,8470.bmp,7330.bmp,5910.bmp,2080.bmp,no,no,no,no,no,no,no,yes,3780039,3782283
7,EC_subj_only,inclusion,EC_subj_only,inclusion,7,peush,negative,NA,neither,none_correct,2276.bmp,9400.bmp,2053.bmp,3300.bmp,2375.1.bmp,9421.bmp,no,no,no,no,yes,no,no,no,3783307,3789333
7,EC_subj_only,inclusion,EC_subj_only,inclusion,8,trelle,positive,NA,neither,none_correct,5460.bmp,2208.bmp,8330.bmp,7502.bmp,2040.bmp,1440.bmp,no,yes,no,no,no,no,no,no,3790361,3793831
7,EC_subj_only,inclusion,EC_subj_only,inclusion,9,pubio,positive,NA,neither,none_correct,1710.bmp,5629.bmp,2791.bmp,2208.bmp,5830.bmp,1440.bmp,no,no,no,no,no,no,no,yes,3794855,3797406
