subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,eval_rating,time_rating_form,time_rating_blank,pre_post
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,0,cenbre,both,30_40,distractor,8,80946,85833,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,1,evone,positive,30_40,paired_cs,4,86852,89939,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,2,rutort,negative,90_10,paired_cs,0,90959,93241,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,3,fasyia,positive,30_40,paired_cs,16,94261,95863,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,4,voual,positive,70_80,paired_cs,14,96882,99837,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,5,gigoro,both,90_10,distractor,8,100856,105987,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,6,fangus,both,90_10,distractor,0,107007,108970,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,7,tafta,negative,70_80,paired_cs,14,109989,112504,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,8,yahio,both,90_10,distractor,13,113523,116730,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,9,babit,positive,90_10,paired_cs,10,117750,119472,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,10,ribual,both,70_80,distractor,5,120491,122997,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,11,beakem,positive,70_80,paired_cs,3,124016,126181,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,12,coneoy,positive,70_80,paired_cs,2,127200,128567,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,13,tavoo,NA,NA,neither,10,129587,131417,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,14,craeky,NA,NA,neither,11,132436,133803,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,15,twavel,negative,90_10,paired_cs,5,134823,136193,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,16,haraks,NA,NA,neither,3,137212,138808,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,17,pevoke,both,50_60,distractor,5,139827,142229,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,18,altine,negative,50_60,paired_cs,15,143248,145529,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,19,obeac,both,30_40,distractor,12,146548,149749,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,20,parwax,both,50_60,distractor,6,150768,158104,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,21,gypass,negative,30_40,paired_cs,9,159123,160735,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,22,eyalt,NA,NA,neither,10,161754,162897,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,23,treati,NA,NA,neither,6,163916,165057,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,24,chnap,NA,NA,neither,2,166077,168131,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,25,clerd,both,30_40,distractor,1,169150,170970,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,26,prien,positive,50_60,paired_cs,3,171989,173815,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,27,yeomun,positive,90_10,paired_cs,14,174835,176546,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,28,coskie,positive,50_60,paired_cs,18,177565,181008,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,29,tyorny,NA,NA,neither,11,182028,184098,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,30,trelle,negative,50_60,paired_cs,0,185117,187069,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,31,vegom,both,50_60,distractor,17,188089,191203,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,32,oacart,positive,50_60,paired_cs,11,192222,194522,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,33,peush,NA,NA,neither,14,195541,197486,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,34,casteg,NA,NA,neither,10,198505,199995,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,35,oureen,NA,NA,neither,12,201014,203881,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,36,piend,positive,90_10,paired_cs,12,204926,206065,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,37,itplic,negative,50_60,paired_cs,8,207085,208463,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,38,lobee,negative,30_40,paired_cs,15,209482,211087,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,39,spanal,both,90_10,distractor,17,212106,213360,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,40,unuoll,negative,70_80,paired_cs,10,214379,215865,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,41,madjas,both,70_80,distractor,1,216884,218937,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,42,funery,both,50_60,distractor,9,219957,221671,pre
109,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,43,orikle,NA,NA,neither,4,222691,224764,pre
