subject_nr,learning_condition,memory_condition,trial_nr,trial_type,cs_nr,block,blockhalf,cs_dur_level,filler,masking,us_valence,us_filename,cs_filename,mask,cs_duration,postmask_duration,us_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,id_opt_5,id_opt_6,paired_opt_1,paired_opt_2,paired_opt_3,paired_opt_4,paired_opt_5,paired_opt_6,val_opt_1,val_opt_2,val_opt_3,val_opt_4,val_opt_5,val_opt_6,vf_neg,vf_pos,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,time_blank_show,time_fixation_dot_show,time_cs_us_show,time_postmask_show,time_us_show,time_valence_focus,time_subjective_rating,time_identification,time_logger
115,EC_subj_obj_corr,inclusion,0,subjective,cs27,1,first,90_10,no,no,positive,2080.bmp,spanal,NA,100,50,2350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no,no,no,NA,NA,NA,NA,NA,NA,459097,460000,460103,460206,460259,462609,NA,NA,468927
115,EC_subj_obj_corr,inclusion,1,corr_objective,cs30,1,first,90_10,no,no,negative,9630.bmp,casteg,NA,90,50,2360,dowsal,parlic,casteg,sepah,NA,NA,unpaired,other_cs,current_cs,unpaired,NA,NA,negative,negative,negative,negative,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,no,no,no,no,no,no,469093,469996,470099,470192,470245,472605,NA,NA,476787
115,EC_subj_obj_corr,inclusion,2,corr_objective,cs21,1,first,70_80,no,yes,positive,1710.bmp,lobee,maske_11.bmp,80,50,2370,lobee,madjas,twavel,fexony,NA,NA,current_cs,other_cs,unpaired,unpaired,NA,NA,positive,positive,positive,positive,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no,476951,477855,477958,478041,478094,480464,NA,482509,492624
115,EC_subj_obj_corr,inclusion,3,subjective,cs32,1,first,90_10,no,no,negative,9102.bmp,strank,NA,100,50,2350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,no,no,NA,NA,NA,NA,NA,NA,492803,493707,493810,493913,493966,496316,NA,NA,498452
115,EC_subj_obj_corr,inclusion,4,subjective,cs1,1,first,30_40,yes,yes,positive,1999.bmp,NA,maske_5.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA,498589,499492,499595,499628,499681,502101,505512,NA,508753
115,EC_subj_obj_corr,inclusion,5,corr_objective,cs18,1,first,50_60,no,yes,negative,9435.bmp,ribual,maske_12.bmp,60,50,2390,ribual,cocox,naptor,rutort,NA,NA,current_cs,unpaired,other_cs,unpaired,NA,NA,negative,negative,negative,negative,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,508915,509819,509922,509985,510038,512428,NA,514189,516969
115,EC_subj_obj_corr,inclusion,6,subjective,cs20,1,first,70_80,no,yes,negative,8485.bmp,jolver,maske_12.bmp,70,50,2380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,yes,no,NA,NA,NA,NA,NA,NA,517135,518039,518142,518215,518268,520648,524036,NA,529573
115,EC_subj_obj_corr,inclusion,7,corr_objective,cs34,1,first,90_10,no,no,negative,9180.bmp,parlic,NA,100,50,2350,parlic,casteg,sepah,dowsal,NA,NA,current_cs,other_cs,unpaired,unpaired,NA,NA,negative,negative,negative,negative,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,no,no,no,no,no,no,529756,530659,530762,530865,530918,533268,NA,NA,534938
115,EC_subj_obj_corr,inclusion,8,subjective,cs11,1,first,50_60,no,yes,positive,8190.bmp,ankoe,maske_4.bmp,60,50,2390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA,535093,535996,536099,536162,536215,538605,540341,NA,546106
115,EC_subj_obj_corr,inclusion,9,corr_objective,cs10,1,first,30_40,no,yes,negative,9830.bmp,donrey,maske_7.bmp,30,50,2420,hesire,donrey,icecip,ceayon,NA,NA,unpaired,current_cs,other_cs,unpaired,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,no,no,yes,no,no,no,546257,547160,547263,547296,547349,549769,NA,550714,553645
115,EC_subj_obj_corr,inclusion,10,subjective,cs8,1,first,30_40,no,yes,negative,9561.bmp,peush,maske_8.bmp,40,50,2410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,yes,no,no,no,no,NA,NA,NA,NA,NA,NA,553792,554695,554798,554841,554894,557304,558489,NA,566111
115,EC_subj_obj_corr,inclusion,11,subjective,cs4,1,first,30_40,no,yes,negative,6831.bmp,babit,maske_2.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA,566260,567163,567266,567299,567352,569772,571190,NA,572577
