subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,correct_us,us_opt_1,us_opt_2,us_opt_3,us_opt_4,us_opt_5,us_opt_6,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,im_opt_none,im_opt_dk,time_im_form,time_im_blank
115,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,0,sepah,negative,90_10,distractor,9220.bmp,9220.bmp,9560.bmp,3550.bmp,9007.bmp,3220.bmp,3300.bmp,no,no,no,no,no,no,no,yes,3572443,3579507
115,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,1,altine,positive,70_80,paired_cs,8420.bmp,8420.bmp,7330.bmp,2208.bmp,2071.bmp,2340.bmp,5830.bmp,yes,no,no,no,no,no,no,no,3580542,3583464
115,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,2,babit,negative,30_40,paired_cs,9007.bmp,9050.bmp,9007.bmp,2053.bmp,3550.bmp,3220.bmp,9182.bmp,no,no,no,no,no,no,no,yes,3584489,3590723
115,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,3,teior,negative,NA,neither,none_correct,2750.bmp,7380.bmp,9400.bmp,3550.bmp,6838.bmp,9280.bmp,no,no,no,no,no,no,no,yes,3591748,3597117
115,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,4,fexony,positive,70_80,distractor,8170.bmp,7350.bmp,8370.bmp,2208.bmp,8170.bmp,5994.bmp,8080.bmp,no,no,no,no,no,no,yes,no,3598142,3603857
115,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,5,strank,negative,90_10,paired_cs,9102.bmp,9560.bmp,9830.bmp,2141.bmp,6311.bmp,9400.bmp,9102.bmp,no,no,no,no,no,yes,no,no,3604886,3607384
115,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,6,casteg,negative,90_10,paired_cs,9000.bmp,9330.bmp,6311.bmp,9006.bmp,9331.bmp,6020.bmp,9000.bmp,no,no,no,no,no,no,yes,no,3608408,3612258
115,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,7,spanal,positive,90_10,paired_cs,2080.bmp,2660.bmp,4220.bmp,2080.bmp,2900.2.bmp,7330.bmp,8496.bmp,no,no,yes,no,no,no,no,no,3613282,3617343
115,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,8,guote,negative,NA,neither,none_correct,9265.bmp,9400.bmp,2375.1.bmp,9182.bmp,9830.bmp,3160.bmp,no,no,no,no,no,no,no,yes,3618367,3622120
115,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,9,twavel,positive,70_80,distractor,2091.bmp,4606.bmp,2209.bmp,8190.bmp,2070.bmp,2160.bmp,2091.bmp,no,no,no,no,no,no,no,yes,3623148,3632593
115,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,10,zillie,positive,NA,neither,none_correct,5460.bmp,8496.bmp,7350.bmp,8420.bmp,2150.bmp,2550.bmp,no,no,no,no,no,no,yes,no,3633618,3636944
115,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,11,tafta,negative,NA,neither,none_correct,6530.bmp,7380.bmp,9007.bmp,6311.bmp,9340.bmp,9220.bmp,no,no,no,no,no,no,yes,no,3637969,3647724
115,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,12,ribual,negative,50_60,paired_cs,9560.bmp,9220.bmp,9180.bmp,9041.bmp,9560.bmp,3300.bmp,9050.bmp,no,no,no,no,no,no,no,yes,3648748,3654580
115,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,13,yained,positive,NA,neither,none_correct,2340.bmp,2550.bmp,2791.bmp,1650.bmp,5629.bmp,5460.bmp,no,no,no,no,no,no,yes,no,3655607,3660183
115,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,14,oltar,positive,30_40,paired_cs,5994.bmp,8190.bmp,2550.bmp,8080.bmp,2791.bmp,5994.bmp,7350.bmp,no,no,no,no,no,no,no,yes,3661207,3664429
115,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,15,voual,negative,90_10,paired_cs,3220.bmp,3300.bmp,9340.bmp,2375.1.bmp,9430.bmp,6530.bmp,3220.bmp,no,no,no,no,no,yes,no,no,3665454,3669398
115,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,16,palpid,positive,50_60,distractor,2660.bmp,2660.bmp,2058.bmp,1650.bmp,2040.bmp,8420.bmp,8330.bmp,no,no,no,no,no,no,yes,no,3670422,3675942
115,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,17,prien,negative,NA,neither,none_correct,9330.bmp,6555.bmp,9520.bmp,9432.bmp,6831.bmp,9050.bmp,no,no,no,no,no,no,yes,no,3676967,3681334
115,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,18,minair,positive,70_80,paired_cs,2071.bmp,8370.bmp,2311.bmp,2071.bmp,8200.bmp,7350.bmp,5994.bmp,no,yes,no,no,no,no,no,no,3682359,3685581
115,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,19,peush,negative,30_40,paired_cs,2750.bmp,9520.bmp,9432.bmp,2750.bmp,9630.bmp,9102.bmp,9182.bmp,no,no,no,no,no,no,no,yes,3686606,3690554
115,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,20,parlic,negative,90_10,paired_cs,9180.bmp,9000.bmp,2141.bmp,6242.bmp,9630.bmp,9180.bmp,9560.bmp,no,no,no,no,no,no,no,yes,3691578,3698043
115,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,21,piend,positive,30_40,distractor,7330.bmp,5831.bmp,1710.bmp,8200.bmp,2150.bmp,7580.bmp,7330.bmp,no,no,no,no,no,no,yes,no,3699068,3704481
115,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,22,evone,negative,70_80,paired_cs,6530.bmp,9180.bmp,9007.bmp,6838.bmp,8485.bmp,9220.bmp,6530.bmp,no,no,no,no,no,no,yes,no,3705505,3709749
115,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,23,gigoro,positive,NA,neither,none_correct,8190.bmp,4622.bmp,1650.bmp,2040.bmp,2057.bmp,5910.bmp,no,no,no,no,no,no,no,yes,3710774,3713273
115,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,24,clish,negative,NA,neither,none_correct,9500.bmp,9340.bmp,9432.bmp,9421.bmp,7380.bmp,2900.bmp,no,no,no,no,no,no,no,yes,3714297,3716899
115,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,25,craeky,negative,NA,neither,none_correct,9041.bmp,9432.bmp,2276.bmp,9404.bmp,9430.bmp,3220.bmp,no,no,no,no,no,no,no,yes,3717925,3723323
115,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,26,treati,positive,NA,neither,none_correct,2160.bmp,1463.bmp,1440.bmp,1710.bmp,5994.bmp,2050.bmp,no,no,no,no,no,no,yes,no,3724349,3728820
115,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,27,icecip,negative,30_40,paired_cs,9330.bmp,9265.bmp,9404.bmp,9330.bmp,2276.bmp,9435.bmp,6831.bmp,no,no,no,no,no,no,no,yes,3729845,3735031
