subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,PD_practice_runs,PD_practice_correct,PD_pos,PD_neg,time_PD_form,time_PD_blank
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,0,piend,negative,70_80,paired_cs,1,1,yes,no,3203411,3209932
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,1,sepah,NA,NA,neither,1,1,no,yes,3210961,3217727
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,2,twavel,positive,70_80,paired_cs,1,1,yes,no,3218758,3220677
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,3,yained,NA,NA,neither,1,1,no,yes,3221706,3225796
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,4,prien,positive,50_60,paired_cs,1,1,yes,no,3226825,3228750
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,5,strank,positive,50_60,distractor,1,1,no,yes,3229783,3232601
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,6,roosle,positive,30_40,paired_cs,1,1,no,yes,3233630,3237201
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,7,clish,negative,50_60,paired_cs,1,1,yes,no,3238231,3240912
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,8,icecip,negative,70_80,paired_cs,1,1,no,yes,3241941,3246674
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,9,bokine,NA,NA,neither,1,1,yes,no,3247707,3251930
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,10,fexony,NA,NA,neither,1,1,no,yes,3252959,3255907
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,11,rutort,positive,90_10,paired_cs,1,1,no,yes,3256935,3258848
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,12,palpid,NA,NA,neither,1,1,yes,no,3259896,3262325
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,13,yahio,NA,NA,neither,1,1,yes,no,3263353,3265778
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,14,lescry,NA,NA,neither,1,1,no,yes,3266807,3268847
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,15,zillie,negative,70_80,distractor,1,1,yes,no,3269875,3272679
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,16,guote,negative,90_10,paired_cs,1,1,yes,no,3273714,3275629
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,17,ribual,negative,90_10,distractor,1,1,no,yes,3276657,3283707
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,18,boity,negative,50_60,paired_cs,1,1,no,yes,3284737,3289830
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,19,lobee,NA,NA,neither,1,1,yes,no,3290858,3292390
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,20,makan,NA,NA,neither,1,1,no,yes,3293424,3302328
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,21,tafta,NA,NA,neither,1,1,yes,no,3303356,3305018
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,22,parlic,positive,50_60,distractor,1,1,no,yes,3306047,3307835
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,23,jolver,positive,50_60,paired_cs,1,1,yes,no,3308863,3311047
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,24,oureen,positive,30_40,distractor,1,1,yes,no,3312075,3314126
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,25,coneoy,positive,30_40,distractor,1,1,yes,no,3315154,3317336
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,26,avouco,negative,50_60,distractor,1,1,yes,no,3318365,3320035
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,27,teior,negative,70_80,paired_cs,1,1,no,yes,3321068,3326175
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,28,coskie,positive,70_80,distractor,1,1,no,yes,3327203,3330390
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,29,pevoke,NA,NA,neither,1,1,no,yes,3331418,3333466
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,30,sarary,NA,NA,neither,1,1,no,yes,3334494,3335649
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,31,eyalt,positive,70_80,paired_cs,1,1,yes,no,3336683,3338475
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,32,treati,positive,30_40,paired_cs,1,1,no,yes,3339505,3341679
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,33,funery,NA,NA,neither,1,1,no,yes,3342707,3345516
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,34,hiatts,NA,NA,neither,1,1,no,yes,3346545,3348837
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,35,donrey,NA,NA,neither,1,1,yes,no,3349865,3352921
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,36,ceayon,NA,NA,neither,1,1,yes,no,3353949,3355479
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,37,pubio,positive,90_10,paired_cs,1,1,yes,no,3356507,3359825
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,38,madjas,NA,NA,neither,1,1,no,yes,3360859,3363276
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,39,evone,negative,90_10,paired_cs,1,1,no,yes,3364304,3366979
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,40,hesire,positive,70_80,paired_cs,1,1,yes,no,3368007,3369540
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,41,unuoll,NA,NA,neither,1,1,no,yes,3370568,3372869
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,42,coline,negative,90_10,distractor,1,1,yes,no,3373898,3375945
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,43,gypass,NA,NA,neither,1,1,no,yes,3376974,3379789
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,44,jinkup,positive,30_40,paired_cs,1,1,yes,no,3380817,3384128
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,45,fangus,positive,90_10,paired_cs,1,1,yes,no,3385161,3388624
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,46,fusia,positive,30_40,paired_cs,1,1,no,yes,3389653,3392076
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,47,clerd,negative,30_40,paired_cs,1,1,no,yes,3393104,3395660
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,48,cocox,positive,70_80,distractor,1,1,yes,no,3396688,3398610
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,49,yeomun,negative,30_40,paired_cs,1,1,yes,no,3399638,3401818
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,50,ankoe,negative,50_60,distractor,1,1,no,yes,3402846,3405404
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,51,oacart,positive,50_60,paired_cs,1,1,no,yes,3406432,3409243
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,52,vegom,negative,30_40,paired_cs,1,1,no,yes,3410275,3411548
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,53,obeac,NA,NA,neither,1,1,yes,no,3412576,3415396
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,54,purdag,NA,NA,neither,1,1,no,yes,3416424,3418603
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,55,naptor,negative,90_10,paired_cs,1,1,yes,no,3419631,3435455
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,56,fasyia,negative,30_40,paired_cs,1,1,yes,no,3436483,3438385
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,57,orikle,negative,30_40,distractor,1,1,no,yes,3439414,3442726
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,58,parwax,NA,NA,neither,1,1,no,yes,3443754,3445282
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,59,seloom,negative,50_60,paired_cs,1,1,no,yes,3446316,3449234
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,60,tavoo,negative,50_60,paired_cs,1,1,no,yes,3450262,3452677
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,61,voual,NA,NA,neither,1,1,yes,no,3453705,3455876
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,62,symoan,positive,90_10,distractor,1,1,yes,no,3456904,3459079
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,63,cenbre,negative,30_40,distractor,1,1,no,yes,3460113,3462408
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,64,haraks,negative,70_80,paired_cs,1,1,no,yes,3463436,3470975
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,65,craeky,positive,70_80,paired_cs,1,1,yes,no,3472003,3475851
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,66,seork,negative,90_10,paired_cs,1,1,no,yes,3476879,3480957
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,67,punnot,positive,90_10,paired_cs,1,1,yes,no,3481991,3484567
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,68,styla,positive,50_60,paired_cs,1,1,yes,no,3485595,3488154
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,69,tyorny,negative,70_80,distractor,1,1,yes,no,3489182,3491496
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,70,trelle,positive,90_10,distractor,1,1,yes,no,3492524,3495331
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,71,appobe,NA,NA,neither,1,1,no,yes,3496365,3497645
