subject_nr,learning_condition,memory_condition,trial_nr,trial_type,cs_nr,block,blockhalf,cs_dur_level,filler,masking,us_valence,us_filename,cs_filename,mask,cs_duration,postmask_duration,us_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,id_opt_5,id_opt_6,paired_opt_1,paired_opt_2,paired_opt_3,paired_opt_4,paired_opt_5,paired_opt_6,val_opt_1,val_opt_2,val_opt_3,val_opt_4,val_opt_5,val_opt_6,vf_neg,vf_pos,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,time_blank_show,time_fixation_dot_show,time_cs_us_show,time_postmask_show,time_us_show,time_valence_focus,time_subjective_rating,time_identification,time_logger
98,EC_subj_only,normal,0,subjective,cs3,1,first,30_40,no,yes,positive,2208.bmp,twavel,maske_11.bmp,40,50,2410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA,471090,471993,472096,472139,472192,474602,479741,NA,482005
98,EC_subj_only,normal,1,subjective,cs31,1,first,90_10,no,no,positive,2311.bmp,roosle,NA,90,50,2360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no,no,no,NA,NA,NA,NA,NA,NA,482169,483072,483175,483268,483321,485681,NA,NA,488868
98,EC_subj_only,normal,2,subjective,cs17,1,first,50_60,no,yes,positive,5830.bmp,coline,maske_3.bmp,50,50,2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,no,yes,NA,NA,NA,NA,NA,NA,489014,489918,490021,490074,490127,492527,497351,NA,503282
98,EC_subj_only,normal,3,subjective,cs2,1,first,30_40,yes,yes,negative,9432.bmp,NA,maske_4.bmp,40,50,2410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA,503408,504311,504414,504457,504510,506920,509336,NA,511609
98,EC_subj_only,normal,4,subjective,cs33,1,first,90_10,no,no,positive,2160.bmp,symoan,NA,100,50,2350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,no,no,NA,NA,NA,NA,NA,NA,511771,512675,512778,512881,512934,515284,NA,NA,518410
98,EC_subj_only,normal,5,subjective,cs6,1,first,30_40,no,yes,negative,9182.bmp,makan,maske_9.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,yes,no,no,no,no,NA,NA,NA,NA,NA,NA,518547,519450,519553,519586,519639,522059,525884,NA,527932
98,EC_subj_only,normal,6,subjective,cs15,1,first,50_60,no,yes,positive,2070.bmp,coneoy,maske_4.bmp,60,50,2390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,yes,no,no,no,no,NA,NA,NA,NA,NA,NA,528079,528983,529086,529149,529202,531592,532920,NA,534280
98,EC_subj_only,normal,7,subjective,cs20,1,first,70_80,no,yes,negative,9280.bmp,parlic,maske_9.bmp,70,50,2380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,yes,no,NA,NA,NA,NA,NA,NA,534435,535338,535441,535514,535567,537947,539197,NA,545789
98,EC_subj_only,normal,8,subjective,cs23,1,first,70_80,no,yes,positive,8470.bmp,fusia,maske_11.bmp,70,50,2380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no,yes,no,NA,NA,NA,NA,NA,NA,545944,546847,546950,547023,547076,549456,551950,NA,555355
98,EC_subj_only,normal,9,subjective,cs21,1,first,70_80,no,yes,positive,1999.bmp,strank,maske_6.bmp,80,50,2370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no,no,yes,NA,NA,NA,NA,NA,NA,555510,556413,556516,556599,556652,559022,560900,NA,562730
98,EC_subj_only,normal,10,subjective,cs22,1,first,70_80,no,yes,negative,3300.bmp,styla,maske_5.bmp,70,50,2380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,no,yes,NA,NA,NA,NA,NA,NA,562885,563789,563892,563965,564018,566398,567684,NA,569499
98,EC_subj_only,normal,11,subjective,cs10,1,first,30_40,no,yes,negative,9830.bmp,casteg,maske_6.bmp,40,50,2410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,yes,no,no,no,no,NA,NA,NA,NA,NA,NA,569633,570536,570639,570682,570735,573145,574620,NA,576885
98,EC_subj_only,normal,12,subjective,cs26,1,first,70_80,no,yes,negative,9331.bmp,jinkup,maske_12.bmp,80,50,2370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA,577039,577943,578046,578129,578182,580552,583961,NA,587812
98,EC_subj_only,normal,13,subjective,cs13,1,first,50_60,no,yes,positive,1440.bmp,minair,maske_3.bmp,50,50,2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA,587963,588866,588969,589022,589075,591476,592329,NA,595966
98,EC_subj_only,normal,14,subjective,cs18,1,first,50_60,no,yes,negative,9102.bmp,hesire,maske_9.bmp,60,50,2390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA,596110,597013,597116,597179,597232,599622,600555,NA,602601
98,EC_subj_only,normal,15,subjective,cs24,1,first,70_80,no,yes,negative,9007.bmp,itafy,maske_1.bmp,80,50,2370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA,602764,603668,603771,603854,603907,606277,607132,NA,610082
98,EC_subj_only,normal,16,subjective,cs11,1,first,50_60,no,yes,positive,5594.bmp,itplic,maske_4.bmp,60,50,2390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA,610228,611131,611234,611297,611350,613740,614599,NA,616646
98,EC_subj_only,normal,17,subjective,cs25,1,first,70_80,no,yes,positive,8330.bmp,sepah,maske_4.bmp,80,50,2370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no,yes,no,NA,NA,NA,NA,NA,NA,616808,617711,617814,617898,617951,620321,621725,NA,623316
98,EC_subj_only,normal,18,subjective,cs29,1,first,90_10,no,no,positive,8540.bmp,tafta,NA,90,50,2360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no,no,no,NA,NA,NA,NA,NA,NA,623478,624382,624485,624578,624631,626991,NA,NA,628634
98,EC_subj_only,normal,19,subjective,cs28,1,first,90_10,no,no,negative,7380.bmp,ceayon,NA,90,50,2360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,no,no,NA,NA,NA,NA,NA,NA,628803,629706,629809,629902,629955,632315,NA,NA,633644
98,EC_subj_only,normal,20,subjective,cs14,1,first,50_60,no,yes,negative,9560.bmp,cenbre,maske_2.bmp,60,50,2390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,yes,no,NA,NA,NA,NA,NA,NA,633788,634691,634794,634857,634910,637300,638695,NA,640056
98,EC_subj_only,normal,21,subjective,cs7,1,first,30_40,no,yes,positive,8170.bmp,ribual,maske_9.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,yes,no,no,no,no,NA,NA,NA,NA,NA,NA,640191,641094,641197,641230,641283,643703,646042,NA,647636
98,EC_subj_only,normal,22,subjective,cs16,1,first,50_60,no,yes,negative,3160.bmp,parwax,maske_1.bmp,60,50,2390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,no,yes,NA,NA,NA,NA,NA,NA,647781,648684,648787,648850,648903,651293,652152,NA,654211
98,EC_subj_only,normal,23,subjective,cs32,1,first,90_10,no,no,negative,9006.bmp,punnot,NA,90,50,2360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,no,no,NA,NA,NA,NA,NA,NA,654373,655277,655380,655473,655526,657886,NA,NA,659544
98,EC_subj_only,normal,24,subjective,cs34,1,first,90_10,no,no,negative,9340.bmp,eyalt,NA,100,50,2350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,no,no,NA,NA,NA,NA,NA,NA,659707,660611,660714,660817,660870,663220,NA,NA,664628
98,EC_subj_only,normal,25,subjective,cs1,1,first,30_40,yes,yes,positive,7470.bmp,NA,maske_11.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,yes,no,no,no,NA,NA,NA,NA,NA,NA,664752,665655,665758,665791,665844,668264,668654,NA,670246
98,EC_subj_only,normal,26,subjective,cs9,1,first,30_40,no,yes,positive,8501.bmp,guote,maske_12.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,yes,no,no,no,NA,NA,NA,NA,NA,NA,670382,671285,671388,671421,671474,673894,675370,NA,676509
98,EC_subj_only,normal,27,subjective,cs19,1,first,70_80,no,yes,positive,2550.bmp,oltar,maske_10.bmp,80,50,2370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no,yes,no,NA,NA,NA,NA,NA,NA,676665,677568,677671,677754,677807,680177,681195,NA,682333
98,EC_subj_only,normal,28,subjective,cs5,1,first,30_40,no,yes,positive,2050.bmp,babit,maske_8.bmp,40,50,2410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,yes,no,no,no,no,NA,NA,NA,NA,NA,NA,682467,683371,683474,683517,683570,685980,687000,NA,688149
98,EC_subj_only,normal,29,subjective,cs4,1,first,30_40,no,yes,negative,8485.bmp,evone,maske_1.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,yes,no,no,no,no,NA,NA,NA,NA,NA,NA,688284,689187,689290,689323,689376,691796,692430,NA,696755
98,EC_subj_only,normal,30,subjective,cs8,1,first,30_40,no,yes,negative,9630.bmp,seloom,maske_8.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,yes,no,no,no,no,NA,NA,NA,NA,NA,NA,696890,697793,697896,697930,697983,700403,701183,NA,702557
