subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,PD_practice_runs,PD_practice_correct,PD_pos,PD_neg,time_PD_form,time_PD_blank
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,0,eyalt,both,30_40,distractor,3,0,yes,no,2924821,2941943
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,1,gigoro,NA,NA,neither,3,0,yes,no,2942972,2946506
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,2,unuoll,positive,50_60,paired_cs,3,0,no,yes,2947536,2948928
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,3,oltar,NA,NA,neither,3,0,no,yes,2949956,2951347
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,4,naptor,negative,30_40,paired_cs,3,0,no,yes,2952376,2953137
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,5,bokine,negative,50_60,paired_cs,3,0,yes,no,2954165,2955306
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,6,yeomun,positive,30_40,paired_cs,3,0,no,yes,2956334,2957221
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,7,itafy,NA,NA,neither,3,0,yes,no,2958249,2959393
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,8,parwax,negative,50_60,paired_cs,3,0,no,yes,2960421,2961685
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,9,obtfin,negative,90_10,paired_cs,3,0,no,yes,2962718,2963731
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,10,cocox,NA,NA,neither,3,0,no,yes,2964759,2965519
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,11,fusia,negative,50_60,paired_cs,3,0,no,yes,2966547,2967306
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,12,coline,positive,50_60,paired_cs,3,0,yes,no,2968334,2969224
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,13,yahio,both,50_60,distractor,3,0,yes,no,2970257,2971270
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,14,fexony,NA,NA,neither,3,0,no,yes,2972298,2973686
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,15,sepah,NA,NA,neither,3,0,no,yes,2974715,2975852
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,16,hicron,both,30_40,distractor,3,0,no,yes,2976880,2977896
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,17,pubio,NA,NA,neither,3,0,no,yes,2978924,2979684
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,18,fasyia,NA,NA,neither,3,0,yes,no,2980712,2981729
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,19,icecip,negative,30_40,paired_cs,3,0,no,yes,2982757,2984153
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,20,clish,NA,NA,neither,3,0,no,yes,2985186,2985944
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,21,haraks,NA,NA,neither,3,0,no,yes,2986972,2987735
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,22,styla,negative,30_40,paired_cs,3,0,yes,no,2988763,2989902
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,23,funery,NA,NA,neither,3,0,yes,no,2990930,2991949
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,24,coskie,positive,70_80,paired_cs,3,0,yes,no,2992977,2994246
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,25,donrey,both,50_60,distractor,3,0,no,yes,2995274,2996415
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,26,seork,negative,90_10,paired_cs,3,0,no,yes,2997444,2998459
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,27,vegom,positive,30_40,paired_cs,3,0,no,yes,2999492,3000381
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,28,fangus,both,50_60,distractor,3,0,no,yes,3001409,3002299
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,29,itplic,both,70_80,distractor,3,0,no,yes,3003327,3004086
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,30,craeky,positive,70_80,paired_cs,3,0,no,yes,3005114,3006130
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,31,oacart,both,70_80,distractor,3,0,no,yes,3007158,3008046
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,32,casteg,both,30_40,distractor,3,0,no,yes,3009074,3009835
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,33,symoan,negative,70_80,paired_cs,3,0,yes,no,3010864,3011881
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,34,beakem,positive,70_80,paired_cs,3,0,yes,no,3012914,3014436
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,35,madjas,NA,NA,neither,3,0,no,yes,3015464,3016604
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,36,poieen,both,50_60,distractor,3,0,no,yes,3017632,3018647
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,37,oureen,positive,30_40,paired_cs,3,0,no,yes,3019676,3020440
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,38,teior,positive,50_60,paired_cs,3,0,no,yes,3021468,3022355
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,39,roosle,negative,50_60,paired_cs,3,0,no,yes,3023384,3024142
