subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,vm_pos,vm_neg,vm_neither,vm_dk,time_vm_form,time_vm_blank
5,EC_only,inclusion,EC_only,inclusion,0,teior,NA,NA,neither,no,no,yes,no,2451084,2456572
5,EC_only,inclusion,EC_only,inclusion,1,avouco,NA,NA,neither,no,no,yes,no,2457591,2458558
5,EC_only,inclusion,EC_only,inclusion,2,yeomun,negative,90_10,paired_cs,no,no,yes,no,2459577,2463880
5,EC_only,inclusion,EC_only,inclusion,3,hesire,NA,NA,neither,yes,no,no,no,2464899,2466301
5,EC_only,inclusion,EC_only,inclusion,4,ribual,NA,NA,neither,no,no,yes,no,2467322,2468727
5,EC_only,inclusion,EC_only,inclusion,5,ankoe,positive,90_10,paired_cs,yes,no,no,no,2469746,2471576
5,EC_only,inclusion,EC_only,inclusion,6,gigoro,NA,NA,neither,no,no,yes,no,2472595,2474104
5,EC_only,inclusion,EC_only,inclusion,7,sepah,positive,30_40,paired_cs,no,no,yes,no,2475123,2476303
5,EC_only,inclusion,EC_only,inclusion,8,hiatts,positive,70_80,paired_cs,yes,no,no,no,2477327,2479266
5,EC_only,inclusion,EC_only,inclusion,9,icecip,negative,50_60,paired_cs,no,no,no,yes,2480285,2482655
5,EC_only,inclusion,EC_only,inclusion,10,guote,NA,NA,neither,no,no,no,yes,2483674,2484857
5,EC_only,inclusion,EC_only,inclusion,11,altine,NA,NA,neither,no,no,yes,no,2485876,2487282
5,EC_only,inclusion,EC_only,inclusion,12,ordit,NA,NA,neither,no,no,yes,no,2488301,2489490
5,EC_only,inclusion,EC_only,inclusion,13,voual,NA,NA,neither,no,no,yes,no,2490510,2491370
5,EC_only,inclusion,EC_only,inclusion,14,purdag,NA,NA,neither,no,no,yes,no,2492389,2493897
5,EC_only,inclusion,EC_only,inclusion,15,jinkup,positive,30_40,paired_cs,no,no,yes,no,2494916,2498683
5,EC_only,inclusion,EC_only,inclusion,16,donrey,NA,NA,neither,no,no,yes,no,2499702,2500784
