subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,vm_pos,vm_neg,vm_neither,vm_dk,time_vm_form,time_vm_blank
71,EC_subj_only,normal,EC_subj_only,normal,0,yained,negative,30_40,paired_cs,no,no,yes,no,4359342,4365633
71,EC_subj_only,normal,EC_subj_only,normal,1,hiatts,positive,50_60,paired_cs,no,no,yes,no,4366676,4370252
71,EC_subj_only,normal,EC_subj_only,normal,2,itafy,negative,50_60,paired_cs,no,no,yes,no,4371295,4374002
71,EC_subj_only,normal,EC_subj_only,normal,3,strank,NA,NA,neither,no,no,yes,no,4375046,4377737
71,EC_subj_only,normal,EC_subj_only,normal,4,zillie,negative,50_60,paired_cs,no,no,yes,no,4378781,4381541
71,EC_subj_only,normal,EC_subj_only,normal,5,coline,NA,NA,neither,no,no,no,yes,4382603,4388842
71,EC_subj_only,normal,EC_subj_only,normal,6,twavel,positive,30_40,paired_cs,no,no,yes,no,4389885,4392551
71,EC_subj_only,normal,EC_subj_only,normal,7,icecip,NA,NA,neither,no,no,no,yes,4393593,4399923
71,EC_subj_only,normal,EC_subj_only,normal,8,boity,NA,NA,neither,no,no,yes,no,4400965,4404577
71,EC_subj_only,normal,EC_subj_only,normal,9,chnap,positive,50_60,paired_cs,no,no,yes,no,4405620,4408366
71,EC_subj_only,normal,EC_subj_only,normal,10,sarary,NA,NA,neither,no,no,yes,no,4409412,4412121
71,EC_subj_only,normal,EC_subj_only,normal,11,ordit,negative,70_80,paired_cs,no,no,no,yes,4413162,4417432
71,EC_subj_only,normal,EC_subj_only,normal,12,parlic,positive,90_10,paired_cs,no,no,yes,no,4418476,4421021
71,EC_subj_only,normal,EC_subj_only,normal,13,lobee,negative,50_60,paired_cs,no,no,yes,no,4422062,4424657
71,EC_subj_only,normal,EC_subj_only,normal,14,obtfin,NA,NA,neither,no,no,yes,no,4425704,4429111
71,EC_subj_only,normal,EC_subj_only,normal,15,poieen,positive,70_80,paired_cs,no,no,yes,no,4430152,4432716
71,EC_subj_only,normal,EC_subj_only,normal,16,tavoo,NA,NA,neither,no,no,yes,no,4433758,4436304
71,EC_subj_only,normal,EC_subj_only,normal,17,parwax,positive,30_40,paired_cs,no,no,yes,no,4437345,4439923
71,EC_subj_only,normal,EC_subj_only,normal,18,unuoll,positive,30_40,paired_cs,no,no,yes,no,4440969,4443509
71,EC_subj_only,normal,EC_subj_only,normal,19,lescry,negative,90_10,paired_cs,no,yes,no,no,4444550,4448826
71,EC_subj_only,normal,EC_subj_only,normal,20,madjas,NA,NA,neither,no,no,yes,no,4449870,4452413
71,EC_subj_only,normal,EC_subj_only,normal,21,oacart,negative,90_10,paired_cs,no,no,yes,no,4453454,4456209
71,EC_subj_only,normal,EC_subj_only,normal,22,piend,NA,NA,neither,no,no,yes,no,4457250,4459796
71,EC_subj_only,normal,EC_subj_only,normal,23,ankoe,NA,NA,neither,no,no,yes,no,4460840,4463430
71,EC_subj_only,normal,EC_subj_only,normal,24,craeky,NA,NA,neither,no,no,yes,no,4464471,4467863
71,EC_subj_only,normal,EC_subj_only,normal,25,ribual,NA,NA,neither,no,no,yes,no,4468904,4471521
71,EC_subj_only,normal,EC_subj_only,normal,26,jolver,NA,NA,neither,no,no,yes,no,4472565,4475121
71,EC_subj_only,normal,EC_subj_only,normal,27,purdag,negative,90_10,paired_cs,no,no,no,yes,4476162,4479621
71,EC_subj_only,normal,EC_subj_only,normal,28,guote,positive,70_80,paired_cs,no,no,yes,no,4480664,4484099
71,EC_subj_only,normal,EC_subj_only,normal,29,jinkup,NA,NA,neither,no,no,yes,no,4485140,4487691
71,EC_subj_only,normal,EC_subj_only,normal,30,palpid,NA,NA,neither,no,no,no,yes,4488732,4492163
